 User_ID 	Br_Area 	Br_ DArea	Rb_Area 	Rb_ DArea	Sr_Area 	Sr_ DArea	Zr_Area 	Zr_ DArea	Ru_Area 	Ru_ DArea	Rh_Area 	Rh_ DArea	Mg_Area 	Mg_ DArea	Al_Area 	Al_ DArea	Si_Area 	Si_ DArea	S_Area 	S_ DArea	K_Area 	K_ DArea	Ca_Area 	Ca_ DArea	Ti_Area 	Ti_ DArea	Fe_Area 	Fe_ DArea
1122	892	35	1011	47	26913	172	2847	155	13677	229	15243	243	161	17	1764	47	17094	134	1747	61	9559	122	275174	531	3410	82	23803	176
1123	859	34	910	46	26974	172	2805	173	13550	229	15326	242	170	17	1752	46	16659	133	1755	62	9527	123	278106	534	3495	82	22965	174
1124	807	34	957	46	26529	170	2769	118	13370	226	15437	240	147	17	1597	45	16063	130	1738	62	9482	121	265236	521	3249	82	24005	176
1125	1068	38	993	46	27409	173	2791	174	13495	228	15448	242	120	16	1592	44	16172	130	1986	64	9267	121	275478	531	3056	80	23644	175
1126	770	34	973	46	26758	171	2538	117	13533	224	15107	239	139	16	1690	46	16449	132	1792	61	9559	121	264024	520	3025	80	23146	173
1127	872	35	972	46	26002	169	2663	170	13802	228	15158	242	153	17	1567	44	15962	130	2011	64	9030	120	261434	517	3278	80	23508	175
1128	757	34	880	45	25929	169	3018	177	13448	228	15181	243	123	17	1512	44	15634	128	1831	62	9025	119	246107	503	3271	82	23358	174
1129	851	34	902	46	25886	169	2768	171	13544	229	15274	243	130	17	1575	45	15767	129	1731	61	9149	120	251542	508	3227	82	23597	175
1130	878	34	987	46	26464	171	2831	177	13684	232	14906	244	137	17	1596	45	15840	129	1830	62	9348	122	261743	518	3340	82	23789	176
1131	786	34	902	46	26532	171	2882	157	13564	227	15508	242	148	17	1530	44	16472	132	1848	63	9632	122	267885	524	3345	82	24341	178
1132	831	34	987	47	25465	167	2871	174	13662	230	15654	243	124	16	1434	43	15013	126	2228	65	9084	119	250675	507	3173	81	24620	179
1133	860	34	911	46	25783	169	2615	174	13650	230	15654	244	150	17	1462	43	15383	127	2371	66	9276	120	254441	511	3198	81	25502	180
1134	846	1	822	1	24094	5	2474	3	13387	7	15030	7	119	16	1317	41	13138	118	4442	81	8133	115	239404	495	2916	79	31020	196
1135	953	36	873	46	25953	170	3121	176	13699	232	15462	245	129	17	1579	45	16187	131	1995	63	9496	121	242772	499	3391	83	25704	182
1136	1010	37	889	45	26753	171	2884	118	13107	225	15424	240	153	16	1625	44	16763	133	2151	64	9528	121	248032	505	3588	84	26299	183
1137	836	34	929	47	25268	167	3405	178	13278	228	15867	243	163	17	1705	46	17991	137	2085	64	10337	124	249809	506	3769	84	27630	187
1138	855	35	1045	47	25221	167	3390	177	13525	229	15624	243	131	17	1526	44	16244	131	1966	64	9889	123	241464	498	3536	84	27623	188
1139	807	34	995	46	25869	169	3373	177	12960	227	15750	243	136	17	1617	45	16468	132	2185	66	9844	123	246348	503	3620	83	26568	184
1140	795	1	1013	1	25730	5	2650	4	14192	7	15541	8	173	17	1558	44	16879	133	1953	63	9694	121	243681	500	3410	83	24808	179
1141	802	34	929	46	25573	168	3110	156	13017	227	15313	242	114	15	1550	44	16505	131	2272	66	9563	121	247188	503	3552	83	26492	184
1142	899	35	934	46	26027	170	3129	178	13349	230	15783	244	148	16	1494	43	15447	128	1955	64	9428	121	248562	505	3427	83	24877	179
1143	917	36	944	46	25915	169	2783	109	13290	224	15414	240	140	15	1562	44	16149	131	1820	62	9742	123	253505	510	3494	83	25351	181
1144	987	36	959	46	26202	170	2775	175	13338	228	15082	242	129	17	1678	46	16410	131	1946	63	9389	121	254767	511	3502	83	25502	181
1145	971	37	945	46	25910	169	3068	172	13024	228	15149	242	142	16	1417	42	14708	125	2436	67	9072	120	245521	502	3466	83	25827	183
1146	961	37	891	47	25361	168	3357	187	13249	235	15280	246	139	16	1536	44	15952	130	1889	62	9668	121	253743	510	3287	82	24035	177
1147	1027	1	878	1	25691	5	2872	3	12893	7	15196	8	149	16	1468	43	15187	126	3497	75	9135	120	252738	509	3208	82	27218	186
1148	1058	37	867	46	25720	169	2840	172	12944	228	15153	242	177	18	1555	44	16016	130	2146	64	9280	120	249794	506	3432	83	25801	182
1149	1053	38	983	48	26084	169	2969	174	12584	228	15308	243	102	15	1486	44	14710	125	1951	63	9070	120	243592	500	3574	83	24870	180
1150	1118	38	1015	47	25662	169	2748	174	13016	228	15016	241	114	15	1388	42	15082	126	1970	63	8968	118	242543	499	3341	82	25048	179
1151	1018	38	891	45	24189	163	2673	107	12484	220	14927	236	109	15	1449	43	14205	122	2084	64	8599	117	233438	490	3118	82	25211	180
1152	1021	37	855	45	24350	164	2677	153	13131	226	14694	237	137	15	1188	39	12244	114	2030	62	7895	113	218684	474	2880	79	22244	171
1153	1093	38	885	46	22926	160	3084	173	12787	227	14840	239	119	15	1177	39	12641	116	2131	64	8082	113	213796	469	3083	80	24069	177
1154	1191	40	939	47	23205	160	2896	174	12918	229	14424	241	85	15	1158	39	12215	114	2119	63	8207	114	214276	469	3092	80	23426	175
1155	1083	38	938	46	22475	159	3056	174	13004	229	14551	240	106	14	1148	38	11589	111	2236	64	7498	111	205061	459	2839	78	23325	175
1156	1052	37	950	46	22960	159	2923	173	12802	226	14645	238	109	16	1080	38	10976	108	2125	63	7426	110	201872	456	2825	78	21994	171
1157	1073	38	835	45	22750	159	2768	172	12468	227	14288	239	101	15	1171	39	11747	112	1858	61	7563	112	205261	460	2853	79	22237	171
1158	1000	37	891	46	21762	156	2854	173	12954	225	14598	237	106	14	1065	37	11320	109	1836	60	7480	110	197582	451	2763	78	22321	171
1159	1072	38	935	45	20561	152	3028	150	12302	222	14431	235	80	14	880	34	9489	101	1973	62	6876	107	178803	430	2750	77	22356	171
1160	1023	36	780	42	17305	139	2681	160	10889	210	13093	223	69	13	605	29	6788	86	1998	59	5446	98	142169	384	2213	70	19357	161
1161	1009	1	741	1	15372	4	2471	3	10397	6	12023	7	83	13	725	30	7935	92	1584	56	5528	97	136818	376	2196	69	18294	155
1162	1045	36	774	42	15893	133	2264	134	10550	204	12803	218	58	12	652	29	7597	90	1199	51	4912	94	134123	373	1933	68	16014	147
1163	1110	37	839	43	17130	138	2556	156	11646	213	13323	225	97	13	977	35	10309	104	1666	58	6613	105	166428	414	2628	75	22203	168
1164	1053	1	841	1	15502	4	2280	3	11288	6	12458	7	51	12	845	34	9338	100	1666	57	6288	101	149203	392	2468	73	20058	162
1165	1156	39	855	44	18740	145	2619	166	12365	222	13225	232	107	14	1039	37	10937	108	1497	56	7013	107	171097	420	2803	77	20523	164
1166	1337	40	1033	46	19384	148	2759	171	12832	230	14008	238	79	15	1094	38	11721	111	1918	60	7354	109	179111	430	2803	77	23217	174
1167	1299	41	987	46	20244	151	2844	151	13219	227	14239	237	80	14	1069	38	10460	106	1952	61	6997	107	173031	423	2654	76	21210	168
1168	1337	41	1001	46	20014	150	3244	176	13447	231	14826	241	117	15	1254	40	12658	116	1907	62	7938	111	198612	452	3077	78	23264	174
1169	1494	43	1012	47	19952	150	2639	169	13073	233	15096	241	114	15	1319	41	13628	120	2152	63	8000	113	198569	452	3116	81	25899	182
1170	1582	44	978	47	19952	150	2618	105	13528	226	14678	239	135	15	1288	40	12984	117	2464	66	7743	113	200616	455	3097	80	26270	183
1171	1553	44	1009	47	21545	155	2563	171	13230	234	14650	242	121	15	1063	37	11387	110	2113	63	7492	111	199825	454	2880	78	23518	175
1172	1426	43	872	47	21714	156	2924	168	13481	233	14435	240	109	14	1135	37	10893	107	1709	60	7419	110	198057	451	2791	78	21466	169
1173	1369	41	865	46	21898	157	2744	171	13367	232	14275	239	87	14	980	36	9622	102	1818	60	6601	106	194477	448	2643	77	20230	165
1174	1437	43	846	45	20415	151	2588	167	13487	231	14058	238	75	0	811	1	8494	3	1767	2	6094	3	174288	13	2454	2	19265	5
1175	1275	40	859	46	20098	151	2240	166	13900	230	14153	236	133	0	903	1	9501	3	1663	2	6417	3	180690	14	2434	2	18883	5
1176	1416	42	835	44	21575	154	2102	102	13796	224	13883	234	72	14	894	34	9331	100	1991	61	5881	102	187196	439	2399	74	19068	160
1177	1499	43	760	44	21872	156	2130	149	13800	231	14160	236	65	0	896	1	9531	3	1798	2	6227	3	196333	14	2454	2	18402	5
1181	1622	45	853	46	27374	173	2413	150	13105	232	15872	245	129	15	1393	41	12677	116	2566	68	7371	112	284211	539	2619	77	19229	161
1182	1537	44	748	44	27005	172	2341	169	13124	233	15141	244	133	16	1198	39	11221	109	3732	77	6709	109	283066	538	2271	76	22453	172
1183	1452	43	760	45	26876	172	2106	169	13135	230	15715	242	149	16	1202	39	11544	111	2644	69	7015	110	291871	546	2472	76	18395	159
1184	1477	43	682	43	27011	172	2026	148	12978	227	15219	238	109	16	957	36	8925	98	2681	69	5895	103	263268	519	2004	72	17414	155
1185	1490	43	848	46	24590	165	2533	172	12944	230	15286	241	80	14	869	34	8773	97	3426	73	6397	107	253653	510	2303	76	20995	168
1186	1455	41	627	42	30713	182	1315	103	12777	220	15091	235	86	15	862	34	7789	92	2509	67	4991	100	300950	554	1608	69	12853	138
1187	1248	40	591	41	29726	179	1281	102	13008	219	14914	234	121	16	944	36	9044	99	2555	69	5757	104	303147	556	1888	70	14209	143
1188	1482	1	526	1	30898	6	1232	3	13133	7	15316	8	100	15	828	34	7805	92	2614	69	5075	101	310765	563	1525	69	12554	137
1189	1352	41	669	43	27698	174	1912	167	12765	228	15319	240	128	15	1131	38	11252	110	2480	67	6705	108	303223	556	2119	73	17043	154
1190	1229	40	620	42	31226	184	1104	161	12751	223	15430	237	96	15	916	35	8748	98	2673	70	5552	103	325244	575	1737	70	13167	140
1191	1300	41	525	42	31908	186	1521	167	12972	226	15644	239	67	15	973	37	9306	101	2681	71	5706	105	332402	582	1620	69	13303	140
1192	1027	38	557	41	32900	188	1496	164	12137	220	15539	237	128	16	1026	37	9504	101	3192	74	5851	105	348373	595	1646	69	14040	143
1193	1197	39	604	41	33303	189	1244	113	12671	218	15387	234	89	15	1125	39	10004	104	2374	68	5776	106	356919	602	1630	68	12435	137
1194	1139	38	407	40	32350	187	1261	112	12649	218	15699	234	87	15	1050	38	10025	104	2062	65	5844	106	358251	603	1512	68	12093	135
1195	1147	39	532	41	31966	186	1491	165	12243	221	15540	236	105	16	1062	38	9920	103	2397	68	5764	105	363488	608	1648	68	12442	136
1196	1153	38	532	41	31473	185	1486	163	12255	220	15022	234	105	15	1125	39	10557	107	2095	66	5686	105	360416	605	1700	69	12634	137
1197	1106	38	533	41	32426	188	1487	165	12765	222	15539	237	152	16	1075	37	10471	106	2256	67	6054	107	368604	612	1628	69	12870	139
1198	1230	40	697	43	28881	177	1515	165	12614	224	15280	238	122	15	1194	39	11819	112	2949	71	7104	109	327667	577	2110	73	17464	155
1199	1219	40	558	41	31210	184	1421	163	12475	222	15300	236	112	15	1077	38	10062	104	2431	69	5704	105	346346	593	1781	70	12940	139
1200	1216	40	669	42	29156	178	1648	164	12889	223	15019	236	129	15	985	36	9677	102	2002	65	5713	103	306966	559	1970	70	13445	141
1201	1231	40	577	40	29940	181	1545	162	13027	223	14838	235	106	15	914	35	9228	100	2163	65	5457	103	312270	564	1712	70	12690	137
1202	1252	40	601	42	30748	182	1488	162	13003	224	14835	234	123	16	874	35	8792	98	2198	66	5378	103	327885	578	1638	68	11792	134
1203	1333	41	633	42	30165	181	1620	164	12506	223	15064	236	101	15	1025	37	9522	102	2255	66	5534	103	317664	569	1698	70	13206	140
1204	1308	40	498	42	30464	182	1502	164	12828	222	15415	234	98	15	886	35	8845	98	2550	69	5490	102	324263	575	1596	68	12859	139
1205	1316	41	584	42	29099	178	1924	165	12783	224	14793	235	145	16	966	35	9408	100	2320	67	5786	105	303951	557	1973	72	14648	144
1206	1196	39	603	42	28619	177	1910	166	12584	223	14746	235	91	15	949	36	10319	105	2536	67	6307	107	300164	553	2042	72	15925	150
1207	1250	41	570	42	29827	181	1673	170	12855	226	15281	237	90	15	882	35	8818	98	2064	66	5395	102	308393	560	1718	70	12794	138
1208	1251	40	661	43	29714	180	1365	166	13227	224	15045	236	118	15	930	35	8769	97	2418	68	5457	103	314068	565	1777	71	13653	141
1209	1160	39	587	42	29647	180	1691	165	12912	223	14632	235	80	15	898	35	8762	97	2247	67	5583	104	315455	567	1722	69	13103	140
1210	1161	39	593	42	29926	180	1677	165	13183	224	15163	236	124	15	982	36	9358	101	2009	65	5704	105	308360	561	1900	71	13057	139
1211	1227	39	574	41	29621	179	1632	164	12557	223	14801	236	98	14	926	35	9487	101	2686	70	5612	104	306513	559	1796	70	15714	149
1212	1113	38	745	43	29371	178	2023	113	13009	220	15105	233	119	16	1059	38	10418	106	2073	64	6405	107	300788	554	1968	73	14721	145
1213	1249	39	567	42	29293	178	1985	105	12911	219	14756	233	65	15	989	37	10183	105	2228	68	6139	106	301993	555	1938	72	15316	148
1214	1093	1	716	1	28865	6	1807	3	13109	7	15078	7	95	14	980	36	9719	102	2203	64	6276	106	297278	550	1895	71	14744	146
1215	1077	38	721	44	27808	175	2154	168	13173	224	15040	236	116	15	1058	38	10581	107	2076	64	6734	108	291713	545	2276	73	16264	151
1216	1184	39	678	44	27563	174	2073	170	12849	226	14277	236	107	15	1150	39	11030	109	1882	63	6561	108	287478	542	2220	74	16312	151
1217	1359	41	714	44	25669	168	2539	169	12581	225	14448	235	101	16	1126	39	11655	111	2553	68	7046	110	264178	520	2697	77	20257	164
1218	1355	42	695	43	28199	175	1755	170	13229	227	14489	236	80	0	927	1	9807	3	2035	2	6183	3	288060	17	2164	2	15161	5
1219	1357	41	738	44	26252	169	2245	114	12723	220	13961	233	102	14	1029	36	10384	105	2230	66	6590	107	272481	527	2379	74	17382	155
1220	1335	41	720	43	25416	167	2044	169	12744	226	14059	235	94	15	968	36	10398	105	2659	68	6431	107	261870	517	2492	75	18497	158
1221	1245	40	732	43	25251	166	2003	148	13028	222	14073	232	76	14	935	36	9538	102	2312	65	6488	107	259010	514	2369	75	17833	156
1222	1464	42	636	43	25425	168	2133	169	12199	225	13880	234	91	14	924	35	9564	102	2192	65	6205	106	258148	514	2424	75	18393	158
1223	1365	42	737	44	25200	167	2100	168	12283	224	14157	233	81	14	916	35	9370	100	2324	65	6336	107	255231	511	2508	75	18118	157
1224	1504	43	619	44	24768	166	2028	146	12280	222	13551	230	69	14	882	35	9037	99	2572	68	6159	105	244934	501	2274	73	18638	158
1225	1295	40	742	43	24902	165	2000	103	12460	214	13898	227	66	13	818	33	8382	95	2393	65	5948	103	250351	506	2102	73	17448	154
1226	1414	42	719	43	23488	161	2035	168	12391	223	14179	231	80	14	795	33	8451	96	3073	71	5809	104	235143	491	2288	74	20148	163
1227	1430	42	733	43	22558	158	2188	146	11847	220	13625	230	118	14	899	34	8994	98	3230	72	6217	105	224057	479	2531	74	23014	172
1228	1384	42	647	43	23723	162	2087	103	12231	215	14002	229	110	16	832	34	8597	97	2805	69	5591	102	236689	492	2176	73	19393	161
1229	1290	40	675	42	26939	171	1519	146	12414	221	13751	230	98	14	839	34	8338	95	2256	65	5753	104	270109	525	1941	72	16000	149
1230	1421	42	787	44	27991	175	1848	168	12980	225	14745	234	99	15	835	35	9064	100	2213	66	5953	106	280560	535	2023	72	16238	150
1231	1602	44	685	44	27173	173	2274	150	12521	225	14257	234	113	15	938	36	9797	103	2493	69	6091	107	272149	527	2331	74	17791	156
1232	1465	43	684	44	25196	167	2535	167	12595	226	14235	234	118	16	1045	37	10866	108	3770	77	6774	108	266828	522	2323	74	24331	177
1233	1698	45	715	46	25421	168	2370	173	13076	231	14761	239	115	14	1029	36	10238	104	2269	65	6999	110	254371	511	2558	77	18293	159
1234	1708	45	754	45	26648	171	2440	169	12802	230	14400	237	103	15	1092	38	10795	108	2441	68	6819	110	271132	527	2373	75	18283	158
1235	1824	47	927	47	24084	164	3143	175	13152	234	15036	240	98	0	1024	1	11206	3	2628	2	7478	3	250908	16	2804	2	21759	5
1236	1669	46	934	47	22074	157	2945	170	12923	231	14440	239	144	16	1345	42	14228	123	3488	76	8389	116	228525	484	3252	81	27724	187
1237	1889	48	941	47	23940	163	3016	155	13354	233	14764	239	143	16	1409	42	13893	121	2421	66	8130	114	243095	499	3123	80	22556	172
1238	1891	48	706	45	25449	167	2598	154	12861	231	14232	238	96	14	1118	38	11289	109	2681	68	6760	109	257351	513	2577	76	19395	162
1239	1803	47	850	46	24217	164	2582	175	13416	234	14705	240	101	16	1300	41	13107	118	3042	71	7743	113	252648	508	2962	78	23043	173
1240	1674	45	852	46	25490	168	2399	119	13288	227	14521	238	107	15	1301	40	13035	117	2435	67	7562	112	256759	513	2699	77	20928	167
1241	1702	45	857	46	25084	166	2707	152	13360	230	14519	238	125	16	1186	39	13030	118	2474	67	7740	114	262506	518	2858	78	20649	166
1242	1675	46	802	47	25313	167	2591	172	13446	234	14924	240	128	16	1350	41	13484	120	2387	67	7870	114	258619	514	2899	78	21181	167
1243	1430	43	687	45	28494	177	2080	176	13373	232	15339	241	121	16	1186	39	11879	112	2127	65	6965	110	297021	550	2316	74	16855	153
1244	1353	42	671	44	28316	176	1830	169	13211	228	15321	238	82	15	1121	39	11113	109	2144	65	6639	108	282965	537	2340	74	17099	154
1245	1400	42	734	44	28661	177	1804	169	13097	229	15290	239	123	15	1229	39	11835	112	2034	64	6832	109	297758	551	2357	74	16191	151
1246	1299	41	727	44	29682	180	1903	105	13154	221	15087	235	96	15	1070	38	10630	107	1929	64	6182	107	313760	565	2015	71	14512	145
1247	1275	41	656	43	28715	177	1672	146	12206	221	15393	234	99	16	1168	40	10987	109	2746	71	6508	108	304352	557	2178	72	18587	158
1248	1151	39	689	43	29259	179	1757	146	12422	220	14774	234	106	15	981	36	9646	102	2358	67	5828	104	301010	554	1661	70	14731	146
1249	1239	40	619	43	27440	173	1846	147	12398	221	14611	235	114	14	1013	36	9762	102	2596	69	5909	103	276863	531	2032	71	16965	154
1250	1457	43	598	43	28394	176	1757	146	12884	224	14917	235	98	15	996	36	10170	104	2825	71	6119	106	279342	534	1949	72	17195	155
1251	1402	41	607	42	30058	180	1454	166	13037	225	15039	237	109	15	871	35	8287	95	2276	66	5412	102	304102	557	1955	70	13121	140
1252	1484	43	644	43	30307	182	1493	146	12558	223	14192	234	110	16	784	34	7691	92	2232	67	4856	101	308230	560	1701	68	12056	135
1253	1624	44	567	43	29582	180	1390	159	12507	224	14810	234	106	15	876	35	8017	93	2633	71	5295	101	305690	558	1794	69	14659	145
1254	1547	43	564	43	31049	184	1341	144	12495	224	13955	232	107	14	878	34	7510	91	2235	66	4846	100	310988	563	1748	70	12098	135
1255	1501	43	457	41	29869	180	1197	159	12264	222	14186	231	90	14	771	33	7495	91	2085	65	4607	99	303105	556	1745	68	11427	133
1256	1531	43	528	41	31201	184	1235	162	12629	225	14242	234	96	14	756	33	7143	89	2170	66	4805	100	313979	565	1553	68	11351	132
1257	1638	45	546	42	30944	184	1423	164	12218	225	14319	234	123	16	761	33	6960	88	2349	67	4507	98	309523	561	1387	67	11598	133
1258	1522	43	534	41	30706	182	1147	110	12419	217	14463	231	88	15	720	32	7101	89	2236	67	4410	98	311175	563	1608	68	11557	133
1259	1499	43	377	40	30124	181	1064	142	12166	221	13841	230	103	13	681	30	6497	85	2439	68	4431	97	305933	558	1494	68	12037	135
1260	1457	42	566	42	30742	183	1258	163	12153	224	14599	234	82	14	736	33	6896	88	2137	66	4730	99	311062	563	1659	67	11609	133
1261	1347	41	528	41	30389	182	1201	144	12352	219	14428	230	116	14	750	32	7373	90	2334	67	4786	98	314196	565	1599	68	11492	132
1262	1515	43	512	42	31521	185	1168	103	12286	216	14523	231	103	0	687	1	6872	3	2254	2	4412	3	318341	18	1396	2	10885	4
1263	1447	43	501	42	30929	183	1496	144	12206	221	14238	233	115	1	832	1	8047	3	2240	2	4998	3	317247	18	1681	2	12265	4
1264	1352	42	476	40	31335	184	1422	147	12666	223	14494	233	94	14	868	34	8113	94	2226	66	4865	99	330332	579	1492	67	11692	134
1265	1446	42	564	41	30288	181	1538	165	12534	224	14649	234	80	14	888	35	8789	98	2244	67	4986	101	326031	576	1772	70	12366	136
1266	1477	43	610	42	29399	179	1422	164	12413	224	14363	235	105	14	1026	36	9654	102	2474	68	5499	104	311271	563	1924	71	14521	145
1267	1459	43	478	40	30466	181	1400	161	12459	222	14159	233	75	13	815	33	7510	91	2136	65	4352	97	316619	568	1395	66	10591	128
1268	1542	43	621	42	28607	176	1780	145	12414	223	14267	233	63	13	975	36	8826	98	2093	65	5409	103	294519	548	1934	70	13805	142
1269	1389	42	530	41	29925	180	1260	143	12306	219	14534	230	110	14	814	33	7951	93	1855	63	4963	100	304338	557	1637	68	11655	133
1270	1375	42	515	40	27849	174	1656	110	12551	214	14857	229	90	15	834	34	8278	95	1898	62	4921	99	269118	524	1748	68	12991	138
1271	1273	1	600	1	25676	5	1594	3	11913	7	14516	7	74	13	644	30	6686	85	1714	59	4308	94	233614	489	1635	66	12500	134
1272	1240	40	582	41	25290	167	1610	160	11701	217	13161	226	77	12	734	31	7500	90	1627	60	4931	97	244303	499	1784	67	13996	141
1273	1268	40	646	43	24101	163	1641	162	11501	217	12882	226	54	13	658	31	6251	83	1321	55	4147	92	206940	460	1484	64	12346	133
1274	1229	39	589	41	24424	164	1410	155	11102	211	13495	225	46	11	540	27	5325	76	1379	54	3435	87	193067	444	1332	62	11815	129
1275	1089	37	511	38	21607	154	1314	147	10177	202	12406	216	54	0	567	1	5190	2	1251	2	2887	3	172128	13	1212	2	9929	4
1278	1507	43	620	41	25049	166	1529	109	12871	222	13964	234	96	15	874	35	8671	97	2045	63	5432	101	256838	512	1786	71	14752	146
1279	1696	45	655	43	26553	170	1755	166	12833	232	15646	243	88	15	953	36	9602	102	1910	63	5669	103	276925	532	1948	71	15195	147
1280	1867	47	704	46	28407	177	2472	155	13823	237	16052	245	99	15	1072	38	10671	107	2186	66	6176	107	300552	554	2168	75	16547	153
1281	1978	49	716	46	28781	178	2171	175	13391	243	16528	249	115	15	1166	38	10682	107	2220	66	6426	107	299105	552	2267	75	16720	154
1282	1880	48	712	46	29720	181	2034	173	13763	240	16676	251	109	16	1227	41	12207	114	2037	65	6920	110	305708	558	2395	77	18255	159
1283	1638	45	583	44	30131	182	1824	168	13309	235	16337	247	124	17	1167	40	11491	111	2361	69	6588	109	329353	579	2077	73	17047	155
1284	1506	44	717	44	29733	180	1493	166	12983	231	16351	245	90	14	1108	38	10510	106	2759	71	5924	107	323048	574	1913	72	17749	157
1285	1890	48	836	46	29411	179	2178	155	13457	237	16155	248	131	16	1321	41	12531	116	2165	66	6921	112	308279	561	2388	77	18372	159
1286	1850	48	590	44	27626	174	2231	173	13511	238	16088	247	106	15	1113	38	11103	109	2162	65	6409	108	284907	539	2330	75	17648	156
1287	1725	1	758	1	28566	6	2235	3	13007	7	15423	8	117	14	1098	37	10145	104	2498	67	6292	106	282911	538	2264	76	18616	161
1288	1788	46	737	46	28691	178	1946	152	13648	234	15737	244	117	16	902	36	9828	103	2225	66	5876	105	274193	529	2248	75	16660	153
1289	2016	48	658	44	30262	182	1786	170	13159	237	15828	245	120	14	1200	38	11239	110	2087	66	6464	108	318267	569	2225	74	15700	149
1290	1826	47	642	45	29318	179	2031	107	13573	227	16083	243	149	1	1365	1	12945	4	2185	2	6937	3	318034	18	2345	2	18331	5
1291	1924	48	825	47	28640	178	2356	172	14121	239	16643	247	124	17	1414	42	13964	122	2119	66	7632	112	310823	563	2513	77	19055	161
1292	1764	46	724	44	30777	183	2056	170	13197	235	16337	247	141	1	1420	1	13117	4	2307	2	7090	4	324910	18	2236	2	18284	5
1293	1685	45	747	45	29776	180	2267	108	12904	226	16408	244	117	17	1397	43	13601	121	2182	67	7211	114	319665	571	2554	76	18344	159
1294	1576	44	671	44	29903	181	1888	169	12818	231	15714	244	147	18	1255	41	11921	113	2766	72	6733	110	319005	570	2256	75	18918	161
1295	1412	42	762	45	30459	182	1996	168	12682	228	15745	243	156	17	1428	43	12928	118	2171	67	6795	110	331452	581	2297	75	17156	155
1296	1738	47	623	45	30605	183	1984	170	13108	236	16184	244	114	16	1213	40	11454	111	2271	67	6529	109	315060	567	2242	74	16350	152
1297	1755	46	643	44	30108	182	1936	150	13431	230	15792	241	145	15	1238	39	11641	111	2195	66	6297	108	312352	564	2180	75	16228	152
1298	1894	48	715	46	29488	180	2121	173	13505	237	16043	246	116	15	1247	40	12098	113	2132	66	6450	109	302993	556	2414	75	17552	156
1299	1881	1	727	1	29594	6	1943	3	13012	7	15452	8	129	16	1237	40	11968	113	2472	67	6362	108	303073	556	2327	74	17457	155
1300	1810	46	649	44	29296	179	1385	145	12525	226	15082	237	138	17	1147	39	11342	110	3154	74	6134	106	291443	545	2290	74	21436	169
1301	1641	45	790	46	28602	177	2007	106	13486	225	15134	240	129	15	1261	40	11596	111	2385	67	6344	107	292775	546	2398	75	17970	158
1302	1870	48	777	45	27867	175	2384	173	13278	236	15315	244	128	15	1194	39	12020	113	2289	67	6618	108	287672	542	2371	75	18349	159
1303	1869	47	736	46	29493	180	1785	171	13848	237	15467	245	139	17	1270	41	12876	117	2101	66	6958	111	299251	553	2512	76	18890	160
1304	1784	47	703	46	29581	180	2163	174	13867	239	15349	245	139	17	1429	43	13827	122	2200	67	7141	112	320433	572	2536	77	18144	158
1305	1867	47	771	46	29550	180	2451	118	14172	233	15646	245	152	16	1400	42	13930	122	1986	65	7574	113	310337	563	2701	78	18548	160
1306	1805	47	769	46	29435	179	2062	155	13689	237	15875	247	160	17	1509	44	14791	125	2083	65	7768	115	318539	570	2646	78	19724	164
1307	1738	46	705	45	33423	191	1594	170	13691	236	15836	245	130	16	1351	42	13168	119	2074	66	6834	112	344125	592	2498	77	17105	155
1308	1674	45	657	44	33359	190	1628	169	12847	234	14996	243	110	14	1291	40	11603	111	2596	70	6516	108	360486	605	2111	73	17134	155
1309	1594	44	601	43	31131	184	1614	148	13358	229	15242	240	184	18	1274	41	12237	115	2433	69	6328	109	350932	598	2136	74	17326	155
1310	1274	1	735	1	30977	6	1669	3	12449	7	14305	7	147	17	1272	41	12111	114	2055	66	6634	111	341228	590	2315	74	16856	154
1311	1107	39	705	44	32959	189	2232	176	13574	233	15479	246	170	17	1315	41	13435	119	1807	63	7291	114	338543	587	2462	76	17380	155
1312	1365	42	760	45	30558	182	2340	154	13553	232	15863	244	184	17	1343	41	13382	119	2407	68	7641	115	319320	571	2580	77	21850	171
1313	962	36	731	44	32254	187	2194	152	13085	225	16351	242	126	16	1522	44	14102	122	1578	62	7714	115	336346	585	2559	77	18308	158
1314	1141	39	661	43	31050	184	2430	173	12862	228	16458	246	155	17	1451	43	14263	123	1399	61	7745	115	332482	582	2615	76	18754	160
1315	1077	37	684	43	31459	185	2133	172	13339	228	15988	244	136	16	1301	41	13099	118	1712	61	7503	114	330398	580	2430	76	18912	161
1316	1056	38	667	43	31472	184	1974	170	13167	229	16448	245	161	17	1302	41	12894	117	1751	63	7209	113	325037	576	2749	78	18464	159
1317	1016	37	650	44	32088	187	1717	170	13282	229	16214	245	122	16	1213	40	11867	113	1922	64	7109	112	329310	579	2347	77	17485	155
1318	1106	38	645	42	31360	184	1559	106	13223	223	15640	238	119	17	1114	39	11784	113	1985	65	6840	111	330924	581	2327	76	17759	157
1319	1071	1	555	1	31253	6	2000	3	12866	7	15701	7	116	16	1243	40	11505	111	1994	65	6908	111	338611	587	2266	75	18713	160
1320	1103	37	649	43	31852	186	1718	169	12960	225	15742	241	133	17	1220	40	11580	111	1753	63	6718	111	336545	586	2253	74	17471	156
1321	1234	39	505	41	29208	178	1769	163	12865	225	15446	238	131	17	1121	39	10660	107	2903	73	6193	107	324453	575	2242	75	21378	168
