 User_ID 	Br_Area 	Br_ DArea	Rb_Area 	Rb_ DArea	Sr_Area 	Sr_ DArea	Zr_Area 	Zr_ DArea	Ru_Area 	Ru_ DArea	Rh_Area 	Rh_ DArea	Mg_Area 	Mg_ DArea	Al_Area 	Al_ DArea	Si_Area 	Si_ DArea	S_Area 	S_ DArea	K_Area 	K_ DArea	Ca_Area 	Ca_ DArea	Ti_Area 	Ti_ DArea	Fe_Area 	Fe_ DArea
1	2086	50	913	48	19503	149	2738	153	15747	251	14918	250	62	12	699	31	7479	89	874	47	5137	94	137111	377	2239	74	22232	171
2	2341	53	1003	48	18571	145	2612	150	14849	248	14234	247	42	12	562	28	6465	83	745	46	4886	94	131818	370	2299	74	21261	167
3	2231	51	757	47	17314	141	2439	174	14501	256	13197	246	42	12	548	28	5847	80	666	44	4370	90	122343	357	1922	70	19516	160
4	2378	53	956	48	18431	144	2670	167	13716	247	15075	248	88	13	896	34	8891	97	865	47	5755	98	143200	385	2552	75	22558	171
5	2970	58	936	50	20780	153	2890	156	15411	257	14985	254	112	14	1004	35	10016	103	942	50	6183	103	160632	408	2816	80	26601	185
6	2919	57	988	50	21731	156	2608	110	16097	246	15696	254	109	14	1335	40	13562	119	1161	54	7657	112	195474	450	3161	83	30996	198
7	2668	55	1019	50	21681	156	2943	110	15123	242	14941	252	110	14	826	33	8577	96	1122	52	6423	105	168030	417	2783	82	26990	188
8	2866	57	1025	50	21847	157	3059	181	15562	264	15747	259	143	16	1425	42	14958	125	1164	54	8040	113	203601	458	3519	84	28903	191
9	2935	59	1087	51	21957	157	2888	178	14887	262	15871	259	141	15	1512	42	14878	125	1116	54	8060	113	200819	455	3390	85	28241	190
10	2833	57	916	51	21076	155	3029	177	15557	262	16118	256	119	15	1215	39	12792	116	1133	53	7374	109	182552	434	3141	82	27147	187
11	2745	57	959	50	20403	152	2993	176	15954	262	15574	256	88	13	1086	37	11089	108	1029	52	6357	104	165910	414	2703	78	24287	178
12	2587	55	970	49	21378	155	2710	110	15758	243	16031	253	97	16	1251	40	12937	117	1165	53	7330	110	189890	443	3145	83	27009	187
13	2664	55	956	48	21107	154	3130	111	15402	243	15686	252	97	0	1316	1	13505	4	1048	2	7767	3	196527	14	3049	3	26495	6
14	2354	53	952	49	19999	150	2442	116	15213	241	15006	249	103	15	979	35	9436	100	984	49	5590	97	153994	399	2372	75	20970	167
15	2442	53	959	48	20775	152	1832	106	15838	241	14678	250	89	13	767	31	7844	92	899	49	4764	93	155431	400	2226	72	18205	157
16	2757	57	1019	50	22567	158	2793	178	15192	263	15995	259	148	16	1657	45	15057	126	1036	53	8048	114	212731	468	3356	84	26401	184
17	2545	54	868	49	22024	157	2463	109	15066	241	15360	252	104	14	1149	37	11315	109	920	50	6452	105	180578	432	2751	78	23164	174
18	2572	55	896	49	22039	158	2652	174	16006	259	14942	253	139	16	1347	41	13500	120	1040	53	7224	109	198995	453	2988	80	24070	176
19	2845	57	894	49	21894	157	2761	109	15998	244	15596	253	69	13	1141	38	11852	112	1015	52	6492	106	185653	438	2646	78	22388	172
20	2500	2	927	2	24489	5	2877	3	15284	8	16194	8	140	16	1600	44	16000	130	1080	55	8104	116	244001	501	3239	83	25310	181
21	2646	55	950	50	24286	165	2849	159	15526	257	15938	257	136	16	1504	43	15172	126	1077	55	7854	115	241698	498	3003	82	25389	181
22	2201	2	881	2	24477	5	2612	3	15191	8	16029	8	124	16	1539	44	15873	129	1061	54	8043	115	240101	497	3258	82	25137	181
23	2046	2	938	2	24041	5	2981	3	15202	8	15517	8	150	16	1610	44	15703	128	1047	53	8343	115	238824	495	3225	82	25265	181
24	2117	50	925	49	23954	163	2745	120	14732	243	16020	254	146	17	1674	46	16034	130	1036	54	8495	117	237301	494	3305	83	26242	184
25	2142	2	952	2	24400	5	2563	3	15368	8	15731	8	127	1	1623	1	15718	4	1041	2	8102	4	242367	16	3191	3	24154	6
26	2283	53	968	50	24203	164	2359	177	14790	254	16092	256	126	16	1566	44	14491	124	1104	55	7519	112	240738	497	3157	81	23553	176
27	2046	50	902	48	24008	164	2801	156	15194	249	15841	254	136	17	1599	44	14961	125	1077	53	7846	112	231606	487	3067	81	24470	179
28	2062	50	817	48	23850	164	2590	178	15523	253	16067	256	113	16	1426	43	14134	122	1099	54	7213	111	228625	485	3226	82	23780	177
29	2185	51	905	49	24543	166	2483	183	15711	256	15915	257	121	16	1409	42	13697	120	1111	54	7337	111	228418	485	2954	80	23131	174
30	1866	48	904	47	25394	168	2074	176	15640	252	15711	255	128	16	1351	41	13297	118	1024	54	6906	108	240131	496	2799	79	20692	166
31	1844	48	785	47	25334	168	2193	109	15381	242	16468	253	131	1	1332	1	13617	4	976	2	6855	3	251868	16	2587	2	20383	5
32	2004	49	770	46	25462	168	2216	173	14693	248	16131	254	98	16	1388	42	13118	118	1017	54	6799	109	250179	507	2609	78	20533	166
33	1944	2	728	1	26539	5	1660	3	15050	8	15814	8	121	16	1231	40	11702	112	1071	55	6454	106	259161	515	2329	77	18139	158
34	2012	49	631	45	26184	170	1990	172	15402	252	16332	255	97	15	904	35	9208	100	1115	55	5226	100	231283	487	2099	75	15752	150
35	1931	49	673	45	27460	174	1862	152	14990	246	16073	254	124	16	1167	39	11057	109	1114	55	5777	104	258848	515	2166	75	17189	155
36	1913	49	657	45	26645	172	1988	168	14733	247	15937	254	84	0	1099	1	10619	3	1153	2	5796	3	261638	16	2370	2	16823	5
37	1993	49	601	45	26799	172	1735	171	14896	251	15716	254	98	16	935	36	9317	100	1052	54	5061	100	240006	496	2133	74	16059	151
38	2044	49	606	45	26651	172	1369	163	14926	249	16321	254	75	15	902	35	8929	99	1150	56	5138	100	253662	509	2238	75	14935	147
39	1947	48	571	44	26908	173	1656	168	14927	246	16050	251	125	16	1015	37	10084	104	1167	56	5522	103	263643	519	2164	75	16173	152
40	1960	2	630	1	26711	5	1763	3	15083	8	15784	8	106	15	814	33	7669	91	1094	55	4384	97	267951	523	1832	72	13710	143
41	2072	50	589	45	28211	176	1718	168	15187	250	16215	254	78	14	1016	37	9527	101	1088	56	5302	102	267691	523	2120	75	15831	151
42	2100	50	620	44	28076	176	1451	167	15077	248	15851	253	85	14	1017	37	9676	102	1099	55	5271	102	263818	520	2068	74	15508	150
43	2203	51	629	45	28427	177	1409	107	15347	239	15793	251	89	14	1011	36	9768	102	1081	55	5663	103	261569	518	2126	75	16169	152
44	1987	49	573	44	28501	177	1336	165	14701	245	15651	250	75	15	999	37	9773	103	1077	57	5285	103	282412	537	2157	75	14817	147
45	2091	50	621	45	28179	176	1298	149	15279	245	15653	250	109	15	909	35	8994	99	1122	56	5005	100	266752	523	2047	74	14677	146
46	1774	1	520	1	26774	5	1006	3	14547	7	15696	8	97	14	722	32	6364	84	1050	54	3915	92	253625	509	1610	70	11393	134
47	1793	47	422	41	27446	174	812	145	14536	242	15660	248	87	13	565	28	5409	77	1131	54	3660	89	240452	496	1366	69	10006	128
48	1963	49	466	42	28186	176	1475	147	15118	243	16458	249	78	13	697	31	6350	84	1117	55	3971	93	239448	495	1606	72	11773	135
49	1913	48	610	43	28743	178	1362	147	14918	243	15318	249	93	13	677	30	6838	86	1167	54	4189	95	255726	511	1691	71	11949	136
50	1941	49	572	44	28250	176	1452	168	14441	244	15386	249	75	12	775	32	7355	89	1132	54	4451	96	255871	512	1644	72	12173	136
51	1808	47	621	44	28892	178	1411	168	14751	245	15820	251	76	12	703	30	6733	85	1206	55	4292	95	241816	498	1707	72	13033	141
52	2167	51	593	45	29291	179	1296	148	14922	244	16021	251	76	14	808	33	7877	93	1244	56	4839	100	261383	517	1976	75	14452	146
53	1882	2	630	1	28812	6	1692	3	14928	7	15734	8	101	14	833	33	8146	94	1189	54	4884	98	255353	511	1870	73	14257	145
54	1659	45	634	44	29459	180	1577	173	14729	242	15645	250	97	15	842	34	8167	94	1047	54	5342	100	246920	503	2099	74	15283	148
55	2018	49	734	45	29117	178	1772	115	14746	237	15662	247	130	16	797	33	8571	96	1173	55	5704	103	250044	506	2138	75	17253	156
56	1899	48	547	44	28856	178	1626	167	14938	245	15679	250	105	13	722	31	7095	87	1038	53	4505	95	236831	492	1848	72	14110	144
57	1690	46	543	43	29650	180	2000	109	14790	234	15528	247	96	15	881	34	8116	94	1160	55	5507	101	250859	507	1997	74	16487	153
58	1542	1	643	1	28848	6	2172	3	14598	7	15612	8	104	15	1003	37	10057	104	1109	54	6146	105	259536	515	2283	75	18419	160
59	1370	1	733	1	28380	6	2055	3	14699	7	15097	8	117	0	962	1	10260	3	977	2	6623	3	254530	16	2338	2	19996	5
60	1915	48	801	47	27157	174	1894	154	15308	246	14995	250	108	15	907	35	9728	102	983	54	6290	107	239712	496	2542	76	20015	165
61	1581	44	587	42	28655	177	1535	114	14266	233	15535	245	107	14	857	34	8943	98	1089	55	5641	102	249561	505	2387	75	16389	153
62	1354	42	645	44	28042	175	1630	114	14384	231	15327	242	120	15	865	34	8428	95	1101	54	5464	102	246337	502	2152	73	16216	152
63	1443	42	748	45	28738	178	1959	108	15323	233	15602	245	107	15	901	35	9164	99	1124	55	6116	106	255674	512	2081	74	18230	158
64	1355	42	655	45	28440	177	1868	170	14729	238	15239	245	80	14	927	35	8945	98	984	54	5974	104	257703	513	2303	75	17733	157
65	1395	42	631	44	28804	178	2141	152	14487	236	14768	245	79	12	750	31	8046	93	1080	54	5456	101	250183	506	2134	73	16405	152
66	1430	42	581	43	28649	177	1689	106	14487	231	15095	242	88	14	743	32	7246	89	1087	55	5162	101	251975	508	1937	73	15602	150
67	1347	42	670	44	28755	177	1904	108	14967	230	15356	241	106	13	943	34	8834	97	1134	55	5733	104	263076	519	2167	74	16688	153
68	1348	42	513	43	28367	177	1934	151	14543	235	15859	244	109	14	907	34	8332	95	1017	53	4948	99	248369	504	1762	71	14431	145
69	1425	42	547	42	27428	174	1733	105	14606	229	15435	242	101	14	661	30	6837	87	1086	55	4605	97	248119	504	1886	73	14908	147
70	1424	1	587	1	28566	6	1851	3	14385	7	15381	8	114	14	802	33	7613	91	1024	54	5050	99	246279	502	1787	71	15326	149
71	1542	44	560	43	27614	175	1523	178	14984	250	14781	250	73	12	629	29	6134	82	1074	53	4382	93	215651	470	1838	71	14774	147
72	1523	44	523	43	27596	174	1908	170	14342	238	15153	245	116	14	733	31	6567	84	1101	53	4405	95	219402	474	1886	71	14367	145
73	1517	43	531	42	27108	173	1676	149	14471	236	15873	244	92	0	802	1	7896	3	1172	2	4950	3	236222	16	2059	2	15497	5
74	1606	44	662	44	28503	177	2063	152	14673	237	15271	244	103	15	899	35	9039	99	950	54	5424	102	252103	508	2210	74	15931	150
75	1530	43	522	43	28233	176	1978	106	14642	229	15743	242	119	15	927	35	9086	99	1065	54	5573	101	253621	509	1999	72	15541	149
76	1612	45	593	44	27282	173	2150	173	14443	239	15677	247	120	15	1060	37	9631	102	1083	55	5878	105	252163	508	2327	75	17947	158
77	1691	46	632	44	27142	173	2153	172	14442	241	15862	247	107	16	891	35	8790	98	1051	54	5258	100	246102	502	2127	72	16330	151
78	1489	44	636	45	27151	173	1835	170	14080	237	15653	247	117	16	1047	37	10236	105	1257	56	6145	105	265315	521	2281	76	17563	156
79	1598	1	695	1	27387	5	2299	3	14456	7	15673	8	94	15	1117	38	11073	109	1027	55	6491	107	270465	526	2439	76	18594	160
80	1560	44	687	44	27506	173	2175	116	14243	232	15546	244	140	16	960	35	9597	101	1195	56	6139	105	249553	506	2511	76	18104	158
81	1280	41	714	45	26839	172	2301	174	14512	238	15530	246	102	14	1028	36	10191	104	1052	54	6469	107	249970	506	2381	76	18742	160
82	1208	40	715	44	26372	170	2834	174	13940	234	15859	246	110	15	1148	38	10730	107	1065	54	6539	107	257043	513	2547	77	18709	160
83	1251	41	724	45	26612	172	2566	154	14349	234	15435	244	123	15	1070	37	10997	108	1071	55	6607	107	249473	506	2607	78	20015	164
84	1255	41	749	45	26952	173	2254	172	14202	235	15176	244	143	15	1343	41	12760	116	1067	55	7166	111	262175	518	2770	79	20664	167
85	1314	41	665	44	27144	173	2421	174	14353	235	15755	245	140	16	1051	37	10489	106	1057	55	6193	106	264480	520	2431	75	17395	155
86	1084	38	723	44	26650	171	2798	175	13885	231	15759	245	126	15	1390	42	13223	118	1017	54	7719	112	258099	514	2930	78	21651	169
87	1072	38	809	43	25896	169	2769	174	14132	231	15348	243	100	15	1158	39	11112	109	1093	54	6672	107	236666	493	2663	77	20355	164
88	1044	38	687	44	25840	169	2809	173	13488	230	14963	241	87	14	795	33	7867	92	1069	53	5990	104	212916	468	2451	76	20404	166
89	822	35	796	43	25132	166	2398	173	13146	227	14263	238	89	14	801	33	8998	99	760	52	5723	102	220227	475	2258	72	18511	158
90	799	34	668	43	24166	164	2261	170	13217	224	14296	235	108	14	778	32	7680	91	737	48	5033	96	192355	444	2121	69	16331	149
91	776	33	498	38	21551	154	1754	98	12746	214	14279	230	59	13	577	29	5884	80	610	46	3596	86	189787	441	1385	63	11944	131
94	579	29	638	41	19321	147	2074	102	12957	218	12827	227	43	0	598	1	6341	3	512	1	4736	3	170965	13	1951	2	17463	5
95	673	31	604	40	19625	148	2222	101	12749	214	12752	225	70	12	619	29	6426	84	725	48	4920	97	172779	422	1945	71	18155	157
96	810	33	622	41	20647	152	2390	167	13282	223	13264	231	59	12	748	31	7556	90	724	49	5463	99	186358	438	1984	71	17972	155
97	806	33	701	42	21428	155	2493	113	13510	220	13857	231	73	13	671	30	7884	92	837	50	5665	99	191110	443	2218	72	18654	158
98	857	35	681	43	22610	158	2664	151	13239	224	13913	235	104	15	884	34	9791	102	884	52	6643	107	217489	472	2491	75	20052	164
99	914	35	708	43	23055	160	2315	171	13767	228	14006	236	85	13	934	35	9933	103	987	52	6417	106	217236	472	2482	76	20047	163
100	838	35	850	43	22985	160	2953	172	13659	227	14279	238	102	14	1014	36	10494	106	1099	53	6725	108	222212	478	2640	77	20993	167
101	971	36	726	43	23391	161	3059	108	13613	221	14779	235	95	15	959	36	10662	107	1060	54	6843	109	229548	485	2566	76	21478	168
102	1018	36	769	44	23645	162	2928	118	14068	225	14431	236	121	15	965	35	10249	105	1059	54	6932	108	231342	487	2610	76	20744	166
103	977	36	672	42	24300	163	2596	108	13814	224	14632	236	139	15	981	36	10088	104	1100	54	6812	107	228766	484	2648	77	20869	167
104	980	37	722	43	23941	163	2739	152	13860	227	15012	238	82	15	830	34	9844	103	1272	56	6780	108	231395	487	2502	75	19890	164
105	1090	1	697	1	24357	5	2433	3	13255	7	14913	7	105	15	1028	37	10618	107	1259	57	6623	108	242116	498	2530	77	19579	162
106	1282	40	647	42	24734	165	2118	105	13961	224	14465	237	97	15	885	35	9194	100	1274	57	5770	103	238094	494	2300	75	17944	157
107	1257	40	628	43	24880	166	1855	104	13842	225	14928	236	85	13	865	33	8959	98	1446	57	5776	102	227371	483	2258	74	18490	159
108	1473	42	547	43	25160	166	1719	103	13805	225	14569	238	113	0	859	1	8420	3	1501	2	5536	3	237213	16	2168	2	16801	5
109	1322	1	578	1	25053	5	1940	3	14043	7	15418	7	105	15	892	35	9698	102	1346	57	6089	106	245471	502	2377	76	17885	158
110	1416	42	732	44	25542	168	2365	171	14028	235	15206	244	127	15	976	35	9849	103	1440	58	6217	105	248835	505	2319	76	18195	159
111	1631	45	747	45	24407	165	2453	168	14030	237	14997	243	135	16	1033	37	10957	108	1347	58	6577	107	243961	500	2600	77	19921	164
112	1609	45	734	44	23443	162	2782	152	14352	234	15465	242	90	15	1089	38	11123	109	1405	58	6763	108	236912	493	2648	78	20236	165
113	1616	1	675	1	23386	5	2765	3	14024	7	14669	8	99	15	952	36	10420	105	1206	56	6343	106	231924	488	2550	77	19164	161
114	1596	45	646	43	22639	159	2359	170	14678	237	14592	241	58	14	811	34	9165	99	1264	55	5819	103	224610	480	2224	74	17793	157
115	1508	43	602	42	22557	158	1875	111	14105	229	15164	240	98	14	686	31	8282	94	1397	57	5377	100	211985	466	2181	74	16584	154
116	1940	2	807	1	22733	5	2412	3	14104	7	14842	8	94	14	986	36	10984	108	1385	57	6785	107	224358	479	2606	78	19963	165
117	1969	48	803	47	22439	159	2811	157	14669	242	14784	244	107	15	967	36	10265	105	1294	56	6362	105	210032	465	2661	77	19934	164
118	1887	48	692	45	22297	158	2337	116	14391	233	14426	240	88	14	737	32	8311	94	1418	57	5546	102	193140	446	2273	74	18936	161
119	1842	47	780	46	22933	160	2568	108	14377	230	15422	244	119	16	1058	37	10929	108	1386	57	6899	108	224584	480	2576	77	21211	168
120	1932	48	734	45	22844	160	2448	173	14784	243	15250	246	91	15	1022	37	11469	111	1347	57	7096	110	225901	482	2581	78	20518	167
121	1986	49	730	46	23621	163	2596	173	14992	245	15849	248	148	16	1113	38	11829	112	1412	58	7372	110	239661	496	2775	79	21290	169
122	1892	48	772	46	23887	163	2492	174	14250	241	15794	248	112	16	1208	40	12727	116	1417	58	7366	112	249729	506	2807	79	21217	168
123	1926	2	774	1	24136	5	2874	3	14060	7	15162	8	109	15	1167	39	12219	114	1393	59	7438	112	242528	499	2807	80	21310	169
124	1868	48	854	46	24099	163	2988	109	13755	229	15409	242	125	15	1166	39	12234	114	1549	59	7375	112	247766	504	2748	78	21371	169
125	1815	46	752	45	23988	163	2909	172	14468	242	15203	247	132	15	1065	37	11419	110	1539	59	6870	109	235097	491	2659	78	20376	166
126	1888	48	786	46	24288	164	2466	153	13961	239	15374	246	132	15	1209	39	11571	111	1569	59	6911	110	240380	497	2598	78	20749	167
127	1660	45	753	45	24397	164	2603	151	14202	236	15392	244	118	15	1219	39	12789	116	1425	58	7404	112	250130	506	2781	79	21566	170
128	1733	46	743	44	24969	166	2438	108	14197	230	15491	244	117	1	1207	1	11786	4	1538	2	7084	3	248723	16	2692	2	20566	5
129	1808	47	674	45	24654	166	2569	174	13848	241	16024	249	97	15	1100	38	11298	110	1735	60	7013	110	248986	505	2610	77	20231	165
130	1928	48	636	45	24331	165	2405	170	13912	242	14961	247	114	16	1020	37	10627	107	1707	61	6614	108	238920	495	2653	78	20026	165
131	1885	1	696	1	24175	5	2431	3	14277	7	15151	8	121	16	977	36	10779	107	1663	59	6596	106	229199	485	2540	77	20069	165
132	1903	48	766	46	24533	165	2614	175	14227	242	15160	248	132	16	1032	37	11152	109	1609	59	6741	108	229548	486	2559	78	20155	165
133	1898	48	788	47	24109	164	2769	174	14306	242	15643	247	108	15	1081	38	11373	110	1620	59	7015	109	238632	495	2647	78	20348	166
134	1914	48	790	47	24786	166	2737	154	14396	240	15777	247	88	16	1197	40	12439	115	1565	60	7480	111	249842	506	2683	78	20711	167
135	1797	47	762	46	24885	166	2491	152	14257	238	16131	246	146	17	1291	40	12627	116	1538	59	7117	111	251604	508	2728	79	20304	166
136	1555	44	594	43	24826	166	2336	168	14689	237	14873	243	87	16	1033	38	11149	110	1515	60	6625	108	254891	511	2566	76	18359	158
137	1764	46	599	43	24586	165	2284	115	14333	232	14662	241	104	14	1044	37	10643	106	1661	60	6427	106	232008	488	2509	77	19301	162
138	1825	47	587	44	26199	170	1851	151	14655	237	15228	242	101	13	802	32	8332	95	1788	61	5174	101	237297	493	2135	73	16934	154
139	1777	47	794	45	24031	164	2603	177	14400	241	15401	246	117	15	987	36	10191	104	1548	59	6829	107	227095	483	2607	77	20194	166
140	1637	1	812	1	23758	5	2526	3	14542	7	15043	8	120	16	1067	37	11111	109	1464	58	6988	108	228943	485	2671	78	21143	168
141	1727	46	773	45	23598	161	2105	106	14148	230	14539	241	102	15	975	36	11051	109	1701	60	7047	109	233536	489	2465	77	20810	167
142	1768	45	751	44	23487	161	2265	106	14016	228	15128	241	109	15	1074	38	11046	109	1547	59	7043	110	237163	493	2708	78	20725	167
143	1553	44	716	44	24001	162	2378	151	14115	233	14883	241	98	15	1048	38	11144	109	1473	59	6746	108	236539	493	2557	77	20058	165
144	1422	1	716	1	23602	5	2767	3	14091	7	14630	8	107	15	1134	38	11243	109	1572	58	6729	108	228270	484	2723	76	19705	163
145	1404	42	771	45	24098	163	2383	106	14174	227	15259	239	98	14	992	36	10643	106	1663	60	6626	107	232426	488	2331	75	18675	160
146	1341	42	675	43	24775	166	2508	151	13967	231	14705	240	94	15	912	36	9916	104	1695	61	6392	107	240283	496	2365	76	19040	161
147	1392	42	770	44	24841	165	2347	171	13665	232	15140	242	122	16	1082	38	10535	106	1550	59	6874	109	242495	498	2511	76	20158	165
148	1477	43	742	44	24796	166	2402	150	14136	232	14525	239	120	16	1063	38	10832	107	1709	61	7004	109	245441	501	2424	76	20243	164
149	1644	45	688	44	23866	163	2547	170	14473	236	15019	241	111	16	1020	37	10401	106	1830	62	6744	108	236220	492	2407	76	19906	163
150	1565	44	755	45	24351	164	2246	169	13925	234	14555	241	121	15	938	35	10048	103	1768	59	6374	107	238721	495	2249	75	19396	162
151	1570	45	825	45	25084	166	2358	172	13954	237	14988	245	147	17	1116	38	11420	110	1714	61	7068	109	249046	505	2623	77	21113	168
152	1556	44	675	44	25318	167	2358	172	14050	236	14958	244	111	16	1156	39	12028	113	1652	61	7232	111	256448	512	2757	78	20380	165
153	1587	44	697	45	25071	166	2194	115	13983	230	14981	241	102	15	1104	38	11344	110	1810	62	7075	109	250191	506	2574	77	20209	165
154	1681	45	613	42	25651	167	1903	104	13814	227	14993	240	136	16	1087	38	11258	109	1833	61	6427	107	251072	507	2541	77	18868	161
155	1559	44	744	44	25552	167	2511	169	13793	236	15365	246	143	16	1194	39	11892	113	1657	61	7054	110	252996	509	2700	77	20363	166
156	1568	44	772	44	25291	167	2706	116	14142	229	15620	241	163	17	1259	40	12602	116	1724	60	7167	111	255588	512	2602	77	20254	165
157	1693	46	749	45	25340	167	2883	174	14049	237	15279	244	128	15	1219	39	12332	115	1590	60	7302	111	244579	501	2606	78	20777	167
158	1623	45	782	46	24903	167	2792	174	14009	238	15453	246	161	16	1201	39	12693	116	1795	61	7409	112	251040	507	2734	78	21284	169
159	1532	44	839	46	25175	166	2919	110	14193	228	15276	241	120	16	1267	40	12731	116	1737	61	7513	113	248099	504	2775	78	21508	169
160	1548	44	776	45	24483	165	2586	171	13959	236	14870	242	130	14	1266	40	13100	118	1592	59	7600	112	243358	499	2886	80	22097	171
161	1445	1	845	1	23722	5	2432	3	13683	7	15278	8	115	16	1293	41	12690	116	1752	60	7452	112	237899	494	2767	78	22284	171
162	1417	42	848	45	24107	163	2443	114	13471	228	15156	239	162	16	1236	39	13170	117	1678	60	7951	114	237768	494	2998	80	22606	172
163	1637	44	752	44	24142	163	2263	115	14052	230	14944	242	152	16	1293	40	13444	119	1752	60	8120	113	238184	494	2790	79	22524	172
164	1688	45	689	44	24312	164	2297	116	13692	228	15276	240	129	1	1119	1	12289	4	1740	2	7791	4	238164	16	2873	3	22442	5
165	1745	1	778	1	23116	5	2773	3	13841	7	15122	8	124	15	1097	38	11722	112	1686	59	7345	109	222212	477	2995	78	22498	172
166	1696	45	813	46	23811	162	2238	107	14559	229	14919	241	91	15	1270	41	13126	118	1760	60	8036	114	239621	496	3092	80	23208	175
167	1749	45	790	45	23295	161	2856	175	13527	236	14698	243	146	15	1295	40	13264	118	1694	61	8103	114	236614	493	3007	80	23452	175
168	1691	46	750	45	22796	159	2827	108	14571	229	14771	241	132	16	1070	38	11587	111	1795	61	7533	110	220076	475	2853	79	22987	174
169	1815	45	821	46	23128	160	2659	108	13770	227	15577	241	116	16	1137	39	12296	115	1596	60	7566	111	222839	478	2942	79	22815	173
170	1660	44	759	45	23090	160	2757	107	14067	227	14859	239	117	16	1160	39	12256	114	1765	60	7534	112	227641	483	3128	80	22441	172
171	1767	47	859	47	22920	160	2783	172	13606	238	14788	244	97	16	1195	40	12190	114	1831	62	7499	112	225461	482	3015	80	23473	175
172	1806	47	824	47	24031	163	2539	108	14220	229	14842	241	136	16	1229	40	13064	118	1917	62	8089	114	234802	491	2970	81	23645	176
173	1887	2	805	1	23564	5	2552	3	14117	7	15290	8	95	15	1199	40	12602	116	1813	62	7837	113	228382	484	2953	80	22453	173
174	1953	48	848	46	23636	162	2477	170	14019	241	15544	245	135	17	1096	38	11723	112	1813	61	7351	111	220281	476	2821	79	21946	171
175	1872	47	809	46	23828	162	2534	116	14017	230	15168	241	108	14	1018	36	11359	110	1924	63	7131	110	231885	488	2891	79	21643	170
176	1761	46	833	46	23694	162	2581	169	13755	237	14871	244	116	14	1251	39	12447	114	1854	62	7741	114	235014	491	2767	79	22661	173
177	1846	47	941	47	23377	161	3251	120	13826	232	15234	243	134	16	1351	41	14303	123	1801	61	8466	117	237352	493	3163	81	23690	176
178	1908	48	829	47	23764	163	2723	152	14153	238	15407	245	102	16	1159	39	12836	117	1994	63	7772	113	223137	479	3054	80	22875	174
179	1639	45	835	45	23683	161	2713	108	13834	227	15594	243	132	16	1212	40	13097	118	1951	62	7780	112	230545	486	2959	80	23681	176
180	1586	44	817	46	24396	164	2982	173	13654	235	15034	244	125	16	1196	40	12763	116	1893	62	7899	113	229185	485	3022	80	23422	175
181	1657	45	855	46	24043	163	2450	108	13755	227	15422	241	127	15	1291	40	12723	116	2062	63	7695	112	226025	482	3045	80	23561	175
182	1501	44	814	45	24192	163	3183	177	13740	234	16283	245	163	17	1292	41	13342	119	1822	62	8287	114	234116	490	3144	81	23504	176
183	1551	1	762	1	24197	5	2719	3	13376	7	15016	8	117	16	1283	41	13060	118	1717	62	7953	114	233250	489	3042	81	23430	176
184	1581	44	776	45	23723	162	2739	152	13899	233	15325	240	91	14	1039	37	11164	109	1848	62	7102	110	222340	478	2928	78	21830	170
185	1540	44	737	44	22242	157	2769	148	13615	228	14583	237	85	14	846	34	9348	100	1509	57	6291	102	184138	435	2447	74	19366	161
186	1558	44	892	46	23539	162	2842	154	13933	233	15020	241	90	15	1114	39	11656	111	2063	64	7437	111	219539	475	3051	79	23481	175
187	1535	43	868	46	23764	162	2961	109	13381	224	14745	238	103	15	1206	39	12364	114	1937	62	7677	112	220775	476	3152	81	23744	176
188	1258	41	918	47	24089	164	2788	170	13379	231	15105	242	125	17	1386	42	14272	123	1770	61	8684	117	227217	483	3352	82	25468	181
189	1551	43	966	46	24598	165	2955	109	13878	227	14959	240	179	17	1597	44	15234	126	1722	61	9086	120	235327	492	3353	82	26144	183
190	1406	41	953	48	24589	165	3137	177	13079	231	15033	241	136	16	1449	43	14773	125	1625	60	8453	117	226274	482	3283	81	25113	180
191	1396	41	848	45	23226	161	2795	170	12486	228	15038	241	126	14	1160	38	11692	111	1633	58	7286	109	203821	457	2662	76	22353	171
192	1598	44	954	47	23808	162	2890	174	13343	235	15129	245	124	16	1161	39	12202	114	1967	62	7738	112	213710	469	2902	79	23985	177
195	998	37	788	45	22211	158	2659	170	13851	233	14863	244	107	14	991	36	10599	106	1100	53	7075	108	192671	445	2851	79	22366	172
196	1167	1	759	1	22299	5	2470	3	13833	7	15033	8	75	13	1123	38	11070	109	1069	54	7276	110	207348	462	2877	79	23296	174
197	1087	37	737	43	21000	153	2790	170	13633	232	14181	240	82	0	876	1	9242	3	1062	2	6196	3	178972	14	2633	2	20398	5
198	1177	39	850	45	22477	159	2926	174	14026	237	15007	246	103	15	1110	38	11491	110	1243	55	7271	109	206744	461	3048	80	23089	173
199	1277	41	926	46	23737	162	3197	180	13981	238	15060	248	71	15	1247	40	13015	117	1228	56	8216	115	220568	476	3271	82	24944	179
200	1247	1	946	1	23683	5	2968	3	14273	7	15118	8	113	16	1139	39	12102	113	1515	57	7958	112	215551	470	3208	82	23956	177
201	1283	41	904	47	23234	161	3059	177	14678	240	15407	248	87	15	1107	38	11343	110	1293	56	7213	109	200692	454	3091	80	23436	175
202	1330	42	896	45	23657	162	3382	121	14653	234	15421	246	146	17	1347	41	13766	121	1391	57	8107	114	224303	480	3402	84	25883	182
