depth	min95%	max95%	best	accrate
930	220998	224694	222780	353.84
931	221392	225014	223134	354.21
932	221752	225396	223488	354.59
933	222093	225754	223843	354.98
934	222420	226087	224198	355.38
935	222781	226422	224553	355.7
936	223082	226775	224909	355.9
937	223417	227103	225265	355.95
938	223773	227466	225621	355.86
939	224123	227821	225977	355.63
940	224483	228195	226332	355.27
941	224828	228557	226688	354.76
942	225160	228897	227042	354.11
943	225523	229275	227396	353.33
944	225861	229648	227750	352.4
945	226237	230001	228102	351.34
946	226566	230351	228454	350.14
947	226893	230733	228804	348.8
948	227246	231084	229152	347.4
949	227581	231455	229500	346.04
950	227929	231795	229846	344.72
951	228278	232100	230191	343.43
952	228628	232430	230534	342.17
953	228971	232764	230876	340.95
954	229305	233109	231217	339.76
955	229669	233457	231557	338.61
956	229994	233780	231896	337.49
957	230334	234144	232233	336.41
958	230663	234472	232569	335.37
959	231013	234807	232905	334.35
960	231369	235150	233239	333.38
961	231726	235468	233573	332.43
962	232065	235796	233905	331.53
963	232400	236121	234236	330.66
964	232738	236448	234567	329.82
965	233075	236765	234897	329.02
966	233426	237079	235226	328.25
967	233770	237394	235554	327.52
968	234087	237725	235882	326.82
969	234424	238083	236209	326.15
970	234727	238437	236535	325.53
971	235067	238759	236860	324.93
972	235411	239106	237185	324.38
973	235730	239442	237510	323.85
974	236077	239777	237833	323.36
975	236402	240111	238157	322.91
976	236760	240452	238480	322.49
977	237113	240788	238802	322.11
978	237435	241119	239124	321.76
979	237711	241455	239446	321.45
980	238013	241801	239767	321.17
981	238350	242112	240089	320.92
982	238641	242453	240410	320.71
983	238890	242790	240730	320.54
984	239190	243110	241051	320.4
985	239481	243436	241371	320.3
986	239715	243770	241692	320.23
987	240026	244095	242012	320.16
988	240339	244407	242332	319.94
989	240606	244735	242652	319.53
990	240905	245062	242971	318.95
991	241176	245385	243290	318.18
992	241404	245707	243609	317.22
993	241670	246024	243926	316.08
994	241938	246343	244242	314.76
995	242183	246666	244557	313.25
996	242426	246989	244870	311.56
997	242697	247295	245181	309.68
998	242939	247590	245491	307.62
999	243169	247891	245799	305.37
1000	243416	248190	246104	302.95
1001	243681	248500	246407	300.33
1002	243934	248793	246707	297.53
1003	244181	249105	247005	294.55
1004	244443	249410	247299	291.39
1005	244681	249709	247591	288.04
1006	244909	250002	247879	284.5
1007	245135	250286	248163	280.78
1008	245359	250558	248444	276.88
1009	245580	250824	248721	272.84
1010	245797	251083	248994	268.81
1011	245999	251342	249263	264.84
1012	246216	251619	249527	260.94
1013	246430	251899	249788	257.1
1014	246629	252178	250046	253.32
1015	246857	252409	250299	249.6
1016	247070	252651	250548	245.94
1017	247275	252914	250794	242.34
1018	247478	253173	251037	238.81
1019	247679	253442	251276	235.33
1020	247877	253708	251511	231.92
1021	248073	253915	251743	228.57
1022	248269	254159	251971	225.28
1023	248463	254387	252197	222.05
1024	248655	254604	252419	218.88
1025	248845	254848	252638	215.77
1026	249040	255110	252853	212.73
1027	249228	255365	253066	209.74
1028	249418	255601	253276	206.82
1029	249612	255852	253483	203.96
1030	249804	256080	253687	201.16
1031	250004	256312	253888	198.42
1032	250211	256542	254086	195.74
1033	250386	256769	254282	193.12
1034	250564	256998	254475	190.57
1035	250750	257219	254666	188.07
1036	250935	257430	254854	185.64
1037	251120	257644	255039	183.27
1038	251303	257857	255223	180.96
1039	251486	258065	255404	178.71
1040	251667	258271	255582	176.52
1041	251848	258481	255759	174.39
1042	252029	258674	255933	172.33
1043	252201	258871	256105	170.32
1044	252355	259066	256276	168.38
1045	252507	259257	256444	166.5
1046	252659	259459	256611	164.67
1047	252810	259657	256775	162.92
1048	252961	259834	256938	161.22
1049	253122	260009	257099	159.58
1050	253260	260201	257259	158
1051	253425	260404	257417	156.49
1052	253591	260597	257574	155.04
1053	253756	260791	257729	153.64
1054	253921	260970	257882	152.31
1055	254086	261134	258035	151.04
1056	254253	261297	258186	149.84
1057	254420	261467	258335	148.69
1058	254582	261635	258484	147.6
1059	254730	261801	258632	146.58
1060	254883	261965	258778	145.61
1061	255036	262128	258924	144.71
1062	255190	262290	259069	143.87
1063	255346	262493	259213	143.09
1064	255523	262655	259356	142.37
1065	255665	262805	259498	141.72
1066	255811	262977	259640	141.12
1067	255963	263149	259781	140.59
1068	256105	263306	259921	140.11
1069	256255	263462	260062	139.7
1070	256409	263625	260201	139.35
1071	256575	263787	260341	139.06
1072	256742	263949	260480	138.83
1073	256910	264111	260618	138.66
1074	257069	264272	260757	138.56
1075	257229	264432	260896	138.51
1076	257377	264581	261034	138.53
1077	257524	264752	261173	138.61
1078	257672	264910	261311	138.75
1079	257822	265049	261450	138.95
1080	257973	265186	261589	139.21
1081	258139	265322	261728	139.53
1082	258321	265458	261868	139.91
1083	258504	265592	262008	140.36
1084	258689	265744	262148	140.87
1085	258875	265887	262289	141.43
1086	259040	266016	262430	142.06
1087	259205	266168	262572	142.75
1088	259373	266341	262715	143.51
1089	259558	266470	262859	144.32
1090	259733	266602	263003	145.19
1091	259900	266778	263148	146.13
1092	260068	266913	263294	147.12
1093	260237	267049	263441	148.18
1094	260417	267184	263590	149.3
1095	260599	267320	263739	150.48
1096	260784	267454	263889	151.72
1097	260972	267589	264041	153.02
1098	261162	267723	264194	154.39
1099	261356	267858	264349	155.81
1100	261553	267997	264504	157.3
1101	261743	268142	264662	158.85
1102	261933	268287	264820	160.46
1103	262146	268433	264981	162.13
1104	262347	268580	265143	163.86
1105	262551	268727	265307	165.65
1106	262758	268889	265473	167.51
1107	262953	269024	265640	169.42
1108	263134	269173	265809	171.4
1109	263346	269323	265981	173.43
1110	263573	269475	266154	175.53
1111	263785	269651	266330	177.69
1112	264005	269836	266508	179.91
1113	264215	270022	266687	182.2
1114	264430	270202	266870	184.54
1115	264645	270345	267054	186.95
1116	264854	270489	267241	189.41
1117	265049	270654	267431	191.94
1118	265286	270824	267622	194.53
1119	265529	271018	267817	197.18
1120	265759	271212	268014	199.89
1121	265964	271385	268214	202.66
1122	266179	271579	268417	205.5
1123	266380	271760	268622	208.39
1124	266597	271917	268831	211.35
1125	266822	272115	269042	214.37
1126	267054	272324	269256	217.45
1127	267282	272537	269474	220.59
1128	267503	272752	269694	223.79
1129	267722	272971	269918	227.05
1130	267954	273156	270145	230.37
1131	268193	273383	270376	233.76
1132	268423	273603	270609	237.2
1133	268672	273816	270847	240.71
1134	268892	274030	271087	244.19
1135	269152	274245	271331	247.55
1136	269398	274463	271579	250.81
1137	269628	274682	271830	253.95
1138	269860	274886	272084	256.98
1139	270110	275085	272341	259.9
1140	270377	275286	272601	262.7
1141	270644	275505	272863	265.39
1142	270922	275748	273129	267.96
1143	271184	275977	273397	270.43
1144	271469	276190	273667	272.78
1145	271761	276440	273940	275.01
1146	272020	276720	274215	277.14
1147	272287	276955	274492	279.15
1148	272539	277189	274771	281.04
1149	272826	277425	275052	282.83
1150	273121	277661	275335	284.5
1151	273419	277929	275620	286.07
1152	273721	278186	275906	287.6
1153	273999	278439	276193	289.09
1154	274278	278682	276482	290.56
1155	274555	278953	276773	292
1156	274826	279213	277065	293.41
1157	275131	279459	277358	294.79
1158	275452	279734	277653	296.14
1159	275718	280019	277949	297.46
1160	275983	280300	278247	298.75
1161	276250	280580	278545	300.02
1162	276535	280885	278845	301.25
1163	276830	281190	279147	302.45
1164	277096	281493	279449	303.63
1165	277388	281789	279753	304.77
1166	277690	282079	280058	305.88
1167	278002	282378	280363	306.97
1168	278316	282720	280670	308.02
1169	278630	283039	280978	309.05
1170	278922	283362	281287	310.05
1171	279226	283686	281598	311.01
1172	279539	284007	281909	311.95
1173	279852	284333	282220	312.86
1174	280150	284655	282533	313.74
1175	280442	284980	282847	314.58
1176	280720	285302	283162	315.4
1177	281010	285636	283477	316.19
1178	281309	285972	283793	316.95
1179	281583	286296	284110	317.68
1180	281907	286620	284428	318.38
1181	282205	286952	284746	319.06
1182	282525	287277	285065	319.7
1183	282847	287580	285385	320.31
1184	283142	287893	285705	320.89
1185	283435	288220	286026	321.45
1186	283735	288539	286348	321.97
1187	284061	288859	286670	322.47
1188	284388	289180	286992	322.93
1189	284690	289504	287315	323.37
1190	284990	289833	287638	323.77
1191	285297	290160	287962	324.15
1192	285622	290486	288286	324.49
1193	285942	290811	288611	324.81
1194	286244	291128	288936	325.1
1195	286559	291456	289261	325.36
1196	286900	291780	289586	325.59
1197	287228	292095	289912	325.79
1198	287560	292413	290237	325.96
1199	287894	292728	290563	326.1
1200	288233	293056	290890	326.21
1201	288579	293384	291216	326.29
1202	288918	293731	291542	326.34
1203	289225	294067	291868	326.36
1204	289543	294401	292195	326.35
1205	289860	294733	292521	326.32
1206	290182	295061	292847	326.25
1207	290500	295389	293174	326.15
1208	290811	295719	293500	326.04
1209	291124	296069	293826	325.93
1210	291441	296412	294152	325.83
1211	291759	296772	294478	325.75
1212	292078	297126	294803	325.69
1213	292392	297477	295129	325.64
1214	292723	297815	295455	325.61
1215	293048	298160	295780	325.6
1216	293375	298474	296106	325.6
1217	293703	298800	296431	325.61
1218	294032	299122	296757	325.65
1219	294357	299494	297083	325.69
1220	294672	299848	297408	325.76
1221	295036	300169	297734	325.84
1222	295374	300531	298060	325.93
1223	295696	300893	298386	326.04
1224	296017	301232	298712	326.17
1225	296362	301612	299038	326.31
1226	296708	301984	299364	326.47
1227	297057	302347	299691	326.64
1228	297409	302711	300018	326.83
1229	297762	303064	300344	327.04
1230	298095	303404	300671	327.26
1231	298423	303741	300999	327.5
1232	298754	304082	301326	327.75
1233	299099	304458	301654	328.02
1234	299422	304800	301982	328.3
1235	299759	305163	302310	328.6
1236	300099	305479	302639	328.92
1237	300458	305807	302968	329.25
1238	300805	306138	303297	329.6
1239	301160	306498	303627	329.96
1240	301515	306838	303957	330.34
1241	301846	307171	304287	330.74
1242	302173	307548	304618	331.15
1243	302526	307921	304949	331.57
1244	302888	308244	305280	332.01
1245	303239	308567	305612	332.47
1246	303597	308889	305945	332.94
1247	303958	309222	306278	333.43
1248	304290	309579	306611	333.94
1249	304655	309908	306945	334.46
1250	304976	310272	307280	335
1251	305348	310661	307615	335.55
1252	305710	310997	307950	336.12
1253	306051	311338	308286	336.7
1254	306386	311663	308623	337.3
1255	306716	311979	308960	337.92
1256	307052	312273	309298	338.55
1257	307395	312610	309637	339.19
1258	307731	312945	309976	339.86
1259	308090	313279	310316	340.54
1260	308433	313610	310656	341.23
1261	308767	313947	310998	341.94
1262	309090	314267	311340	342.67
1263	309425	314592	311682	343.41
1264	309734	314913	312026	344.16
1265	310079	315231	312370	344.92
1266	310413	315557	312715	345.59
1267	310764	315859	313060	346.16
1268	311121	316195	313406	346.64
1269	311449	316510	313753	347.01
1270	311770	316895	314100	347.28
1271	312091	317218	314447	347.45
1272	312421	317533	314795	347.52
1273	312769	317831	315142	347.5
1274	313100	318100	315490	347.37
1275	313402	318448	315837	347.14
1276	313732	318752	316184	346.81
1277	314092	319040	316531	346.38
1278	314398	319362	316878	345.85
1279	314705	319723	317223	345.22
1280	315011	320021	317569	344.49
1281	315318	320305	317913	343.66
1282	315646	320632	318257	342.73
1283	315978	320987	318600	341.7
1284	316300	321265	318941	340.57
1285	316596	321555	319282	339.34
1286	316917	321877	319621	338.01
1287	317207	322178	319959	336.58
1288	317504	322471	320296	335.04
1289	317810	322822	320631	333.41
1290	318128	323163	320964	331.68
1291	318399	323486	321296	329.85
1292	318715	323797	321626	327.92
1293	319044	324137	321954	325.88
1294	319378	324500	322280	323.77
1295	319715	324858	322603	321.66
1296	320025	325197	322925	319.57
1297	320334	325530	323245	317.51
1298	320639	325866	323562	315.47
1299	320913	326205	323877	313.45
1300	321215	326523	324191	311.46
1301	321528	326848	324502	309.49
1302	321805	327182	324812	307.54
1303	322080	327518	325119	305.62
1304	322355	327852	325425	303.72
1305	322634	328182	325729	301.84
1306	322912	328539	326031	299.98
1307	323176	328875	326331	298.15
1308	323468	329223	326629	296.34
1309	323763	329562	326925	294.56
1310	324057	329844	327220	292.8
1311	324351	330158	327512	291.06
1312	324626	330452	327804	289.34
1313	324898	330751	328093	287.65
1314	325171	331051	328381	285.98
1315	325444	331374	328666	284.34
1316	325718	331680	328951	282.71
1317	325993	331979	329234	281.11
1318	326269	332269	329515	279.54
1319	326545	332563	329794	277.98
1320	326822	332846	330072	276.45
1321	327100	333127	330349	274.95
1322	327395	333405	330624	273.46
1323	327698	333674	330897	272
1324	327984	333948	331169	270.56
1325	328238	334224	331440	269.15
1326	328525	334501	331709	267.76
1327	328840	334776	331976	266.39
1328	329117	335049	332243	265.04
1329	329411	335320	332508	263.72
1330	329699	335581	332772	262.42
1331	329964	335851	333034	261.15
1332	330229	336118	333295	259.9
1333	330498	336394	333555	258.67
1334	330765	336647	333814	257.46
1335	331049	336902	334071	256.28
1336	331335	337158	334328	255.12
1337	331621	337410	334583	253.98
1338	331898	337665	334837	252.87
1339	332160	337924	335090	251.78
1340	332417	338184	335341	250.71
1341	332657	338444	335592	249.67
1342	332921	338701	335842	248.65
1343	333189	338956	336090	247.65
1344	333460	339209	336338	246.68
1345	333714	339459	336585	245.73
1346	333961	339696	336830	244.8
1347	334211	339919	337075	243.9
1348	334498	340135	337319	243.01
1349	334786	340364	337562	242.16
1350	335059	340600	337804	241.32
1351	335314	340846	338046	240.51
1352	335582	341090	338286	239.72
1353	335870	341319	338526	238.96
1354	336136	341537	338765	238.21
1355	336374	341792	339003	237.49
1356	336613	342045	339240	236.8
1357	336851	342279	339477	236.13
1358	337090	342510	339713	235.48
1359	337350	342758	339949	234.85
1360	337660	342993	340184	234.25
1361	337971	343225	340418	233.67
1362	338211	343427	340652	233.11
1363	338444	343669	340885	232.58
1364	338676	343881	341117	232.06
1365	338926	344089	341349	231.58
1366	339202	344304	341581	231.11
1367	339461	344531	341812	230.67
1368	339719	344748	342043	230.25
1369	339981	344973	342273	229.86
1370	340215	345187	342503	229.49
1371	340458	345385	342732	229.14
1372	340729	345597	342961	228.81
1373	340968	345806	343190	228.51
1374	341202	346016	343419	228.23
1375	341420	346225	343647	227.98
1376	341671	346434	343875	227.75
1377	341897	346649	344103	227.54
1378	342106	346862	344330	227.35
1379	342311	347082	344558	227.19
1380	342519	347303	344785	227.05
1381	342709	347523	345012	226.93
1382	342881	347743	345239	226.84
1383	343134	347963	345466	226.77
1384	343343	348182	345692	226.72
1385	343536	348400	345919	226.7
1386	343777	348619	346146	226.7
1387	343987	348838	346373	226.72
1388	344214	349055	346599	226.76
1389	344446	349273	346826	226.83
1390	344681	349514	347053	226.92
1391	344910	349729	347280	227.04
1392	345137	349942	347507	227.18
1393	345337	350167	347734	227.34
1394	345540	350397	347961	227.52
1395	345754	350649	348189	227.73
1396	345985	350856	348417	227.96
1397	346217	351108	348645	228.22
1398	346433	351328	348873	228.49
1399	346625	351547	349101	228.79
1400	346822	351767	349330	229.12
1401	347019	351994	349559	229.47
1402	347208	352215	349789	229.84
1403	347409	352441	350018	230.23
1404	347595	352658	350249	230.64
1405	347788	352869	350479	231.08
1406	347986	353102	350710	231.55
1407	348196	353330	350942	232.03
1408	348410	353566	351174	232.54
1409	348635	353798	351407	233.07
1410	348876	354036	351640	233.63
1411	349082	354267	351873	234.21
1412	349272	354499	352107	234.81
1413	349484	354732	352342	235.44
1414	349668	354966	352578	236.08
1415	349853	355201	352814	236.75
1416	350062	355437	353051	237.45
1417	350285	355665	353288	238.17
1418	350510	355917	353526	238.91
1419	350739	356160	353765	239.67
1420	350943	356403	354005	240.46
1421	351158	356651	354245	241.27
1422	351349	356895	354486	242.1
1423	351592	357156	354729	242.96
1424	351836	357410	354972	243.84
1425	352081	357664	355215	244.74
1426	352308	357919	355460	245.67
1427	352521	358172	355706	246.62
1428	352734	358437	355952	247.59
1429	352949	358698	356200	248.59
1430	353188	358959	356449	249.61
1431	353431	359226	356698	250.65
1432	353659	359482	356949	251.71
1433	353889	359738	357201	252.8
1434	354122	360012	357453	253.91
1435	354357	360280	357707	255.03
1436	354616	360558	357962	256.16
1437	354878	360836	358218	257.3
1438	355117	361116	358476	258.45
1439	355357	361396	358734	259.61
1440	355600	361684	358994	260.78
1441	355845	361970	359255	261.96
1442	356092	362246	359517	263.15
1443	356342	362520	359780	264.34
1444	356595	362825	360044	265.55
1445	356850	363115	360310	266.77
1446	357119	363392	360576	267.99
1447	357396	363669	360844	269.23
1448	357676	363970	361114	270.47
1449	357942	364276	361384	271.73
1450	358201	364569	361656	272.99
1451	358462	364900	361929	274.26
1452	358734	365197	362203	275.55
1453	359005	365532	362479	276.84
1454	359261	365876	362755	278.14
1455	359541	366207	363034	279.45
1456	359793	366525	363313	280.77
1457	360071	366835	363594	282.1
1458	360333	367128	363876	283.44
1459	360594	367429	364159	284.79
1460	360866	367777	364444	286.15
1461	361140	368109	364730	287.52
1462	361419	368409	365018	288.9
1463	361715	368717	365307	290.28
1464	361976	369027	365597	291.68
1465	362257	369386	365889	293.09
1466	362540	369736	366182	294.5
1467	362826	370096	366476	295.93
1468	363110	370450	366772	297.36
1469	363405	370806	367070	298.81
1470	363727	371145	367368	300.26
1471	364022	371484	367669	301.72
1472	364314	371824	367970	303.2
1473	364623	372173	368274	304.68
1474	364935	372540	368578	306.17
1475	365248	372907	368884	307.67
1476	365564	373251	369192	309.18
1477	365881	373603	369501	310.7
1478	366200	373975	369812	312.23
1479	366521	374334	370124	313.77
1480	366845	374695	370438	315.32
1481	367170	375057	370753	316.88
1482	367479	375429	371070	318.45
1483	367790	375782	371389	320.02
1484	368109	376148	371709	321.61
1485	368448	376514	372030	323.21
1486	368790	376881	372353	324.81
1487	369146	377250	372678	326.43
1488	369470	377603	373005	328.05
1489	369795	377954	373333	329.69
1490	370122	378321	373662	331.33
1491	370451	378693	373994	332.99
1492	370782	379064	374327	334.65
1493	371115	379443	374661	336.32
1494	371450	379820	374998	338
1495	371788	380183	375336	339.69
1496	372128	380576	375675	341.4
1497	372479	380959	376017	343.11
1498	372831	381341	376360	344.83
1499	373184	381723	376705	346.55
1500	373541	382107	377051	348.29
1501	373900	382491	377400	350.04
1502	374261	382877	377750	351.8
1503	374625	383264	378101	353.57
1504	374991	383651	378455	355.34
1505	375343	384039	378810	357.13
1506	375690	384427	379167	358.93
1507	376041	384816	379526	360.73
1508	376392	385205	379887	362.55
1509	376771	385582	380250	364.37
1510	377152	385975	380614	366.21
1511	377505	386369	380980	368.05
1512	377872	386733	381348	369.9
1513	378251	387083	381718	371.76
1514	378633	387435	382090	373.64
1515	379033	387842	382464	375.52
1516	379404	388275	382839	377.41
1517	379776	388708	383217	379.31
1518	380143	389142	383596	381.22
1519	380518	389546	383977	383.14
1520	380895	389946	384360	385.07
1521	381279	390347	384745	387.01
1522	381681	390766	385132	388.95
1523	382086	391170	385521	390.91
1524	382493	391574	385912	392.88
1525	382888	391979	386305	394.86
1526	383296	392384	386700	396.84
1527	383713	392793	387097	398.84
1528	384133	393226	387496	400.84
1529	384557	393657	387896	402.86
1530	384984	394052	388299	404.88
1531	385403	394449	388704	406.91
1532	385827	394878	389111	408.96
1533	386256	395323	389520	411.01
1534	386674	395768	389931	413.07
1535	387102	396213	390344	415.14
1536	387529	396658	390759	417.23
1537	387957	397104	391176	419.32
1538	388387	397546	391596	421.42
1539	388821	397972	392017	423.53
1540	389257	398396	392441	425.64
1541	389696	398803	392866	427.77
1542	390140	399242	393294	429.91
1543	390602	399672	393724	432.06
1544	391073	400097	394156	434.22
1545	391529	400534	394590	436.38
1546	391980	400975	395027	438.56
1547	392435	401392	395465	440.74
1548	392892	401797	395906	442.94
1549	393350	402221	396349	445.14
1550	393812	402645	396794	447.36
1551	394277	403069	397241	449.58
1552	394731	403493	397691	451.82
1553	395214	403917	398143	454.06
1554	395687	404340	398597	456.31
1555	396173	404763	399053	458.57
1556	396654	405186	399512	460.84
1557	397144	405609	399973	463.12
1558	397647	406031	400436	465.41
1559	398137	406453	400901	467.71
1560	398645	406874	401369	470.02
1561	399152	407295	401839	472.34
1562	399660	407715	402311	474.67
1563	400172	408134	402786	477.01
1564	400676	408554	403263	479.35
1565	401194	408972	403742	481.71
1566	401706	409390	404224	484.08
1567	402206	409835	404708	486.45
1568	402726	410249	405194	488.84
1569	403233	410663	405683	491.23
1570	403749	411093	406175	493.64
1571	404291	411521	406668	496.05
1572	404842	411934	407164	498.47
1573	405369	412349	407663	500.91
1574	405896	412782	408164	503.35
1575	406425	413217	408667	505.8
1576	406960	413653	409173	508.26
1577	407484	414096	409681	510.73
1578	408014	414536	410192	513.21
1579	408556	414978	410705	515.7
1580	409073	415382	411221	518.2
1581	409617	415797	411739	520.71
1582	410159	416221	412260	523.22
1583	410668	416644	412783	525.54
1584	411201	417066	413308	527.46
1585	411751	417484	413836	528.99
1586	412304	417901	414365	530.12
1587	412811	418317	414895	530.85
1588	413345	418732	415426	531.18
1589	413894	419147	415957	531.12
1590	414432	419562	416488	530.66
1591	414971	419978	417019	529.8
1592	415487	420391	417549	528.54
1593	416012	420802	418077	526.88
1594	416588	421258	418604	524.82
1595	417078	421704	419129	522.37
1596	417580	422131	419651	519.52
1597	418099	422560	420171	516.27
1598	418601	422998	420687	512.62
1599	419087	423385	421200	508.58
1600	419605	423828	421708	504.13
1601	420124	424281	422212	499.29
1602	420608	424698	422712	494.17
1603	421108	425070	423206	488.89
1604	421605	425490	423695	483.43
1605	422097	425933	424178	477.82
1606	422591	426371	424656	472.04
1607	423095	426825	425128	466.09
1608	423555	427254	425594	459.98
1609	424011	427712	426054	453.7
1610	424477	428140	426508	447.26
1611	424920	428589	426955	440.66
1612	425341	428995	427396	433.89
1613	425791	429427	427830	426.96
1614	426200	429852	428256	419.86
1615	426612	430272	428676	412.6
1616	427028	430686	429089	405.31
1617	427444	431077	429494	398.1
1618	427857	431457	429892	390.98
1619	428279	431846	430283	383.95
1620	428688	432228	430667	377.02
1621	429051	432636	431044	370.17
1622	429407	433025	431414	363.41
1623	429825	433401	431778	356.75
1624	430241	433739	432135	350.17
1625	430592	434112	432485	343.69
1626	430952	434475	432828	337.29
1627	431297	434844	433166	330.99
1628	431625	435193	433497	324.78
1629	431968	435499	433822	318.66
1630	432301	435818	434140	312.62
1631	432604	436146	434453	306.68
1632	432892	436467	434759	300.83
1633	433184	436780	435060	295.07
1634	433504	437077	435355	289.4
1635	433808	437353	435645	283.82
1636	434093	437642	435929	278.33
1637	434341	437927	436207	272.94
1638	434581	438218	436480	267.63
1639	434823	438488	436748	262.41
1640	435056	438761	437010	257.28
1641	435317	439042	437267	252.25
1642	435578	439304	437519	247.3
1643	435805	439586	437767	242.45
1644	436068	439854	438009	237.68
1645	436298	440155	438247	233.01
1646	436525	440432	438480	228.43
1647	436754	440652	438708	223.93
1648	436972	440882	438932	219.53
1649	437227	441124	439152	215.22
1650	437435	441390	439367	211.02
1651	437636	441669	439578	207.02
1652	437861	441901	439785	203.25
1653	438042	442141	439988	199.7
1654	438216	442355	440188	196.37
1655	438405	442578	440384	193.27
1656	438593	442820	440578	190.39
1657	438781	443024	440768	187.73
1658	438967	443251	440956	185.3
1659	439157	443449	441141	183.09
1660	439335	443661	441324	181.11
1661	439500	443878	441505	179.35
1662	439671	444093	441685	177.81
1663	439855	444300	441862	176.5
1664	440023	444496	442039	175.41
1665	440194	444729	442214	174.54
1666	440367	444939	442389	173.9
1667	440532	445157	442563	173.48
1668	440703	445370	442736	173.28
1669	440875	445600	442910	173.31
1670	441038	445832	443083	173.53
1671	441224	446060	443256	173.79
1672	441420	446265	443430	174.06
1673	441578	446466	443604	174.35
1674	441757	446664	443779	174.64
1675	441937	446861	443953	174.95
1676	442119	447056	444128	175.26
1677	442301	447239	444303	175.59
1678	442468	447440	444479	175.93
1679	442634	447636	444655	176.28
1680	442809	447826	444831	176.64
1681	442982	448030	445008	177.01
1682	443155	448219	445185	177.39
1683	443330	448408	445362	177.78
1684	443491	448595	445540	178.18
1685	443651	448786	445718	178.6
1686	443786	448978	445897	179.02
1687	443949	449169	446076	179.46
1688	444100	449358	446255	179.9
1689	444265	449549	446435	180.36
1690	444434	449738	446616	180.83
1691	444590	449888	446796	181.31
1692	444751	450060	446978	181.8
1693	444930	450242	447159	182.3
1694	445080	450421	447342	182.81
1695	445229	450620	447525	183.33
1696	445391	450798	447708	183.86
1697	445558	450982	447892	184.41
1698	445711	451141	448076	184.96
1699	445875	451320	448261	185.53
1700	446053	451511	448447	186.1
1701	446215	451713	448633	186.69
1702	446375	451880	448819	187.29
1703	446543	452100	449007	187.89
1704	446714	452319	449195	188.51
1705	446885	452538	449383	189.14
1706	447057	452756	449572	189.78
1707	447230	452915	449762	190.43
1708	447398	453065	449953	191.1
1709	447562	453254	450144	191.77
1710	447730	453455	450335	192.45
1711	447901	453620	450528	193.15
1712	448092	453827	450721	193.85
1713	448264	454033	450915	194.57
1714	448438	454239	451109	195.3
1715	448620	454443	451305	196.03
1716	448813	454626	451501	196.78
1717	448995	454838	451698	197.54
1718	449171	455049	451895	198.31
1719	449348	455209	452093	199.09
1720	449526	455406	452292	199.89
1721	449713	455586	452492	200.69
1722	449915	455790	452693	201.5
1723	450119	455998	452895	202.33
1724	450325	456243	453097	203.16
1725	450534	456436	453300	204.01
1726	450733	456628	453504	204.86
1727	450928	456821	453709	205.73
1728	451136	457013	453915	206.61
1729	451348	457205	454121	207.5
1730	451547	457398	454329	208.4
1731	451734	457595	454537	209.31
1732	451931	457792	454746	210.23
1733	452138	457989	454957	211.16
1734	452346	458185	455168	212.1
1735	452562	458381	455380	213.06
1736	452765	458574	455593	214.02
1737	452969	458770	455807	215
1738	453174	458964	456022	215.98
1739	453381	459160	456238	216.98
1740	453590	459360	456455	217.99
1741	453802	459559	456673	219.01
1742	454023	459754	456892	220.04
1743	454246	459961	457112	221.08
1744	454472	460170	457333	222.13
1745	454712	460390	457555	223.19
1746	454946	460602	457778	224.26
1747	455182	460840	458003	225.35
1748	455429	461077	458228	226.44
1749	455679	461292	458454	227.55
1750	455930	461528	458682	228.66
1751	456162	461774	458911	229.79
1752	456411	461959	459140	230.93
1753	456664	462204	459371	232.07
1754	456878	462417	459603	233.23
1755	457106	462651	459837	234.4
1756	457346	462885	460071	235.58
1757	457587	463116	460307	236.76
1758	457819	463360	460543	237.93
1759	458053	463605	460781	239.1
1760	458292	463858	461020	240.26
1761	458526	464085	461261	241.42
1762	458778	464335	461502	242.57
1763	459017	464567	461745	243.72
1764	459248	464827	461988	244.87
1765	459491	465084	462233	246.01
1766	459745	465343	462479	247.14
1767	459985	465608	462726	248.27
1768	460235	465863	462975	249.4
1769	460486	466133	463224	250.52
1770	460743	466395	463475	251.64
1771	460995	466651	463726	252.76
1772	461261	466920	463979	253.86
1773	461512	467184	464233	254.97
1774	461773	467444	464488	256.07
1775	462027	467691	464744	257.16
1776	462279	467954	465001	258.26
1777	462536	468216	465259	259.34
1778	462799	468479	465519	260.43
1779	463063	468743	465779	261.5
1780	463320	469007	466041	262.58
1781	463594	469271	466303	263.65
1782	463868	469536	466567	264.71
1783	464140	469801	466832	265.77
1784	464408	470067	467097	266.83
1785	464682	470333	467364	267.88
1786	464978	470604	467632	268.92
1787	465254	470867	467901	269.97
1788	465536	471127	468171	271
1789	465822	471402	468442	272.04
1790	466124	471672	468714	273.07
1791	466411	471934	468987	274.09
1792	466713	472192	469261	275.11
1793	467017	472459	469536	276.12
1794	467311	472727	469812	277.14
1795	467607	472999	470089	278.14
1796	467912	473298	470368	279.14
1797	468196	473571	470647	280.14
1798	468496	473824	470927	281.13
1799	468805	474077	471208	282.12
1800	469118	474339	471490	283.11
1801	469437	474595	471773	284.09
1802	469742	474850	472057	285.06
1803	470060	475127	472342	286.03
1804	470380	475418	472628	287
1805	470706	475660	472915	287.96
1806	471005	475935	473203	288.92
1807	471299	476230	473492	289.87
1808	471591	476529	473782	290.82
