% Laskar et al. 2004, original file name "data_insolaout6HoGWM.txt".
%   Age (kyr)  Eccentricity      Obliquity     Precession
    -677.000       0.036045       0.003495       0.399053
    -676.000       0.035614      -0.006927       0.399463
    -675.000       0.035111      -0.016495       0.400034
    -674.000       0.034632      -0.024351       0.400757
    -673.000       0.034069      -0.029893       0.401617
    -672.000       0.033565      -0.032840       0.402593
    -671.000       0.032925      -0.032821       0.403668
    -670.000       0.032327      -0.030158       0.404814
    -669.000       0.031723      -0.025153       0.406004
    -668.000       0.031014      -0.018270       0.407212
    -667.000       0.030309      -0.010250       0.408411
    -666.000       0.029623      -0.001898       0.409570
    -665.000       0.028815       0.006256       0.410667
    -664.000       0.028051       0.013395       0.411676
    -663.000       0.027204       0.019009       0.412575
    -662.000       0.026398       0.022917       0.413344
    -661.000       0.025489       0.024719       0.413962
    -660.000       0.024592       0.024585       0.414414
    -659.000       0.023720       0.022697       0.414687
    -658.000       0.022759       0.019306       0.414769
    -657.000       0.021825       0.014839       0.414654
    -656.000       0.020917       0.009828       0.414340
    -655.000       0.019985       0.004607       0.413827
    -654.000       0.019046      -0.000392       0.413126
    -653.000       0.018206      -0.004761       0.412252
    -652.000       0.017331      -0.008441       0.411224
    -651.000       0.016545      -0.011210       0.410068
    -650.000       0.015796      -0.013038       0.408816
    -649.000       0.015138      -0.014077       0.407503
    -648.000       0.014590      -0.014403       0.406166
    -647.000       0.014073      -0.014060       0.404842
    -646.000       0.013787      -0.013363       0.403570
    -645.000       0.013577      -0.012248       0.402388
    -644.000       0.013490      -0.010818       0.401328
    -643.000       0.013640      -0.009139       0.400421
    -642.000       0.013900      -0.007092       0.399696
    -641.000       0.014251      -0.004658       0.399176
    -640.000       0.014870      -0.001830       0.398878
    -639.000       0.015478       0.001432       0.398819
    -638.000       0.016264       0.005100       0.399004
    -637.000       0.017112       0.008929       0.399430
    -636.000       0.018051       0.012790       0.400094
    -635.000       0.019014       0.016360       0.400975
    -634.000       0.020044       0.019221       0.402050
    -633.000       0.021105       0.021097       0.403290
    -632.000       0.022210       0.021615       0.404652
    -631.000       0.023278       0.020481       0.406099
    -630.000       0.024426       0.017647       0.407588
    -629.000       0.025576       0.013084       0.409074
    -628.000       0.026671       0.006984       0.410515
    -627.000       0.027824      -0.000270       0.411876
    -626.000       0.028987      -0.008129       0.413116
    -625.000       0.030048      -0.016045       0.414209
    -624.000       0.031190      -0.023216       0.415126
    -623.000       0.032267      -0.029035       0.415842
    -622.000       0.033324      -0.032840       0.416341
    -621.000       0.034378      -0.034169       0.416609
    -620.000       0.035336      -0.032664       0.416634
    -619.000       0.036408      -0.028412       0.416418
    -618.000       0.037263      -0.021416       0.415961
    -617.000       0.038186      -0.012292       0.415273
    -616.000       0.039100      -0.001644       0.414371
    -615.000       0.039848       0.009651       0.413279
    -614.000       0.040652       0.020639       0.412021
    -613.000       0.041396       0.030270       0.410632
    -612.000       0.042048       0.037689       0.409146
    -611.000       0.042713       0.042103       0.407600
    -610.000       0.043282       0.042959       0.406032
    -609.000       0.043867       0.040118       0.404480
    -608.000       0.044374       0.033664       0.402978
    -607.000       0.044800       0.024039       0.401564
    -606.000       0.045305       0.012126       0.400269
    -605.000       0.045640      -0.001148       0.399118
    -604.000       0.045991      -0.014542       0.398141
    -603.000       0.046320      -0.026850       0.397356
    -602.000       0.046570      -0.036924       0.396783
    -601.000       0.046809      -0.043857       0.396438
    -600.000       0.046970      -0.046880       0.396325
    -599.000       0.047166      -0.045851       0.396450
    -598.000       0.047231      -0.040675       0.396812
    -597.000       0.047305      -0.031976       0.397401
    -596.000       0.047328      -0.020401       0.398203
    -595.000       0.047327      -0.007118       0.399201
    -594.000       0.047222       0.006767       0.400371
    -593.000       0.047161       0.019970       0.401687
    -592.000       0.047032       0.031372       0.403124
    -591.000       0.046831       0.039982       0.404651
    -590.000       0.046643       0.045110       0.406242
    -589.000       0.046422       0.046396       0.407868
    -588.000       0.046134       0.043729       0.409499
    -587.000       0.045851       0.037537       0.411109
    -586.000       0.045502       0.028268       0.412667
    -585.000       0.045208       0.016896       0.414143
    -584.000       0.044779       0.004328       0.415510
    -583.000       0.044397      -0.008308       0.416739
    -582.000       0.044037      -0.020083       0.417803
    -581.000       0.043513      -0.029888       0.418677
    -580.000       0.043117      -0.037200       0.419343
    -579.000       0.042608      -0.041301       0.419778
    -578.000       0.042101      -0.042075       0.419974
    -577.000       0.041584      -0.039525       0.419920
    -576.000       0.041003      -0.033913       0.419609
    -575.000       0.040462      -0.025801       0.419042
    -574.000       0.039850      -0.015922       0.418224
    -573.000       0.039195      -0.005064       0.417159
    -572.000       0.038648       0.005845       0.415862
    -571.000       0.037929       0.015950       0.414353
    -570.000       0.037268       0.024459       0.412650
    -569.000       0.036646       0.030790       0.410786
    -568.000       0.035899       0.034409       0.408794
    -567.000       0.035230       0.035229       0.406711
    -566.000       0.034492       0.033180       0.404583
    -565.000       0.033786       0.028576       0.402462
    -564.000       0.033026       0.021853       0.400392
    -563.000       0.032256       0.013714       0.398430
    -562.000       0.031524       0.004747       0.396627
    -561.000       0.030718      -0.004083       0.395029
    -560.000       0.029917      -0.012221       0.393685
    -559.000       0.029129      -0.018895       0.392637
    -558.000       0.028318      -0.023707       0.391912
    -557.000       0.027446      -0.026280       0.391541
    -556.000       0.026649      -0.026648       0.391540
    -555.000       0.025771      -0.024808       0.391909
    -554.000       0.024918      -0.021151       0.392652
    -553.000       0.024030      -0.016136       0.393753
    -552.000       0.023178      -0.010232       0.395184
    -551.000       0.022291      -0.004026       0.396918
    -550.000       0.021392       0.001889       0.398910
    -549.000       0.020519       0.007192       0.401106
    -548.000       0.019676       0.011462       0.403456
    -547.000       0.018740       0.014475       0.405896
    -546.000       0.017947       0.016286       0.408358
    -545.000       0.017110       0.016822       0.410785
    -544.000       0.016292       0.016261       0.413113
    -543.000       0.015555       0.014866       0.415283
    -542.000       0.014847       0.012833       0.417248
    -541.000       0.014194       0.010329       0.418965
    -540.000       0.013606       0.007730       0.420394
    -539.000       0.013098       0.005032       0.421511
    -538.000       0.012715       0.002402       0.422294
    -537.000       0.012365      -0.000039       0.422726
    -536.000       0.012181      -0.002360       0.422809
    -535.000       0.012144      -0.004603       0.422536
    -534.000       0.012126      -0.006583       0.421918
    -533.000       0.012337      -0.008589       0.420973
    -532.000       0.012629      -0.010384       0.419720
    -531.000       0.013001      -0.011968       0.418193
    -530.000       0.013491      -0.013248       0.416433
    -529.000       0.014100      -0.014095       0.414480
    -528.000       0.014703      -0.014226       0.412388
    -527.000       0.015427      -0.013635       0.410211
    -526.000       0.016170      -0.012074       0.408003
    -525.000       0.016948      -0.009454       0.405820
    -524.000       0.017773      -0.005894       0.403718
    -523.000       0.018570      -0.001451       0.401741
    -522.000       0.019485       0.003694       0.399940
    -521.000       0.020282       0.009011       0.398352
    -520.000       0.021153       0.014190       0.397006
    -519.000       0.022067       0.018739       0.395931
    -518.000       0.022876       0.022018       0.395145
    -517.000       0.023719       0.023718       0.394657
    -516.000       0.024603       0.023545       0.394471
    -515.000       0.025355       0.021143       0.394585
    -514.000       0.026188       0.016816       0.394985
    -513.000       0.026921       0.010657       0.395657
    -512.000       0.027682       0.003154       0.396574
    -511.000       0.028396      -0.005058       0.397706
    -510.000       0.029028      -0.013166       0.399019
    -509.000       0.029747      -0.020619       0.400475
    -508.000       0.030315      -0.026432       0.402033
    -507.000       0.030878      -0.030152       0.403653
    -506.000       0.031454      -0.031363       0.405296
    -505.000       0.031926      -0.029755       0.406922
    -504.000       0.032366      -0.025460       0.408501
    -503.000       0.032812      -0.018852       0.410003
    -502.000       0.033170      -0.010352       0.411399
    -501.000       0.033525      -0.000747       0.412672
    -500.000       0.033783       0.009023       0.413798
    -499.000       0.034077       0.018262       0.414763
    -498.000       0.034277       0.025972       0.415552
    -497.000       0.034435       0.031479       0.416152
    -496.000       0.034556       0.034298       0.416554
    -495.000       0.034685       0.034179       0.416752
    -494.000       0.034669       0.030944       0.416742
    -493.000       0.034694       0.025125       0.416526
    -492.000       0.034679       0.017060       0.416108
    -491.000       0.034554       0.007447       0.415496
    -490.000       0.034463      -0.002659       0.414704
    -489.000       0.034273      -0.012527       0.413747
    -488.000       0.034108      -0.021243       0.412643
    -487.000       0.033827      -0.027889       0.411410
    -486.000       0.033548      -0.032025       0.410075
    -485.000       0.033286      -0.033286       0.408661
    -484.000       0.032866      -0.031425       0.407198
    -483.000       0.032522      -0.026861       0.405714
    -482.000       0.032126      -0.019985       0.404243
    -481.000       0.031672      -0.011353       0.402815
    -480.000       0.031215      -0.001993       0.401472
    -479.000       0.030718       0.007289       0.400244
    -478.000       0.030216       0.015696       0.399170
    -477.000       0.029680       0.022311       0.398281
    -476.000       0.029054       0.026609       0.397609
    -475.000       0.028550       0.028387       0.397176
    -474.000       0.027877       0.027313       0.397004
    -473.000       0.027246       0.023801       0.397103
    -472.000       0.026655       0.018255       0.397481
    -471.000       0.025949       0.011197       0.398132
    -470.000       0.025313       0.003470       0.399046
    -469.000       0.024606      -0.004116       0.400202
    -468.000       0.023938      -0.010988       0.401576
    -467.000       0.023235      -0.016408       0.403132
    -466.000       0.022478      -0.019926       0.404833
    -465.000       0.021796      -0.021465       0.406637
    -464.000       0.021075      -0.020891       0.408494
    -463.000       0.020275      -0.018365       0.410358
    -462.000       0.019610      -0.014441       0.412175
    -461.000       0.018842      -0.009398       0.413895
    -460.000       0.018110      -0.003850       0.415471
    -459.000       0.017375       0.001560       0.416854
    -458.000       0.016674       0.006446       0.417999
    -457.000       0.015947       0.010377       0.418873
    -456.000       0.015229       0.012914       0.419444
    -455.000       0.014539       0.014109       0.419687
    -454.000       0.013872       0.013842       0.419594
    -453.000       0.013161       0.012212       0.419156
    -452.000       0.012507       0.009559       0.418377
    -451.000       0.011891       0.006227       0.417276
    -450.000       0.011225       0.002462       0.415869
    -449.000       0.010646      -0.001146       0.414189
    -448.000       0.010049      -0.004293       0.412276
    -447.000       0.009539      -0.006776       0.410171
    -446.000       0.009001      -0.008165       0.407926
    -445.000       0.008512      -0.008486       0.405606
    -444.000       0.008155      -0.007815       0.403265
    -443.000       0.007711      -0.006086       0.400974
    -442.000       0.007413      -0.003722       0.398805
    -441.000       0.007170      -0.001016       0.396817
    -440.000       0.006968       0.001772       0.395078
    -439.000       0.006849       0.004197       0.393648
    -438.000       0.006780       0.005886       0.392568
    -437.000       0.006846       0.006807       0.391880
    -436.000       0.006910       0.006628       0.391608
    -435.000       0.007052       0.005461       0.391760
    -434.000       0.007277       0.003479       0.392336
    -433.000       0.007545       0.000883       0.393320
    -432.000       0.007805      -0.002057       0.394679
    -431.000       0.008154      -0.004776       0.396377
    -430.000       0.008511      -0.007123       0.398367
    -429.000       0.008910      -0.008693       0.400584
    -428.000       0.009267      -0.009197       0.402976
    -427.000       0.009707      -0.008670       0.405475
    -426.000       0.010139      -0.007032       0.408012
    -425.000       0.010514      -0.004438       0.410527
    -424.000       0.010964      -0.001167       0.412956
    -423.000       0.011374       0.002401       0.415234
    -422.000       0.011771       0.006044       0.417316
    -421.000       0.012165       0.009153       0.419147
    -420.000       0.012557       0.011543       0.420688
    -419.000       0.012937       0.012886       0.421912
    -418.000       0.013295       0.012976       0.422792
    -417.000       0.013590       0.011730       0.423312
    -416.000       0.014000       0.009383       0.423473
    -415.000       0.014242       0.005879       0.423273
    -414.000       0.014537       0.001725       0.422726
    -413.000       0.014836      -0.002725       0.421848
    -412.000       0.015056      -0.007143       0.420661
    -411.000       0.015279      -0.010964       0.419194
    -410.000       0.015480      -0.013816       0.417481
    -409.000       0.015664      -0.015474       0.415557
    -408.000       0.015795      -0.015622       0.413464
    -407.000       0.015899      -0.014268       0.411247
    -406.000       0.016007      -0.011532       0.408948
    -405.000       0.016059      -0.007645       0.406622
    -404.000       0.016040      -0.002909       0.404319
    -403.000       0.016067       0.002017       0.402084
    -402.000       0.016003       0.006840       0.399970
    -401.000       0.015906       0.010923       0.398021
    -400.000       0.015810       0.013871       0.396273
    -399.000       0.015633       0.015375       0.394763
    -398.000       0.015498       0.015353       0.393519
    -397.000       0.015211       0.013662       0.392558
    -396.000       0.015013       0.010722       0.391897
    -395.000       0.014746       0.006713       0.391550
    -394.000       0.014383       0.002171       0.391513
    -393.000       0.014090      -0.002407       0.391791
    -392.000       0.013717      -0.006493       0.392377
    -391.000       0.013299      -0.009737       0.393259
    -390.000       0.012893      -0.011723       0.394422
    -389.000       0.012414      -0.012348       0.395845
    -388.000       0.011948      -0.011649       0.397496
    -387.000       0.011403      -0.009725       0.399346
    -386.000       0.010825      -0.006924       0.401359
    -385.000       0.010319      -0.003653       0.403491
    -384.000       0.009630      -0.000268       0.405703
    -383.000       0.009049       0.002761       0.407953
    -382.000       0.008425       0.005095       0.410193
    -381.000       0.007766       0.006557       0.412385
    -380.000       0.007124       0.006972       0.414488
    -379.000       0.006494       0.006413       0.416461
    -378.000       0.005904       0.005014       0.418268
    -377.000       0.005334       0.003065       0.419879
    -376.000       0.004816       0.000821       0.421255
    -375.000       0.004480      -0.001273       0.422368
    -374.000       0.004219      -0.002989       0.423195
    -373.000       0.004155      -0.004002       0.423706
    -372.000       0.004298      -0.004188       0.423886
    -371.000       0.004592      -0.003445       0.423720
    -370.000       0.005100      -0.001949       0.423199
    -369.000       0.005604       0.000255       0.422324
    -368.000       0.006290       0.002703       0.421106
    -367.000       0.007047       0.005202       0.419558
    -366.000       0.007766       0.007259       0.417712
    -365.000       0.008607       0.008606       0.415601
    -364.000       0.009421       0.008895       0.413264
    -363.000       0.010315       0.008029       0.410755
    -362.000       0.011160       0.005925       0.408130
    -361.000       0.012031       0.002727       0.405442
    -360.000       0.012987      -0.001271       0.402762
    -359.000       0.013802      -0.005666       0.400152
    -358.000       0.014723      -0.009995       0.397681
    -357.000       0.015601      -0.013645       0.395418
    -356.000       0.016469      -0.016195       0.393427
    -355.000       0.017327      -0.017168       0.391768
    -354.000       0.018161      -0.016341       0.390499
    -353.000       0.019023      -0.013620       0.389660
    -352.000       0.019834      -0.009231       0.389280
    -351.000       0.020598      -0.003428       0.389384
    -350.000       0.021445       0.003116       0.389964
    -349.000       0.022182       0.009848       0.391006
    -348.000       0.022906       0.015961       0.392485
    -347.000       0.023692       0.020893       0.394350
    -346.000       0.024359       0.023955       0.396545
    -345.000       0.025086       0.024895       0.399011
    -344.000       0.025727       0.023431       0.401667
    -343.000       0.026397       0.019702       0.404441
    -342.000       0.027039       0.013974       0.407257
    -341.000       0.027606       0.006731       0.410034
    -340.000       0.028215      -0.001378       0.412699
    -339.000       0.028811      -0.009682       0.415185
    -338.000       0.029270      -0.017354       0.417422
    -337.000       0.029858      -0.023827       0.419359
    -336.000       0.030333      -0.028416       0.420948
    -335.000       0.030795      -0.030721       0.422149
    -334.000       0.031251      -0.030518       0.422937
    -333.000       0.031691      -0.027775       0.423298
    -332.000       0.032109      -0.022587       0.423221
    -331.000       0.032477      -0.015497       0.422720
    -330.000       0.032868      -0.006873       0.421811
    -329.000       0.033241       0.002487       0.420520
    -328.000       0.033554       0.011823       0.418892
    -327.000       0.033867       0.020423       0.416972
    -326.000       0.034212       0.027487       0.414812
    -325.000       0.034447       0.032374       0.412482
    -324.000       0.034733       0.034669       0.410043
    -323.000       0.034979       0.034076       0.407561
    -322.000       0.035202       0.030546       0.405111
    -321.000       0.035415       0.024407       0.402756
    -320.000       0.035579       0.016074       0.400562
    -319.000       0.035806       0.006196       0.398592
    -318.000       0.035905      -0.004246       0.396899
    -317.000       0.036043      -0.014479       0.395526
    -316.000       0.036191      -0.023535       0.394512
    -315.000       0.036257      -0.030563       0.393874
    -314.000       0.036318      -0.034981       0.393627
    -313.000       0.036409      -0.036401       0.393767
    -312.000       0.036410      -0.034596       0.394276
    -311.000       0.036439      -0.029875       0.395128
    -310.000       0.036418      -0.022573       0.396289
    -309.000       0.036400      -0.013364       0.397712
    -308.000       0.036378      -0.003078       0.399351
    -307.000       0.036241       0.007359       0.401152
    -306.000       0.036233       0.017162       0.403062
    -305.000       0.036089       0.025411       0.405029
    -304.000       0.035931       0.031473       0.407003
    -303.000       0.035828       0.034969       0.408931
    -302.000       0.035620       0.035544       0.410772
    -301.000       0.035395       0.033279       0.412481
    -300.000       0.035193       0.028473       0.414024
    -299.000       0.034891       0.021442       0.415372
    -298.000       0.034645       0.012902       0.416498
    -297.000       0.034269       0.003550       0.417386
    -296.000       0.033957      -0.005889       0.418025
    -295.000       0.033583      -0.014685       0.418409
    -294.000       0.033150      -0.022065       0.418537
    -293.000       0.032731      -0.027640       0.418416
    -292.000       0.032300      -0.030944       0.418053
    -291.000       0.031775      -0.031772       0.417459
    -290.000       0.031280      -0.030232       0.416650
    -289.000       0.030771      -0.026492       0.415641
    -288.000       0.030191      -0.020826       0.414449
    -287.000       0.029637      -0.013944       0.413099
    -286.000       0.029043      -0.006265       0.411607
    -285.000       0.028476       0.001607       0.410002
    -284.000       0.027834       0.008900       0.408307
    -283.000       0.027233       0.015294       0.406555
    -282.000       0.026658       0.020296       0.404775
    -281.000       0.026003       0.023540       0.403006
    -280.000       0.025407       0.025034       0.401281
    -279.000       0.024845       0.024745       0.399639
    -278.000       0.024234       0.022731       0.398119
    -277.000       0.023666       0.019362       0.396758
    -276.000       0.023163       0.014976       0.395589
    -275.000       0.022617       0.009754       0.394645
    -274.000       0.022184       0.004324       0.393951
    -273.000       0.021712      -0.001134       0.393530
    -272.000       0.021398      -0.006316       0.393401
    -271.000       0.021050      -0.010874       0.393577
    -270.000       0.020798      -0.014666       0.394064
    -269.000       0.020689      -0.017671       0.394869
    -268.000       0.020562      -0.019574       0.395987
    -267.000       0.020563      -0.020508       0.397404
    -266.000       0.020703      -0.020436       0.399106
    -265.000       0.020851      -0.019225       0.401061
    -264.000       0.021132      -0.017023       0.403233
    -263.000       0.021501      -0.013882       0.405578
    -262.000       0.021946      -0.009796       0.408041
    -261.000       0.022467      -0.004947       0.410560
    -260.000       0.023044       0.000358       0.413081
    -259.000       0.023734       0.006147       0.415531
    -258.000       0.024437       0.011834       0.417848
    -257.000       0.025186       0.017207       0.419976
    -256.000       0.026038       0.021934       0.421854
    -255.000       0.026895       0.025546       0.423428
    -254.000       0.027735       0.027675       0.424662
    -253.000       0.028717       0.028203       0.425509
    -252.000       0.029607       0.026708       0.425945
    -251.000       0.030559       0.023259       0.425948
    -250.000       0.031516       0.017939       0.425501
    -249.000       0.032474       0.010897       0.424606
    -248.000       0.033412       0.002545       0.423273
    -247.000       0.034358      -0.006470       0.421512
    -246.000       0.035277      -0.015656       0.419359
    -245.000       0.036230      -0.024208       0.416855
    -244.000       0.037085      -0.031326       0.414046
    -243.000       0.037982      -0.036412       0.411000
    -242.000       0.038894      -0.038892       0.407791
    -241.000       0.039654      -0.038187       0.404493
    -240.000       0.040534      -0.034419       0.401200
    -239.000       0.041314      -0.027488       0.398002
    -238.000       0.042049      -0.017867       0.394987
    -237.000       0.042808      -0.006334       0.392253
    -236.000       0.043484       0.006200       0.389880
    -235.000       0.044183       0.018773       0.387940
    -234.000       0.044790       0.029958       0.386505
    -233.000       0.045385       0.038888       0.385617
    -232.000       0.045996       0.044625       0.385302
    -231.000       0.046481       0.046419       0.385583
    -230.000       0.046954       0.044133       0.386442
    -229.000       0.047476       0.037976       0.387854
    -228.000       0.047795       0.028210       0.389779
    -227.000       0.048213       0.015970       0.392148
    -226.000       0.048525       0.002231       0.394887
    -225.000       0.048819      -0.011904       0.397918
    -224.000       0.049067      -0.025026       0.401142
    -223.000       0.049275      -0.036102       0.404469
    -222.000       0.049488      -0.044317       0.407813
    -221.000       0.049622      -0.048837       0.411078
    -220.000       0.049721      -0.049445       0.414186
    -219.000       0.049864      -0.046193       0.417071
    -218.000       0.049889      -0.039220       0.419659
    -217.000       0.049920      -0.029232       0.421904
    -216.000       0.049952      -0.017067       0.423762
    -215.000       0.049927      -0.003570       0.425197
    -214.000       0.049888       0.010164       0.426189
    -213.000       0.049808       0.022963       0.426730
    -212.000       0.049754       0.034120       0.426813
    -211.000       0.049617       0.042547       0.426453
    -210.000       0.049475       0.047741       0.425668
    -209.000       0.049333       0.049331       0.424482
    -208.000       0.049181       0.047183       0.422937
    -207.000       0.048920       0.041382       0.421074
    -206.000       0.048776       0.032589       0.418940
    -205.000       0.048528       0.021254       0.416595
    -204.000       0.048262       0.008388       0.414094
    -203.000       0.048042      -0.005026       0.411493
    -202.000       0.047750      -0.017931       0.408860
    -201.000       0.047493      -0.029393       0.406252
    -200.000       0.047170      -0.038336       0.403725
    -199.000       0.046877      -0.044210       0.401336
    -198.000       0.046592      -0.046524       0.399136
    -197.000       0.046214      -0.045004       0.397163
    -196.000       0.045893      -0.039944       0.395460
    -195.000       0.045586      -0.031768       0.394053
    -194.000       0.045159      -0.021055       0.392963
    -193.000       0.044820      -0.008903       0.392205
    -192.000       0.044446       0.003778       0.391784
    -191.000       0.044007       0.015948       0.391696
    -190.000       0.043632       0.026580       0.391935
    -189.000       0.043148       0.034801       0.392484
    -188.000       0.042759       0.040202       0.393322
    -187.000       0.042244       0.042152       0.394425
    -186.000       0.041765       0.040795       0.395764
    -185.000       0.041316       0.036310       0.397307
    -184.000       0.040779       0.029083       0.399021
    -183.000       0.040246       0.019796       0.400871
    -182.000       0.039795       0.009381       0.402821
    -181.000       0.039217      -0.001567       0.404836
    -180.000       0.038702      -0.011978       0.406877
    -179.000       0.038174      -0.021144       0.408908
    -178.000       0.037635      -0.028546       0.410892
    -177.000       0.037079      -0.033549       0.412792
    -176.000       0.036526      -0.035988       0.414569
    -175.000       0.035987      -0.035816       0.416191
    -174.000       0.035432      -0.033139       0.417621
    -173.000       0.034841      -0.028214       0.418830
    -172.000       0.034329      -0.021642       0.419794
    -171.000       0.033761      -0.013777       0.420490
    -170.000       0.033174      -0.005321       0.420898
    -169.000       0.032685       0.003143       0.421012
    -168.000       0.032105       0.011102       0.420822
    -167.000       0.031603       0.018081       0.420325
    -166.000       0.031076       0.023578       0.419526
    -165.000       0.030607       0.027481       0.418434
    -164.000       0.030136       0.029517       0.417061
    -163.000       0.029677       0.029646       0.415433
    -162.000       0.029296       0.028010       0.413573
    -161.000       0.028934       0.024708       0.411517
    -160.000       0.028570       0.019977       0.409309
    -159.000       0.028326       0.014181       0.406997
    -158.000       0.028109       0.007615       0.404636
    -157.000       0.027889       0.000653       0.402290
    -156.000       0.027830      -0.006277       0.400023
    -155.000       0.027761      -0.012798       0.397901
    -154.000       0.027779      -0.018607       0.395997
    -153.000       0.027847      -0.023237       0.394366
    -152.000       0.028004      -0.026504       0.393073
    -151.000       0.028196      -0.028129       0.392163
    -150.000       0.028439      -0.027948       0.391670
    -149.000       0.028757      -0.025927       0.391619
    -148.000       0.029143      -0.022140       0.392020
    -147.000       0.029516      -0.016697       0.392859
    -146.000       0.029974      -0.009953       0.394122
    -145.000       0.030524      -0.002279       0.395771
    -144.000       0.030976       0.005839       0.397756
    -143.000       0.031582       0.013872       0.400026
    -142.000       0.032159       0.021179       0.402514
    -141.000       0.032735       0.027299       0.405144
    -140.000       0.033369       0.031682       0.407850
    -139.000       0.033971       0.033923       0.410549
    -138.000       0.034618       0.033823       0.413162
    -137.000       0.035247       0.031242       0.415622
    -136.000       0.035826       0.026254       0.417852
    -135.000       0.036557       0.019217       0.419790
    -134.000       0.037082       0.010443       0.421384
    -133.000       0.037717       0.000619       0.422583
    -132.000       0.038348      -0.009605       0.423356
    -131.000       0.038882      -0.019454       0.423683
    -130.000       0.039446      -0.028188       0.423548
    -129.000       0.039999      -0.035030       0.422956
    -128.000       0.040489      -0.039442       0.421922
    -127.000       0.040986      -0.040942       0.420467
    -126.000       0.041410      -0.039274       0.418631
    -125.000       0.041862      -0.034514       0.416464
    -124.000       0.042243      -0.026880       0.414014
    -123.000       0.042547      -0.016901       0.411355
    -122.000       0.042919      -0.005352       0.408558
    -121.000       0.043149       0.006873       0.405698
    -120.000       0.043371       0.018751       0.402861
    -119.000       0.043578       0.029223       0.400130
    -118.000       0.043722       0.037378       0.397578
    -117.000       0.043813       0.042419       0.395291
    -116.000       0.043877       0.043845       0.393330
    -115.000       0.043921       0.041499       0.391752
    -114.000       0.043884       0.035501       0.390609
    -113.000       0.043839       0.026454       0.389928
    -112.000       0.043729       0.015061       0.389723
    -111.000       0.043647       0.002467       0.390002
    -110.000       0.043416      -0.010274       0.390745
    -109.000       0.043249      -0.021970       0.391923
    -108.000       0.043031      -0.031654       0.393500
    -107.000       0.042723      -0.038444       0.395420
    -106.000       0.042452      -0.041907       0.397622
    -105.000       0.042123      -0.041776       0.400045
    -104.000       0.041769      -0.038162       0.402617
    -103.000       0.041378      -0.031554       0.405267
    -102.000       0.040965      -0.022512       0.407930
    -101.000       0.040563      -0.011890       0.410536
    -100.000       0.040060      -0.000650       0.413027
     -99.000       0.039585       0.010357       0.415346
     -98.000       0.039143       0.020276       0.417442
     -97.000       0.038553       0.028256       0.419275
     -96.000       0.038087       0.033950       0.420814
     -95.000       0.037539       0.036824       0.422029
     -94.000       0.036998       0.036876       0.422907
     -93.000       0.036448       0.034174       0.423437
     -92.000       0.035875       0.029036       0.423616
     -91.000       0.035320       0.021885       0.423447
     -90.000       0.034743       0.013422       0.422944
     -89.000       0.034106       0.004219       0.422116
     -88.000       0.033598      -0.004962       0.420989
     -87.000       0.032938      -0.013456       0.419586
     -86.000       0.032347      -0.020660       0.417934
     -85.000       0.031800      -0.026138       0.416068
     -84.000       0.031158      -0.029446       0.414026
     -83.000       0.030581      -0.030527       0.411843
     -82.000       0.029987      -0.029319       0.409563
     -81.000       0.029404      -0.025989       0.407229
     -80.000       0.028805      -0.020866       0.404882
     -79.000       0.028209      -0.014435       0.402568
     -78.000       0.027646      -0.007119       0.400331
     -77.000       0.027078       0.000386       0.398211
     -76.000       0.026470       0.007594       0.396251
     -75.000       0.025952       0.013932       0.394494
     -74.000       0.025408       0.018993       0.392974
     -73.000       0.024808       0.022350       0.391730
     -72.000       0.024345       0.023982       0.390792
     -71.000       0.023790       0.023659       0.390186
     -70.000       0.023280       0.021594       0.389932
     -69.000       0.022777       0.018031       0.390046
     -68.000       0.022294       0.013261       0.390526
     -67.000       0.021793       0.007697       0.391374
     -66.000       0.021311       0.001923       0.392575
     -65.000       0.020822      -0.003805       0.394106
     -64.000       0.020389      -0.008916       0.395941
     -63.000       0.019863      -0.013117       0.398044
     -62.000       0.019417      -0.016199       0.400368
     -61.000       0.018983      -0.018015       0.402868
     -60.000       0.018469      -0.018438       0.405491
     -59.000       0.018044      -0.017684       0.408178
     -58.000       0.017605      -0.015823       0.410873
     -57.000       0.017156      -0.012989       0.413520
     -56.000       0.016739      -0.009617       0.416056
     -55.000       0.016330      -0.005809       0.418427
     -54.000       0.015961      -0.001846       0.420580
     -53.000       0.015571       0.001931       0.422461
     -52.000       0.015217       0.005416       0.424028
     -51.000       0.014958       0.008504       0.425238
     -50.000       0.014600       0.010842       0.426058
     -49.000       0.014385       0.012643       0.426465
     -48.000       0.014182       0.013680       0.426440
     -47.000       0.013987       0.013979       0.425972
     -46.000       0.013843       0.013573       0.425073
     -45.000       0.013793       0.012566       0.423749
     -44.000       0.013706       0.010816       0.422025
     -43.000       0.013719       0.008626       0.419940
     -42.000       0.013735       0.005946       0.417532
     -41.000       0.013824       0.002863       0.414853
     -40.000       0.013929      -0.000398       0.411970
     -39.000       0.014039      -0.003722       0.408943
     -38.000       0.014271      -0.007044       0.405849
     -37.000       0.014424      -0.009970       0.402768
     -36.000       0.014652      -0.012452       0.399776
     -35.000       0.014942      -0.014281       0.396955
     -34.000       0.015175      -0.015164       0.394391
     -33.000       0.015450      -0.015053       0.392148
     -32.000       0.015778      -0.013914       0.390297
     -31.000       0.016045      -0.011574       0.388898
     -30.000       0.016366      -0.008302       0.387985
