"NEW_depth_cm"	"Zr_Al"	"Ti_Al"	"Fe_Al"	"Ca_Ti"	"Rb_Ti"	"Si_Al"	"Br_cps"	"Sr_Ca"	"age_ka"
560	0.549148872196705	0.62529900975473	2.64075656536822	4.03578110560944	-1.25081478942605	2.2670233724048	1768	-2.38868376058901	116.825
561	0.469229888767292	0.593376807083259	2.64627268586222	4.01254987517389	-1.27752132082215	2.25426840072672	1908	-2.35526134803159	117.109
562	0.572089362547649	0.682167879665723	2.72227060108954	3.9480937047267	-1.24458087222221	2.27920573654727	1962	-2.32610332622148	117.396
563	0.538197325102863	0.669664733506534	2.7105026236775	3.90032259035154	-1.19080234113619	2.25230037156138	1927	-2.27723854198157	117.686
564	0.429194753866964	0.677662672671664	2.68129753354613	3.93431051679762	-1.28632054567469	2.24514808056248	1862	-2.31514772438139	117.978
565	0.379895764622024	0.593558686699241	2.64015933399705	4.00047884893199	-1.28429680803579	2.24719577822573	1863	-2.30951129452233	118.273
566	0.302148643381909	0.64884515566051	2.63146212639127	4.05649368304464	-1.26730528334118	2.29872565289976	1895	-2.364127774472	118.571
567	0.303967722132873	0.52406454278052	2.57729994415226	4.11143209979114	-1.27239813890776	2.21658427468539	1891	-2.32999155994873	118.872
568	0.457122815877031	0.56046745583644	2.63571462887464	4.08910478969805	-1.18820671198726	2.26371819398072	1947	-2.3023711714549	119.176
569	0.335381129038878	0.542975005155164	2.47890905636149	4.23389650474649	-1.34857593582341	2.23031532070478	1926	-2.34473238917148	119.484
570	0.348244180593329	0.470601218984976	2.49324058253955	4.37323436185428	-1.23418454675812	2.20046645338878	1807	-2.3441607301559	119.794
571	0.388550152469181	0.582890694289912	2.55744697778936	4.3343720057146	-1.1754312669218	2.26876331317091	2091	-2.30529799364482	120.108
