Depth sed [m]	Age [ka BP]	Ti/terr	K/terr	Terr/Ca
9.712	185.133	0.466	0.395	0.139
9.714	185.191	0.462	0.395	0.135
9.716	185.248	0.454	0.406	0.140
9.718	185.306	0.451	0.408	0.138
9.720	185.364	0.461	0.396	0.144
9.722	185.421	0.462	0.398	0.144
9.724	185.479	0.453	0.398	0.138
9.726	185.536	0.443	0.405	0.134
9.728	185.594	0.453	0.402	0.127
9.730	185.652	0.449	0.408	0.124
9.732	185.709	0.448	0.404	0.129
9.734	185.767	0.443	0.414	0.132
9.736	185.825	0.434	0.419	0.120
9.738	185.882	0.459	0.391	0.132
9.740	185.940	0.435	0.415	0.125
9.742	185.997	0.448	0.418	0.129
9.744	186.055	0.450	0.406	0.125
9.746	186.113	0.440	0.416	0.118
9.748	186.170	0.447	0.415	0.112
9.750	186.228	0.454	0.400	0.118
9.752	186.286	0.433	0.419	0.114
9.754	186.343	0.423	0.423	0.109
9.756	186.401	0.433	0.413	0.103
9.758	186.458	0.428	0.425	0.109
9.760	186.516	0.430	0.421	0.108
9.762	186.574	0.425	0.413	0.096
9.764	186.631	0.432	0.424	0.095
9.766	186.665	0.426	0.425	0.101
9.768	186.694	0.437	0.418	0.099
9.770	186.723	0.428	0.432	0.094
9.772	186.752	0.435	0.416	0.099
9.774	186.781	0.442	0.411	0.097
9.776	186.810	0.424	0.426	0.087
9.778	186.839	0.439	0.415	0.092
9.780	186.868	0.441	0.415	0.088
9.782	186.897	0.416	0.435	0.083
9.784	186.926	0.428	0.423	0.081
9.786	186.955	0.421	0.430	0.083
9.788	186.985	0.409	0.439	0.084
9.790	187.014	0.427	0.433	0.083
9.792	187.043	0.407	0.432	0.082
9.794	187.072	0.414	0.435	0.076
9.796	187.101	0.415	0.439	0.079
9.798	187.130	0.422	0.429	0.078
9.800	187.159	0.415	0.448	0.076
9.802	187.188	0.423	0.437	0.076
9.804	187.217	0.414	0.444	0.073
9.806	187.246	0.408	0.439	0.078
9.808	187.275	0.406	0.439	0.074
9.810	187.304	0.427	0.423	0.074
9.812	187.334	0.411	0.445	0.075
9.814	187.363	0.410	0.434	0.081
9.816	187.392	0.443	0.423	0.081
9.818	187.421	0.423	0.436	0.073
9.820	187.450	0.430	0.427	0.078
9.822	187.479	0.413	0.437	0.076
9.824	187.508	0.415	0.444	0.077
9.826	187.537	0.403	0.440	0.075
9.828	187.566	0.406	0.440	0.077
9.830	187.595	0.408	0.442	0.078
9.832	187.624	0.428	0.428	0.080
9.834	187.653	0.410	0.437	0.080
9.836	187.682	0.407	0.444	0.077
9.838	187.712	0.417	0.436	0.079
9.840	187.741	0.417	0.420	0.081
9.842	187.770	0.416	0.433	0.080
9.844	187.799	0.412	0.442	0.076
9.846	187.828	0.406	0.438	0.073
9.848	187.857	0.407	0.449	0.070
9.850	187.886	0.395	0.453	0.069
9.852	187.915	0.387	0.455	0.064
9.854	187.944	0.408	0.443	0.070
9.856	187.973	0.402	0.454	0.073
9.858	188.002	0.398	0.437	0.076
9.860	188.031	0.397	0.460	0.076
9.862	188.060	0.405	0.448	0.075
9.864	188.090	0.408	0.449	0.075
9.866	188.119	0.386	0.469	0.070
9.868	188.148	0.408	0.455	0.071
9.870	188.177	0.403	0.452	0.062
9.872	188.206	0.391	0.454	0.061
9.874	188.235	0.397	0.456	0.061
9.876	188.264	0.396	0.451	0.065
9.878	188.293	0.398	0.452	0.071
9.880	188.322	0.389	0.447	0.073
9.882	188.351	0.415	0.428	0.078
9.884	188.380	0.387	0.449	0.069
9.886	188.409	0.394	0.441	0.070
9.888	188.438	0.385	0.451	0.061
9.890	188.468	0.381	0.468	0.058
9.892	188.497	0.383	0.456	0.057
9.894	188.526	0.398	0.452	0.065
9.896	188.555	0.391	0.456	0.071
9.898	188.584	0.413	0.443	0.068
9.900	188.613	0.404	0.445	0.060
9.902	188.642	0.398	0.452	0.061
9.904	188.671	0.373	0.460	0.059
9.906	188.700	0.389	0.451	0.061
9.908	188.729	0.375	0.462	0.062
9.910	188.758	0.401	0.443	0.066
9.912	188.787	0.412	0.435	0.068
9.914	188.816	0.410	0.441	0.062
9.916	188.846	0.370	0.475	0.051
9.918	188.875	0.374	0.470	0.054
9.920	188.904	0.393	0.462	0.058
9.922	188.933	0.389	0.465	0.057
9.924	188.962	0.380	0.466	0.051
9.926	188.991	0.374	0.480	0.049
9.928	189.020	0.385	0.467	0.050
9.930	189.049	0.390	0.452	0.051
9.932	189.078	0.362	0.473	0.049
9.934	189.107	0.365	0.473	0.046
9.936	189.136	0.376	0.478	0.049
9.938	189.165	0.388	0.466	0.054
9.940	189.195	0.381	0.468	0.047
9.942	189.224	0.368	0.474	0.048
9.944	189.253	0.373	0.477	0.051
9.946	189.282	0.380	0.474	0.051
9.948	189.311	0.378	0.449	0.053
9.950	189.340	0.386	0.451	0.063
9.952	189.369	0.399	0.444	0.071
9.954	189.398	0.402	0.450	0.070
9.956	189.427	0.402	0.448	0.068
9.958	189.456	0.401	0.455	0.069
9.960	189.485	0.393	0.455	0.067
9.962	189.514	0.400	0.459	0.065
9.964	189.543	0.395	0.456	0.059
9.966	189.573	0.375	0.469	0.052
9.968	189.602	0.380	0.467	0.053
9.970	189.631	0.389	0.457	0.054
9.972	189.660	0.376	0.464	0.052
9.974	189.689	0.391	0.464	0.054
9.976	189.718	0.408	0.444	0.080
9.978	189.747	0.400	0.460	0.093
9.980	189.776	0.411	0.444	0.084
9.982	189.805	0.397	0.455	0.072
9.984	189.834	0.386	0.456	0.060
9.986	189.863	0.390	0.458	0.062
9.988	189.892	0.393	0.458	0.064
9.990	189.921	0.401	0.444	0.066
9.992	189.951	0.433	0.425	0.072
9.994	189.980	0.394	0.447	0.069
9.996	190.009	0.395	0.448	0.066
9.998	190.038	0.389	0.451	0.071
10.000	190.067	0.390	0.461	0.068
10.002	190.096	0.410	0.434	0.069
10.004	190.125	0.404	0.445	0.068
10.006	190.154	0.416	0.436	0.075
10.008	190.183	0.402	0.442	0.073
10.010	190.212	0.406	0.450	0.071
10.012	190.241	0.395	0.458	0.065
10.014	190.270	0.408	0.447	0.067
10.016	190.299	0.411	0.437	0.069
10.018	190.329	0.399	0.450	0.067
10.020	190.358	0.406	0.448	0.071
10.022	190.387	0.423	0.422	0.076
10.024	190.416	0.428	0.432	0.078
10.026	190.445	0.424	0.422	0.083
10.028	190.474	0.422	0.428	0.088
10.030	190.503	0.402	0.439	0.085
10.032	190.532	0.408	0.443	0.085
10.034	190.561	0.403	0.444	0.084
10.036	190.590	0.406	0.434	0.091
10.052	190.823	0.423	0.445	0.109
10.054	190.852	0.428	0.427	0.118
10.056	190.881	0.447	0.417	0.132
10.058	190.910	0.440	0.421	0.132
10.060	190.939	0.449	0.423	0.140
10.062	190.968	0.445	0.418	0.156
10.064	190.997	0.458	0.395	0.176
10.066	191.026	0.457	0.400	0.153
10.068	191.055	0.418	0.434	0.104
10.070	191.085	0.425	0.431	0.100
10.072	191.114	0.443	0.423	0.128
10.074	191.143	0.439	0.420	0.117
10.076	191.181	0.410	0.449	0.075
10.078	191.221	0.401	0.447	0.077
10.080	191.262	0.388	0.467	0.060
10.082	191.303	0.389	0.461	0.068
10.084	191.344	0.431	0.428	0.073
10.086	191.384	0.414	0.436	0.076
10.088	191.425	0.405	0.438	0.083
10.090	191.466	0.441	0.427	0.129
10.092	191.507	0.469	0.399	0.226
10.094	191.548	0.469	0.393	0.222
10.096	191.588	0.439	0.421	0.164
10.098	191.629	0.455	0.414	0.165
10.100	191.670	0.437	0.421	0.140
10.102	191.711	0.394	0.471	0.082
10.104	191.751	0.398	0.453	0.072
10.106	191.792	0.402	0.446	0.072
10.108	191.833	0.408	0.453	0.066
10.110	191.874	0.403	0.458	0.063
10.112	191.914	0.405	0.449	0.064
10.114	191.955	0.400	0.463	0.062
10.116	191.996	0.389	0.476	0.057
10.118	192.037	0.408	0.450	0.070
10.120	192.078	0.424	0.446	0.076
10.122	192.118	0.383	0.468	0.060
10.124	192.159	0.401	0.449	0.068
10.126	192.200	0.396	0.456	0.061
10.128	192.241	0.372	0.482	0.052
10.130	192.281	0.377	0.478	0.052
10.132	192.322	0.366	0.475	0.054
10.134	192.363	0.383	0.471	0.054
10.136	192.404	0.375	0.467	0.058
10.138	192.444	0.398	0.466	0.062
10.140	192.485	0.395	0.460	0.066
10.142	192.526	0.374	0.489	0.061
10.144	192.567	0.388	0.470	0.063
10.146	192.608	0.379	0.473	0.063
10.148	192.648	0.377	0.472	0.061
10.150	192.689	0.390	0.478	0.058
10.152	192.730	0.376	0.481	0.063
10.154	192.771	0.383	0.478	0.069
10.156	192.811	0.385	0.474	0.065
10.158	192.852	0.377	0.473	0.065
10.160	192.893	0.399	0.463	0.069
10.162	192.934	0.387	0.473	0.068
10.164	192.975	0.392	0.466	0.070
10.166	193.015	0.401	0.465	0.069
10.168	193.056	0.396	0.465	0.073
10.170	193.097	0.386	0.465	0.073
10.172	193.138	0.395	0.469	0.072
10.174	193.178	0.410	0.454	0.075
10.176	193.219	0.410	0.443	0.080
10.178	193.260	0.434	0.424	0.075
10.180	193.301	0.423	0.428	0.075
10.182	193.341	0.397	0.450	0.067
10.184	193.382	0.425	0.440	0.078
10.186	193.423	0.419	0.443	0.086
10.188	193.464	0.412	0.456	0.102
10.190	193.505	0.415	0.444	0.113
10.192	193.545	0.423	0.446	0.108
10.194	193.586	0.418	0.439	0.110
10.196	193.627	0.411	0.450	0.101
10.198	193.668	0.416	0.447	0.112
10.200	193.708	0.419	0.436	0.125
10.202	193.749	0.417	0.442	0.124
10.204	193.790	0.415	0.448	0.128
10.206	193.831	0.411	0.446	0.125
10.208	193.871	0.416	0.443	0.129
10.210	193.912	0.431	0.433	0.122
10.212	193.953	0.414	0.440	0.106
10.214	193.994	0.410	0.444	0.109
10.216	194.035	0.422	0.440	0.130
10.218	194.075	0.428	0.441	0.136
10.220	194.116	0.420	0.445	0.128
10.222	194.157	0.426	0.432	0.137
10.224	194.198	0.413	0.443	0.127
10.226	194.238	0.427	0.437	0.130
10.228	194.279	0.445	0.423	0.140
10.230	194.320	0.435	0.423	0.137
10.232	194.361	0.431	0.430	0.137
10.234	194.402	0.426	0.434	0.142
10.236	194.442	0.417	0.445	0.132
10.238	194.483	0.418	0.441	0.125
10.240	194.524	0.421	0.435	0.127
10.242	194.565	0.429	0.430	0.124
10.244	194.605	0.416	0.442	0.121
10.246	194.646	0.426	0.430	0.118
10.248	194.687	0.429	0.425	0.133
10.250	194.728	0.433	0.425	0.130
10.252	194.768	0.413	0.440	0.126
10.254	194.809	0.419	0.436	0.123
10.256	194.850	0.415	0.437	0.117
10.258	194.891	0.429	0.429	0.126
10.260	194.932	0.427	0.430	0.127
10.262	194.972	0.414	0.443	0.110
10.264	195.013	0.420	0.443	0.121
10.266	195.054	0.414	0.442	0.125
10.268	195.095	0.383	0.467	0.081
10.270	195.135	0.403	0.446	0.096
10.272	195.176	0.387	0.454	0.093
10.274	195.217	0.390	0.462	0.083
10.276	195.258	0.383	0.466	0.072
10.278	195.298	0.379	0.487	0.069
10.280	195.339	0.398	0.461	0.075
10.282	195.380	0.369	0.482	0.079
10.284	195.421	0.387	0.467	0.073
10.286	195.462	0.364	0.487	0.055
10.288	195.502	0.351	0.497	0.053
10.290	195.543	0.375	0.481	0.058
10.292	195.584	0.360	0.482	0.059
10.294	195.625	0.388	0.468	0.063
10.296	195.665	0.374	0.484	0.060
10.298	195.706	0.374	0.485	0.054
10.300	195.747	0.389	0.469	0.061
10.302	195.788	0.385	0.474	0.067
10.304	195.828	0.390	0.473	0.071
10.306	195.869	0.381	0.478	0.074
10.308	195.910	0.385	0.474	0.073
10.310	195.951	0.371	0.485	0.071
10.312	195.992	0.383	0.470	0.073
10.314	196.032	0.392	0.470	0.079
10.316	196.073	0.410	0.453	0.083
10.318	196.114	0.392	0.460	0.082
10.320	196.155	0.398	0.469	0.084
10.322	196.195	0.395	0.468	0.082
10.324	196.236	0.399	0.457	0.072
10.326	196.277	0.375	0.489	0.061
10.328	196.318	0.396	0.465	0.068
10.330	196.359	0.396	0.462	0.081
10.332	196.399	0.378	0.474	0.066
10.334	196.440	0.397	0.460	0.085
10.336	196.481	0.408	0.451	0.093
10.338	196.522	0.401	0.460	0.089
10.340	196.562	0.415	0.439	0.098
10.342	196.603	0.415	0.449	0.099
10.344	196.644	0.403	0.460	0.088
10.346	196.685	0.397	0.455	0.084
10.348	196.725	0.392	0.469	0.075
10.350	196.766	0.385	0.460	0.075
10.352	196.807	0.406	0.456	0.078
10.354	196.848	0.402	0.453	0.083
10.356	196.889	0.396	0.461	0.084
10.358	196.929	0.400	0.460	0.092
10.360	196.970	0.395	0.462	0.095
10.362	197.011	0.393	0.459	0.083
10.364	197.052	0.397	0.461	0.084
10.366	197.092	0.405	0.451	0.090
10.368	197.133	0.407	0.454	0.090
10.370	197.174	0.385	0.465	0.078
10.372	197.215	0.385	0.465	0.072
10.374	197.255	0.378	0.478	0.074
10.376	197.296	0.382	0.470	0.072
10.378	197.337	0.380	0.471	0.074
10.380	197.378	0.374	0.478	0.073
10.382	197.419	0.371	0.482	0.070
10.384	197.459	0.377	0.477	0.073
10.386	197.500	0.363	0.489	0.064
10.388	197.541	0.356	0.492	0.058
10.390	197.582	0.361	0.492	0.059
10.392	197.622	0.341	0.499	0.059
10.394	197.663	0.355	0.495	0.062
10.396	197.704	0.359	0.494	0.064
10.398	197.745	0.370	0.487	0.068
10.400	197.786	0.363	0.500	0.062
10.402	197.826	0.339	0.514	0.058
10.404	197.867	0.351	0.502	0.055
10.406	197.908	0.343	0.515	0.051
10.408	197.949	0.337	0.518	0.050
10.410	197.989	0.329	0.521	0.049
10.412	198.030	0.317	0.528	0.049
10.414	198.071	0.326	0.517	0.050
10.416	198.112	0.326	0.517	0.047
10.418	198.152	0.327	0.519	0.050
10.420	198.193	0.310	0.531	0.042
10.422	198.234	0.302	0.534	0.041
10.424	198.275	0.314	0.542	0.038
10.426	198.316	0.300	0.550	0.037
10.428	198.356	0.306	0.533	0.037
10.430	198.397	0.309	0.533	0.036
10.432	198.438	0.293	0.535	0.034
10.434	198.479	0.329	0.519	0.041
10.436	198.519	0.352	0.503	0.042
10.438	198.560	0.309	0.538	0.032
10.440	198.601	0.308	0.546	0.032
10.442	198.642	0.306	0.533	0.033
10.444	198.682	0.314	0.527	0.038
10.446	198.723	0.295	0.542	0.034
10.448	198.764	0.298	0.544	0.033
10.450	198.805	0.314	0.539	0.035
10.452	198.846	0.312	0.524	0.035
10.454	198.886	0.315	0.529	0.035
10.456	198.927	0.310	0.538	0.034
10.458	198.968	0.318	0.530	0.035
10.460	199.009	0.301	0.540	0.033
10.462	199.049	0.322	0.535	0.034
10.464	199.090	0.320	0.527	0.037
10.466	199.131	0.318	0.541	0.035
10.468	199.172	0.324	0.524	0.033
10.470	199.213	0.311	0.534	0.031
10.472	199.253	0.308	0.531	0.035
10.474	199.294	0.344	0.513	0.046
10.476	199.335	0.360	0.494	0.061
10.478	199.376	0.386	0.474	0.070
10.480	199.416	0.361	0.484	0.070
10.482	199.457	0.367	0.487	0.065
10.484	199.498	0.336	0.514	0.047
10.486	199.539	0.298	0.535	0.038
10.488	199.579	0.309	0.534	0.040
10.490	199.620	0.323	0.524	0.039
10.492	199.661	0.336	0.519	0.039
10.494	199.702	0.315	0.529	0.038
10.496	199.743	0.311	0.536	0.036
10.498	199.783	0.312	0.541	0.033
10.500	199.824	0.313	0.535	0.034
10.502	199.865	0.343	0.513	0.040
10.504	199.906	0.366	0.487	0.051
10.506	199.946	0.379	0.469	0.056
10.508	199.987	0.395	0.472	0.057
10.510	200.028	0.373	0.478	0.057
10.512	200.069	0.384	0.468	0.058
10.514	200.109	0.363	0.483	0.055
10.516	200.150	0.319	0.516	0.041
10.518	200.191	0.313	0.536	0.039
10.520	200.232	0.314	0.519	0.039
10.522	200.273	0.322	0.529	0.038
10.524	200.313	0.319	0.525	0.039
10.526	200.354	0.306	0.546	0.037
10.528	200.395	0.304	0.532	0.039
10.530	200.436	0.326	0.523	0.042
10.532	200.476	0.318	0.531	0.042
10.534	200.517	0.340	0.517	0.046
10.536	200.558	0.338	0.513	0.046
10.538	200.624	0.344	0.508	0.048
10.540	200.691	0.357	0.500	0.053
10.542	200.758	0.368	0.488	0.056
10.544	200.825	0.374	0.479	0.056
10.546	200.892	0.354	0.495	0.052
10.548	200.958	0.360	0.488	0.057
10.550	201.025	0.344	0.510	0.051
10.552	201.092	0.342	0.509	0.050
10.554	201.159	0.327	0.501	0.044
10.556	201.226	0.333	0.506	0.045
10.558	201.293	0.334	0.509	0.043
10.560	201.360	0.341	0.501	0.045
10.562	201.427	0.358	0.497	0.047
10.564	201.494	0.364	0.488	0.047
10.566	201.561	0.356	0.501	0.045
10.568	201.628	0.345	0.507	0.045
10.570	201.695	0.356	0.486	0.046
10.572	201.762	0.342	0.513	0.045
10.574	201.829	0.326	0.515	0.045
10.576	201.896	0.335	0.513	0.045
10.578	201.963	0.355	0.495	0.047
10.580	202.030	0.345	0.515	0.045
10.582	202.097	0.351	0.507	0.046
10.584	202.164	0.330	0.513	0.047
10.586	202.231	0.330	0.507	0.046
10.588	202.298	0.343	0.510	0.042
10.590	202.365	0.361	0.486	0.047
10.592	202.432	0.373	0.490	0.053
10.594	202.499	0.378	0.478	0.054
10.596	202.566	0.366	0.488	0.058
10.598	202.633	0.378	0.478	0.057
10.600	202.700	0.384	0.470	0.059
10.602	202.767	0.395	0.461	0.060
10.604	202.834	0.395	0.464	0.059
10.606	202.901	0.410	0.446	0.061
10.608	202.968	0.387	0.477	0.056
10.610	203.035	0.381	0.474	0.051
10.612	203.102	0.376	0.465	0.053
10.614	203.169	0.372	0.471	0.054
10.616	203.235	0.372	0.488	0.053
10.618	203.302	0.386	0.470	0.058
10.620	203.369	0.407	0.459	0.061
10.622	203.436	0.412	0.442	0.067
10.624	203.503	0.413	0.447	0.067
10.626	203.570	0.419	0.447	0.064
10.628	203.637	0.416	0.446	0.058
10.630	203.704	0.426	0.439	0.065
10.632	203.771	0.413	0.439	0.065
10.634	203.838	0.422	0.447	0.067
10.636	203.905	0.402	0.462	0.062
10.638	203.972	0.402	0.465	0.061
10.640	204.039	0.416	0.442	0.066
10.642	204.106	0.423	0.438	0.066
10.644	204.173	0.424	0.443	0.069
10.646	204.240	0.429	0.441	0.068
10.648	204.307	0.433	0.435	0.071
10.650	204.374	0.442	0.420	0.074
10.652	204.441	0.432	0.428	0.081
10.654	204.508	0.439	0.430	0.072
10.656	204.575	0.437	0.431	0.069
10.658	204.642	0.420	0.445	0.066
10.660	204.709	0.407	0.448	0.062
10.662	204.776	0.431	0.440	0.068
10.664	204.843	0.429	0.434	0.067
10.666	204.910	0.414	0.449	0.063
10.668	204.977	0.409	0.447	0.067
10.670	205.044	0.437	0.417	0.082
10.672	205.111	0.443	0.429	0.076
10.674	205.178	0.446	0.419	0.082
10.676	205.245	0.451	0.408	0.086
10.678	205.312	0.444	0.411	0.084
10.680	205.379	0.463	0.400	0.088
10.682	205.446	0.461	0.398	0.097
10.684	205.512	0.458	0.413	0.094
10.686	205.579	0.455	0.409	0.094
10.688	205.646	0.460	0.406	0.096
10.690	205.713	0.425	0.434	0.079
10.692	205.780	0.432	0.423	0.077
10.694	205.847	0.456	0.400	0.093
10.696	205.914	0.442	0.418	0.084
10.698	205.981	0.448	0.424	0.083
10.700	206.048	0.462	0.409	0.087
10.702	206.115	0.462	0.400	0.103
10.704	206.182	0.486	0.384	0.116
10.706	206.249	0.482	0.389	0.110
10.708	206.316	0.469	0.398	0.104
10.710	206.383	0.486	0.385	0.121
10.712	206.450	0.503	0.367	0.141
10.714	206.517	0.494	0.378	0.131
10.716	206.584	0.493	0.379	0.123
10.718	206.651	0.486	0.385	0.120
10.720	206.718	0.483	0.382	0.114
10.722	206.785	0.484	0.383	0.102
10.724	206.852	0.469	0.392	0.098
10.726	206.919	0.477	0.380	0.094
10.728	206.986	0.503	0.368	0.123
10.730	207.053	0.490	0.379	0.124
10.732	207.120	0.503	0.370	0.131
10.734	207.187	0.491	0.377	0.121
10.736	207.254	0.474	0.394	0.106
10.738	207.321	0.467	0.403	0.100
10.740	207.388	0.473	0.394	0.100
10.742	207.455	0.468	0.397	0.095
10.744	207.522	0.470	0.404	0.098
10.746	207.589	0.461	0.398	0.099
10.748	207.656	0.489	0.383	0.106
10.750	207.723	0.476	0.397	0.105
10.752	207.789	0.474	0.389	0.107
10.754	207.856	0.475	0.396	0.113
10.756	207.923	0.484	0.390	0.119
10.758	207.990	0.477	0.387	0.129
10.760	208.057	0.489	0.378	0.127
10.762	208.124	0.475	0.393	0.118
10.764	208.191	0.490	0.382	0.124
10.766	208.258	0.496	0.377	0.128
10.768	208.325	0.495	0.373	0.143
10.770	208.392	0.483	0.379	0.126
10.772	208.459	0.453	0.409	0.101
10.774	208.526	0.467	0.400	0.099
10.776	208.593	0.470	0.398	0.105
10.778	208.650	0.461	0.407	0.103
10.780	208.685	0.462	0.404	0.109
10.782	208.720	0.466	0.407	0.104
10.784	208.755	0.469	0.406	0.101
10.786	208.790	0.464	0.407	0.100
10.788	208.825	0.460	0.408	0.092
10.790	208.860	0.451	0.411	0.091
10.792	208.895	0.447	0.414	0.084
10.794	208.930	0.441	0.419	0.087
10.796	208.964	0.447	0.417	0.089
10.798	208.999	0.455	0.413	0.091
10.800	209.034	0.450	0.423	0.080
10.802	209.069	0.455	0.410	0.090
10.804	209.104	0.468	0.400	0.099
10.806	209.139	0.474	0.397	0.109
10.808	209.174	0.470	0.401	0.111
10.810	209.209	0.475	0.396	0.105
10.812	209.244	0.471	0.398	0.101
10.814	209.279	0.444	0.426	0.084
10.816	209.313	0.456	0.414	0.087
10.818	209.348	0.448	0.418	0.086
10.820	209.383	0.441	0.425	0.078
10.822	209.418	0.435	0.423	0.080
10.824	209.453	0.427	0.431	0.072
10.826	209.488	0.416	0.447	0.063
10.828	209.523	0.403	0.459	0.057
10.830	209.558	0.412	0.452	0.063
10.832	209.593	0.428	0.434	0.069
10.834	209.627	0.444	0.418	0.075
10.836	209.662	0.446	0.422	0.083
10.838	209.697	0.444	0.427	0.079
10.840	209.732	0.454	0.418	0.081
10.842	209.767	0.478	0.402	0.091
10.844	209.802	0.471	0.401	0.093
10.846	209.837	0.458	0.410	0.088
10.848	209.872	0.451	0.411	0.084
10.850	209.907	0.435	0.428	0.076
10.852	209.941	0.423	0.436	0.069
10.854	209.976	0.408	0.455	0.059
10.856	210.011	0.412	0.456	0.060
10.858	210.046	0.427	0.444	0.060
10.860	210.081	0.412	0.449	0.059
10.862	210.116	0.423	0.447	0.057
10.864	210.151	0.409	0.448	0.060
10.866	210.186	0.467	0.406	0.092
10.868	210.221	0.480	0.392	0.108
10.870	210.255	0.472	0.394	0.112
10.872	210.290	0.469	0.400	0.099
10.874	210.325	0.451	0.415	0.088
10.876	210.360	0.432	0.440	0.075
10.878	210.395	0.454	0.414	0.089
10.880	210.430	0.462	0.410	0.091
10.882	210.465	0.466	0.407	0.089
10.884	210.500	0.417	0.444	0.062
10.886	210.535	0.428	0.447	0.060
10.888	210.569	0.420	0.445	0.061
10.890	210.604	0.408	0.454	0.059
10.892	210.639	0.431	0.441	0.062
10.894	210.674	0.451	0.418	0.077
10.896	210.709	0.461	0.408	0.087
10.898	210.744	0.460	0.412	0.084
10.900	210.779	0.445	0.417	0.085
10.902	210.814	0.429	0.430	0.076
10.904	210.849	0.428	0.425	0.070
10.906	210.883	0.420	0.446	0.059
10.908	210.918	0.416	0.451	0.056
10.910	210.953	0.403	0.460	0.057
10.912	210.988	0.403	0.464	0.055
10.914	211.023	0.394	0.450	0.056
10.916	211.058	0.404	0.450	0.058
10.918	211.093	0.394	0.471	0.057
10.920	211.128	0.406	0.461	0.057
10.922	211.163	0.405	0.460	0.054
10.924	211.197	0.391	0.459	0.056
10.926	211.232	0.394	0.454	0.057
10.928	211.267	0.397	0.457	0.056
10.930	211.302	0.412	0.454	0.056
10.932	211.337	0.396	0.455	0.059
10.934	211.372	0.403	0.455	0.062
10.936	211.407	0.391	0.452	0.057
10.938	211.442	0.415	0.451	0.056
10.940	211.477	0.401	0.459	0.054
10.942	211.512	0.390	0.463	0.055
10.944	211.546	0.394	0.466	0.052
10.946	211.581	0.415	0.440	0.057
10.948	211.616	0.404	0.458	0.058
10.950	211.651	0.415	0.451	0.061
10.952	211.686	0.406	0.444	0.065
10.954	211.721	0.414	0.445	0.059
10.956	211.756	0.384	0.463	0.055
10.958	211.791	0.413	0.438	0.062
10.960	211.826	0.409	0.457	0.060
10.962	211.860	0.411	0.451	0.061
10.964	211.895	0.410	0.460	0.060
10.966	211.930	0.417	0.446	0.062
10.968	211.965	0.410	0.457	0.061
10.970	212.000	0.401	0.453	0.060
10.972	212.035	0.408	0.456	0.057
10.974	212.070	0.409	0.453	0.060
10.976	212.105	0.398	0.452	0.060
10.978	212.140	0.398	0.461	0.058
10.980	212.174	0.394	0.461	0.057
10.982	212.209	0.403	0.460	0.058
10.984	212.244	0.407	0.451	0.061
10.986	212.279	0.385	0.464	0.057
10.988	212.314	0.391	0.461	0.055
10.990	212.349	0.388	0.471	0.046
10.992	212.384	0.394	0.469	0.051
10.994	212.419	0.405	0.448	0.060
10.996	212.454	0.396	0.455	0.054
10.998	212.488	0.387	0.462	0.050
11.000	212.523	0.398	0.463	0.051
11.002	212.558	0.397	0.471	0.050
11.004	212.593	0.406	0.451	0.052
11.006	212.628	0.403	0.459	0.053
11.008	212.663	0.382	0.478	0.051
11.010	212.698	0.396	0.469	0.052
11.012	212.733	0.393	0.470	0.054
11.014	212.768	0.400	0.462	0.054
11.016	212.802	0.397	0.456	0.053
11.018	212.837	0.412	0.453	0.055
11.020	212.872	0.400	0.447	0.049
11.022	212.907	0.398	0.467	0.048
11.024	212.942	0.402	0.461	0.054
11.026	212.977	0.416	0.457	0.059
11.028	213.012	0.414	0.440	0.066
11.030	213.047	0.411	0.453	0.057
11.032	213.082	0.409	0.453	0.056
11.034	213.116	0.414	0.440	0.057
11.036	213.151	0.416	0.445	0.061
11.038	213.186	0.401	0.450	0.059
11.040	213.221	0.412	0.441	0.060
11.042	213.256	0.410	0.452	0.060
11.044	213.291	0.390	0.460	0.059
