Age Ti/Ca_kaBP	KL09_TiCa	Age Hem_kaBP	KL09_Hem	Age MGSQ_kaBP	MGSG		time_kyr	Sanbao sim	MGSQ sim
11.3134	0.013			402.157	0.514409		190.125	-0.717	0.420516854
11.3198	0.01			402.271	0.517374		190.25	-0.756	0.427490882
11.3261	0.011			402.385	0.520339		190.375	-0.698	0.429033297
11.3325	0.011			402.614	0.52627		190.5	-0.833	0.427379832
11.339	0.01			402.842	0.532315		190.625	-0.891	0.425993679
11.3454	0.011			403.07	0.538475		190.75	-1.079	0.425468622
11.3518	0.011			403.184	0.541555		190.875	-1.333	0.425168383
11.3582	0.014			403.527	0.550795		191	-1.642	0.42655001
11.3646	0.016			403.755	0.556955		191.125	-1.684	0.431803145
11.371	0.013			403.983	0.55853		191.25	-1.618	0.440983689
11.3774	0.012			404.097	0.557024		191.375	-1.598	0.451005285
11.3838	0.012			404.326	0.554012		191.5	-1.388	0.457306356
11.3902	0.011			404.44	0.552506		191.625	-0.709	0.459173145
11.3966	0.011			404.668	0.549494		191.75	-0.554	0.461000079
11.403	0.011			404.782	0.547989		191.875	1.187	0.465376554
11.4094	0.012			404.896	0.546483		192	1.618	0.467553773
11.4159	0.013			405.01	0.544977		192.125	1.755	0.460260151
11.4223	0.01			405.239	0.546921		192.25	1.663	0.445248334
11.4286	0.013			405.353	0.547892		192.375	1.615	0.435487702
11.4351	0.011			405.467	0.548864		192.5	1.515	0.44161856
11.4415	0.01			405.581	0.549836		192.625	1.355	0.458342641
11.4479	0.011			405.695	0.550808		192.75	1.272	0.469113941
11.4543	0.011			405.809	0.55178		192.875	0.975	0.46417161
11.4607	0.011			405.924	0.552752		193	0.615	0.448876476
11.4671	0.011			406.152	0.554695		193.125	0.54	0.435954992
11.4735	0.014			406.266	0.554041		193.25	0.883	0.435174708
11.4799	0.009			406.38	0.553387		193.375	1.652	0.445963819
11.4863	0.008			406.494	0.552733		193.5	1.731	0.457740487
11.4927	0.01			406.608	0.552079		193.625	1.713	0.462421699
11.4991	0.014			406.722	0.551425		193.75	1.66	0.462380952
11.5055	0.014			406.837	0.550771		193.875	1.735	0.463387401
11.5119	0.016			406.951	0.550117		194	1.666	0.466612177
11.5184	0.015			407.065	0.549462		194.125	1.699	0.468759579
11.5248	0.014			407.179	0.548808		194.25	1.639	0.468795555
11.5311	0.017			407.293	0.548154		194.375	1.618	0.474853931
11.5376	0.019			407.521	0.555931		194.5	1.65	0.494691197
11.544	0.019			407.75	0.563707		194.625	1.643	0.518188608
11.5504	0.02			407.864	0.567595		194.75	1.663	0.528184811
11.5568	0.023			408.092	0.575371		194.875	1.664	0.524754155
11.5632	0.022			408.206	0.579259		195	1.708	0.520492593
11.5696	0.024			408.435	0.587036		195.125	1.586	0.524134847
11.576	0.025			408.549	0.587894		195.25	1.592	0.535562383
11.5895	0.033			408.777	0.589612		195.375	1.652	0.546134454
11.6031	0.056			408.891	0.59047		195.5	1.717	0.546763945
11.6166	0.051			409.005	0.591329		195.625	1.634	0.538339307
11.6302	0.054			409.119	0.592188		195.75	1.657	0.531288794
11.6437	0.053			409.348	0.593905		195.875	1.489	0.5330208
11.6573	0.051			409.462	0.594763		196	1.481	0.539502013
11.6708	0.04			409.576	0.595622		196.125	1.421	0.542148339
11.6843	0.043			409.69	0.594005		196.25	1.419	0.537337755
11.6978	0.054			409.804	0.592388		196.375	1.448	0.526536369
11.7113	0.056			410.032	0.589154		196.5	1.466	0.510542577
11.7249	0.05			410.147	0.587537		196.625	1.487	0.489883842
11.7384	0.055			410.261	0.58592		196.75	1.484	0.47167105
11.752	0.059			410.375	0.584302		196.875	1.437	0.466189941
11.7655	0.041			410.489	0.582685		197	1.407	0.474187544
11.7791	0.047			410.603	0.581068		197.125	1.409	0.484582901
11.7926	0.034			410.717	0.579451		197.25	1.412	0.48729853
11.8062	0.018			410.945	0.577386		197.375	1.448	0.484501131
11.8197	0.015			411.06	0.576354		197.5	1.466	0.482394878
11.8332	0.016			411.288	0.574289		197.625	1.272	0.479501301
11.8468	0.017			411.402	0.573256		197.75	1.464	0.474010117
11.8603	0.011			411.63	0.571191		197.875	1.399	0.469478796
11.8739	0.015			411.744	0.570158		198	1.37	0.467051654
11.8874	0.013			411.973	0.567579		198.125	1.37	0.464833159
11.901	0.014			412.201	0.564485		198.25	1.408	0.460152726
11.9145	0.015			412.315	0.562939		198.375	1.2	0.4468027
11.928	0.014			412.429	0.561392		198.5	1.093	0.422676834
11.9415	0.014			412.657	0.558298		198.625	0.947	0.399322567
11.955	0.016			412.772	0.556751		198.75	0.846	0.391173458
11.9686	0.012			413	0.553658		198.875	0.597	0.399983595
11.9821	0.014			413.228	0.555343		199	0.398	0.415622595
11.9957	0.015			413.456	0.557028		199.125	-0.342	0.424886647
12.0092	0.017			413.685	0.558713		199.25	-0.736	0.419573612
12.0228	0.017			413.799	0.559555		199.375	-1.184	0.402438165
12.0363	0.018			414.027	0.561241		199.5	-1.097	0.384232511
12.0499	0.019			414.255	0.563072		199.625	-1.269	0.373656102
12.0634	0.019			414.484	0.565051		199.75	-1.183	0.374509826
12.0769	0.022			414.712	0.567029		199.875	-1.188	0.389107727
12.0905	0.022			414.94	0.569008		200	-1.076	0.414884525
12.104	0.027			415.054	0.569997		200.125	-1.122	0.440020873
12.1176	0.031			415.168	0.570986		200.25	-1.303	0.452027494
12.1311	0.054			415.283	0.571975		200.375	-1.212	0.449638381
12.1447	0.047			415.511	0.570413		200.5	-1.669	0.441174444
12.1582	0.04			415.739	0.56885		200.625	-1.651	0.432122468
12.1717	0.036			415.967	0.567288		200.75	-1.69	0.422116516
12.1852	0.047			416.082	0.566506		200.875	-1.474	0.411613477
12.1987	0.04			416.31	0.564944		201	-1.356	0.40160322
12.2123	0.048			416.424	0.564162		201.125	-1.12	0.392583675
12.2258	0.04			416.538	0.560527		201.25	-0.995	0.387920296
12.2394	0.036			416.766	0.553257		201.375	-0.726	0.390952917
12.2529	0.034			417.109	0.542352		201.5	-0.505	0.398949291
12.2665	0.036			417.451	0.531447		201.625	-0.739	0.408981207
12.28	0.031			417.679	0.520604		201.75	-0.886	0.423537199
12.2936	0.032			417.908	0.506187		201.875	-0.848	0.440034967
12.3071	0.032			418.136	0.491771		202	-0.433	0.447167519
12.3206	0.038			418.364	0.477355		202.125	-0.869	0.439250376
12.3342	0.043			418.593	0.462938		202.25	-0.937	0.423669878
12.3477	0.04			418.935	0.454698		202.375	-0.832	0.409974776
12.3613	0.048			419.163	0.453665		202.5	-0.913	0.400131604
12.3748	0.049			419.506	0.452117		202.625	-1.054	0.394295402
12.3884	0.06			419.848	0.450568		202.75	-0.935	0.395588105
12.4019	0.058			419.932	0.458954		202.875	-1.113	0.403583997
12.4154	0.053			420.058	0.471533		203	-1.024	0.41244082
12.4289	0.044			420.183	0.484112		203.125	-1.123	0.417576282
12.4424	0.044			420.309	0.494975		203.25	-1.027	0.4186485
12.456	0.051			420.393	0.499929		203.375	-1.059	0.417890175
12.4695	0.052			420.435	0.502406		203.5	-1.09	0.417647901
12.4831	0.043			420.519	0.50736		203.625	-1.029	0.419106343
12.4966	0.047			420.644	0.514791		203.75	-1.05	0.423858463
12.5102	0.05			420.77	0.508665		203.875	-1.04	0.433459605
12.5237	0.067			420.896	0.495759		204	-1.118	0.444885528
12.5372	0.07			421.022	0.482854		204.125	-1.151	0.451265231
12.5508	0.061			421.106	0.47425		204.25	-1.187	0.450787386
12.5643	0.072			421.231	0.464817		204.375	-1.388	0.448747515
12.5779	0.054			421.399	0.45224		204.5	-1.286	0.448182425
12.5914	0.061			421.525	0.442806		204.625	-1.097	0.446882072
12.605	0.081			421.692	0.4341		204.75	-1.257	0.445195068
12.6185	0.09			421.818	0.42757		204.875	-1.394	0.446609729
12.632	0.077			421.986	0.417539		205	-1.275	0.451421242
12.6455	0.081			422.112	0.407038		205.125	-1.113	0.457650095
12.659	0.069			422.195	0.400037		205.25	-1.131	0.463839727
12.6726	0.064			422.321	0.389536		205.375	-1.292	0.468901066
12.6861	0.064			422.405	0.389894		205.5	-1.427	0.472833995
12.6997	0.062			422.489	0.397609		205.625	-1.412	0.476543366
12.7132	0.075			422.573	0.405325		205.75	-1.372	0.479129221
12.7268	0.077			422.657	0.413041		205.875	-1.369	0.479172728
12.7403	0.082			422.782	0.424614		206	-1.412	0.47889129
12.7539	0.084			422.866	0.433739		206.125	-1.451	0.481512187
12.7674	0.075			423.034	0.451989		206.25	-1.447	0.485759225
12.7809	0.074			423.201	0.470238		206.375	-1.43	0.488208631
12.7945	0.091			423.327	0.454357		206.5	-1.428	0.488482217
12.808	0.084			423.495	0.433182		206.625	-1.46	0.489323665
12.8216	0.075			423.621	0.417301		206.75	-1.493	0.493127384
12.8351	0.049			423.788	0.395798		206.875	-1.504	0.498696595
12.8487	0.044			423.914	0.379672		207	-1.504	0.502173728
12.8622	0.057			423.998	0.36892		207.125	-1.518	0.501332086
12.8757	0.06			424.04	0.363545		207.25	-1.586	0.497971521
12.8892	0.076			424.124	0.36644		207.375	-1.66	0.495626595
12.9027	0.068			424.249	0.370783		207.5	-1.638	0.49610148
12.9163	0.075			424.375	0.375125		207.625	-1.541	0.499074017
12.9298	0.078			424.543	0.38769		207.75	-1.459	0.50321601
12.9434	0.066			424.669	0.402196		207.875	-1.515	0.506914562
12.9569	0.067			424.836	0.421536		208	-1.603	0.509443443
12.9705	0.068			425.004	0.412423		208.125	-1.666	0.511390128
12.984	0.081			425.13	0.398475		208.25	-1.69	0.513426266
12.9976	0.07			425.255	0.384527		208.375	-1.713	0.515307454
13.0111	0.038			425.381	0.375666		208.5	-1.724	0.516574327
13.0246	0.03			425.507	0.36935		208.625	-1.73	0.517621917
13.0382	0.043			425.675	0.360928		208.75	-1.681	0.51950011
13.0517	0.056			425.884	0.298655		208.875	-1.49	0.522248988
13.0653	0.05			426.01	0.25353		209	-1.291	0.524530547
13.0788	0.058			426.22	0.213017		209.125	-0.979	0.525292981
13.0924	0.057			426.387	0.222243		209.25	-0.59	0.524883106
13.1059	0.067			426.765	0.192956		209.375	-0.282	0.524618048
13.1194	0.058			427.309	0.0242439		209.5	-0.384	0.525384129
13.1329	0.054			428.064	-0.0229391		209.625	-0.545	0.526694813
13.1464	0.08			432.625	0.00326781		209.75	-0.473	0.527704842
13.16	0.053			437.946	0.0784112		209.875	-0.148	0.528178774
13.1735	0.066			446.185	-0.107651		210	0.153	0.527588714
13.1871	0.05			447.699	0.0389351		210.125	0.246	0.525319819
13.2006	0.047			449.212	0.214986		210.25	0.293	0.52212428
13.2142	0.04			450.782	0.244279		210.375	0.34	0.519784135
13.2277	0.031			452.295	0.199121		210.5	0.387	0.519404879
13.2413	0.033			453.865	0.202029		210.625	0.434	0.52038925
13.2548	0.041			455.267	0.268372		210.75	0.481	0.521115767
13.2683	0.042			456.276	0.352088		210.875	0.493	0.520419472
13.2819	0.057			457.004	0.362602		211	0.473	0.518662329
13.2954	0.048			457.565	0.407816		211.125	0.453	0.517146006
13.309	0.047			458.316	0.369994		211.25	0.433	0.516410474
13.3225	0.059			459.15	0.337745		211.375	0.412	0.516290189
13.3361	0.066			459.901	0.332988		211.5	0.392	0.516695759
13.3496	0.067			460.735	0.333543		211.625	0.38	0.517116778
13.3631	0.08			461.569	0.277595		211.75	0.397	0.516687949
13.3766	0.083			462.32	0.202609		211.875	0.417	0.515431232
13.3901	0.082			471.226	0.322669		212	0.437	0.514072226
13.4037	0.079			472.198	0.226123		212.125	0.457	0.512638201
13.4172	0.088			473.063	0.183124		212.25	0.478	0.510660011
13.4308	0.094			473.603	0.170783		212.375	0.5	0.508438985
13.4443	0.079			474.035	0.17376		212.5	0.581	0.506914162
13.4579	0.083			474.467	0.176738		212.625	0.69	0.506246979
13.4714	0.093			474.791	0.175911		212.75	0.799	0.505340402
13.485	0.079			475.007	0.175359		212.875	0.907	0.503321417
13.4985	0.079			475.223	0.174807		213	1.016	0.500816254
13.512	0.092			475.331	0.174531		213.125	1.124	0.499593274
13.5256	0.078			475.439	0.174255		213.25	1.199	0.50177055
13.5391	0.085			475.547	0.17398		213.375	1.207	0.508639001
13.5527	0.086			475.763	0.1654		213.5	1.214	0.518657657
13.5662	0.084			475.871	0.161111		213.625	1.22	0.52749454
13.5797	0.079			475.979	0.156821		213.75	1.227	0.531199101
13.5932	0.063			476.196	0.148242		213.875	1.234	0.528410443
13.6068	0.051			476.304	0.143953		214	1.241	0.520143451
13.6203	0.066			476.412	0.139663		214.125	1.25	0.509250519
				476.52	0.135374		214.25	1.259	0.498942708
37.8981	0.026			476.628	0.131084		214.375	1.268	0.491222553
37.9166	0.03			476.736	0.127477		214.5	1.278	0.486987695
37.9351	0.028			476.844	0.12387		214.625	1.287	0.485536042
37.9536	0.032			476.952	0.120263		214.75	1.297	0.484801477
37.9721	0.023			477.06	0.116655		214.875	1.307	0.483775788
37.9906	0.025			477.168	0.113048		215	1.184	0.482712708
38.0091	0.027			477.276	0.109441		215.125	1.248	0.480914733
38.0276	0.029			477.384	0.105833		215.25	1.271	0.476284745
38.0461	0.033			477.492	0.102226		215.375	1.537	0.468133735
38.0646	0.023			477.6	0.0986186		215.5	1.374	0.459973136
38.083	0.026			477.816	0.0985465		215.625	1.395	0.457089319
38.1016	0.029			477.949	0.102082		215.75	1.341	0.460559025
38.12	0.029			478.082	0.105617		215.875	1.292	0.465262013
38.1386	0.029			478.215	0.109152		216	1.393	0.464496511
38.157	0.024			478.348	0.112687		216.125	1.398	0.456611089
38.1756	0.031			478.481	0.116223		216.25	1.468	0.446623165
38.194	0.022			478.613	0.119758		216.375	1.348	0.439099246
38.2126	0.031			478.746	0.123293		216.5	1.415	0.432385029
38.231	0.027			478.879	0.126828		216.625	1.33	0.424044362
38.2495	0.025			479.012	0.130364		216.75	1.3	0.416032116
38.268	0.015			479.145	0.140563		216.875	1.381	0.411006707
38.2865	0.029			479.278	0.150763		217	1.079	0.409788868
38.305	0.033			479.411	0.160962		217.125	0.465	0.41103377
38.3235	0.02			479.677	0.181361		217.25	0.669	0.411305721
38.342	0.022			479.81	0.191561		217.375	0.834	0.407961528
38.3605	0.02			479.943	0.20176		217.5	0.868	0.401261929
38.3789	0.023			480.075	0.211959		217.625	0.822	0.393952912
38.3975	0.026			480.208	0.222159		217.75	0.85	0.389296094
38.4159	0.028			480.341	0.232358		217.875	0.91	0.38851944
38.4345	0.026			480.474	0.234262		218	0.765	0.389962554
38.4529	0.029			480.607	0.236166		218.125	0.831	0.391325207
38.4715	0.028			480.74	0.238069		218.25	0.826	0.391910577
38.4899	0.025			480.873	0.239973		218.375	0.904	0.392736691
38.5085	0.026			481.006	0.241876		218.5	0.972	0.395110654
38.5269	0.026			481.139	0.24378		218.625	1.067	0.39737184
38.5454	0.027			481.405	0.247587		218.75	1.194	0.393928322
38.5639	0.025			481.537	0.249491		218.875	1.469	0.381481218
38.5824	0.03			481.803	0.250066		219	1.383	0.365856602
38.6009	0.017			481.936	0.248738		219.125	1.539	0.356017948
38.6194	0.024			482.069	0.24741		219.25	1.333	0.351102381
38.6379	0.025			482.202	0.246082		219.375	1.404	0.342871746
38.6564	0.024			482.335	0.244754		219.5	1.332	0.329074647
38.6749	0.024			482.601	0.242098		219.625	1.226	0.314734788
38.6934	0.025			482.734	0.24077		219.75	1.266	0.304043713
38.7118	0.024			482.867	0.239442		219.875	1.241	0.298130883
38.7304	0.027			483	0.238114		220	1.159	0.295459602
38.7488	0.024			483.132	0.262228		220.125	1.061	0.291357389
38.7674	0.032			483.265	0.286343		220.25	1.054	0.284014676
38.7858	0.029			483.531	0.334572		220.375	1.048	0.276429035
38.8044	0.022			483.664	0.358686		220.5	1.138	0.268121801
38.8228	0.033			483.797	0.382801		220.625	1.254	0.257878306
38.8414	0.029			483.93	0.406916		220.75	1.386	0.251271735
38.8598	0.025			484.063	0.43103		220.875	1.565	0.251888157
38.8783	0.027			484.196	0.455145		221	1.44	0.254756283
38.8968	0.034			484.462	0.492212		221.125	1.328	0.255607084
38.9153	0.024			484.594	0.505165		221.25	1.197	0.255802996
38.9338	0.026			484.727	0.518118		221.375	1.101	0.257199284
38.9523	0.027			484.86	0.531071		221.5	1.188	0.259676179
38.9708	0.025			484.993	0.544025		221.625	1.25	0.262835101
38.9893	0.028			485.126	0.556978		221.75	1.334	0.267421482
39.0078	0.028			485.259	0.569931		221.875	1.257	0.273916149
39.0263	0.023			485.525	0.595837		222	1.227	0.281120721
39.0447	0.031			485.658	0.60879		222.125	1.156	0.287637093
39.0633	0.024			485.924	0.623813		222.25	1.14	0.292921088
39.0817	0.025			486.056	0.631324		222.375	1.112	0.296379339
39.1003	0.028			486.189	0.638836		222.5	1.015	0.297606477
39.1187	0.03			486.455	0.653859		222.625	0.852	0.297878423
39.1373	0.025			486.588	0.66137		222.75	0.912	0.299129402
39.1557	0.027			486.721	0.668881		222.875	0.732	0.301095066
39.1743	0.02			486.778	0.676393		223	0.817	0.301137466
39.1927	0.017			486.836	0.683904		223.125	0.871	0.298239746
39.2112	0.015			486.893	0.68098		223.25	0.907	0.295057101
39.2297	0.024			487.008	0.67513		223.375	0.896	0.294535386
39.2482	0.023			487.065	0.672205		223.5	1.099	0.29650979
39.2667	0.026			487.122	0.66928		223.625	1.15	0.299130818
39.2852	0.029			487.18	0.666355		223.75	0.961	0.30220036
39.3037	0.03			487.237	0.663431		223.875	0.911	0.306067776
39.3222	0.024			487.294	0.660506		224	0.609	0.308716047
39.3407	0.028			487.409	0.654656		224.125	0.508	0.308398042
39.3592	0.028			487.466	0.652997		224.25	0.25	0.306854079
39.3776	0.031			487.523	0.651338		224.375	0.389	0.306733266
39.3962	0.029			487.581	0.649679		224.5	0.35	0.308478342
39.4146	0.025			487.638	0.648021		224.625	0.095	0.31153241
39.4332	0.026			487.695	0.646362		224.75	0.247	0.315994065
39.4516	0.031			487.753	0.644703		224.875	-0.385	0.321367822
39.4702	0.025			487.867	0.641385		225	-0.439	0.325363214
39.4886	0.025			487.925	0.639726		225.125	-0.329	0.325651612
39.5072	0.024			487.982	0.638067		225.25	-0.417	0.321954647
39.5256	0.025			488.039	0.632879		225.375	-0.36	0.316155321
39.5441	0.027			488.097	0.627692		225.5	-0.337	0.310928973
39.5626	0.027			488.154	0.622504		225.625	-0.323	0.30827914
39.5811	0.025			488.269	0.612129		225.75	-0.261	0.30837303
39.5996	0.023			488.326	0.606941		225.875	-0.268	0.309601747
39.6181	0.028			488.383	0.601754		226	-0.364	0.310946551
39.6366	0.026			488.44	0.596566		226.125	-0.908	0.312740846
39.6551	0.029			488.498	0.591378		226.25	-1.721	0.315293173
39.6736	0.026			488.555	0.586191		226.375	-2.542	0.319191922
39.6921	0.026			488.67	0.57181		226.5	-3.36	0.32473974
39.7105	0.027			488.727	0.56462		226.625	-3.658	0.33061133
39.7291	0.025			488.784	0.55743		226.75	-3.646	0.33512966
39.7475	0.028			488.842	0.550239		226.875	-3.568	0.338216671
39.7661	0.024			488.899	0.543049		227	-3.417	0.340785684
39.7845	0.027			488.956	0.535859		227.125	-3.232	0.343667941
39.8031	0.029			489.071	0.521478		227.25	-2.956	0.348151932
39.8215	0.025			489.128	0.514288		227.375	-2.668	0.355780709
39.8401	0.03			489.186	0.517487		227.5	-2.307	0.366168017
39.8585	0.033			489.243	0.520686		227.625	-1.926	0.376187907
39.877	0.038			489.3	0.523885		227.75	-1.648	0.382878175
39.8955	0.03			489.358	0.527084		227.875	-1.504	0.387384195
39.914	0.029			489.415	0.530283		228	-1.356	0.394145853
39.9325	0.026			489.529	0.53668		228.125	-1.163	0.404855488
39.951	0.03			489.587	0.539879		228.25	-0.959	0.414926394
39.9695	0.028			489.644	0.543078		228.375	-0.882	0.418248249
39.988	0.025			489.701	0.546277		228.5	-1.028	0.415441451
40.0065	0.025			489.759	0.549525		228.625	-1.175	0.413118873
40.025	0.024			489.816	0.552773		228.75	-1.241	0.414410156
40.0434	0.025			489.931	0.559269		228.875	-1.27	0.415690199
40.062	0.031			489.988	0.562517		229	-1.341	0.413476142
40.0804	0.029			490.045	0.565765		229.125	-1.654	0.408612431
40.099	0.033			490.103	0.569013		229.25	-2.004	0.401943983
40.1174	0.032			490.16	0.572261		229.375	-2.267	0.393082502
40.136	0.028			490.217	0.575509		229.5	-2.333	0.38561311
40.1544	0.038			490.275	0.578757		229.625	-2.392	0.38506262
40.173	0.028			490.332	0.580883		229.75	-2.272	0.390580201
40.1914	0.027			490.389	0.583008		229.875	-1.965	0.396250152
40.2099	0.034			490.446	0.585134		230	-1.662	0.398911106
40.2284	0.032			490.504	0.587259		230.125	-1.522	0.398460652
40.2469	0.03			490.561	0.589385		230.25	-1.471	0.39506025
40.2654	0.03			490.618	0.59151		230.375	-1.422	0.390603339
40.2839	0.035			490.733	0.595761		230.5	-1.407	0.389093088
40.3024	0.031			490.79	0.597887		230.625	-1.404	0.392335431
40.3209	0.031			490.848	0.600012		230.75	-1.395	0.396349985
40.3394	0.035			490.905	0.590298		230.875	-1.328	0.397157289
40.3579	0.034			490.962	0.580584		231	-1.249	0.396975304
40.3763	0.035			491.02	0.570869		231.125	-1.171	0.399447875
40.3949	0.042			491.077	0.561155		231.25	-1.105	0.404469903
40.4133	0.04			491.134	0.551441		231.375	-1.04	0.409985677
40.4319	0.037			491.192	0.541726		231.5	-0.975	0.415200436
40.4503	0.032			491.249	0.532012		231.625	-0.903	0.419823858
40.4689	0.033			491.306	0.522298		231.75	-0.83	0.420919318
40.4873	0.03			491.364	0.512583		231.875	-0.78	0.41558346
40.5058	0.039			491.421	0.502869		232	-0.818	0.405905607
40.5243	0.028			491.535	0.49376		232.125	-0.864	0.396201306
40.5428	0.031			491.593	0.489206		232.25	-0.905	0.39028364
40.5613	0.038			491.707	0.480098		232.375	-0.924	0.394114571
40.5798	0.029			491.765	0.475544		232.5	-0.941	0.411828577
40.5983	0.034			491.879	0.466435		232.625	-0.97	0.438401955
40.6168	0.035			491.994	0.457327		232.75	-1.031	0.464287466
40.6353	0.024						232.875	-1.094	0.483988546
40.6538	0.026						233	-1.002	0.496419513
40.6722	0.03						233.125	-0.496	0.502459088
40.6908	0.022						233.25	-0.518	0.503891184
40.7092	0.021						233.375	-0.692	0.503803787
40.7278	0.017						233.5	-0.427	0.504827172
40.7462	0.018						233.625	-0.935	0.506253667
40.7648	0.02						233.75	-2.223	0.507935764
40.7832	0.017						233.875	-2.321	0.512732602
40.8018	0.023						234	-2.115	0.520450794
40.8202	0.027						234.125	-1.998	0.526617169
40.8387	0.025						234.25	-1.647	0.526681951
40.8572	0.023						234.375	-1.814	0.518444878
40.8757	0.03						234.5	-0.578	0.505462115
40.8942	0.036						234.625	-1.037	0.496107913
40.9127	0.029						234.75	-2.051	0.496233703
40.9312	0.03						234.875	-0.956	0.50363023
40.9497	0.029						235	-0.135	0.509298382
40.9682	0.037						235.125	-0.47	0.506287608
40.9867	0.031						235.25	-1.531	0.497668049
41.0051	0.034						235.375	-1.52	0.491103195
41.0237	0.031						235.5	-1.632	0.488409694
41.0421	0.034						235.625	-1.792	0.486827637
41.0607	0.028						235.75	-1.993	0.485347667
41.0791	0.033						235.875	-2.326	0.485122411
41.0977	0.035						236	-1.467	0.487552455
41.1161	0.039						236.125	-1.195	0.490519106
41.1347	0.026						236.25	-0.561	0.488490893
41.1531	0.037						236.375	0.41	0.481523301
41.1716	0.03						236.5	0.835	0.476398735
41.1901	0.034						236.625	0.955	0.476220665
41.2086	0.031						236.75	1	0.478778965
41.2271	0.03						236.875	1.14	0.483867604
41.2456	0.032						237	1.244	0.492389315
41.2641	0.035						237.125	1.396	0.500676069
41.2826	0.033						237.25	1.532	0.504205995
41.3011	0.03						237.375	1.493	0.505279713
41.3196	0.037						237.5	1.518	0.50835936
41.338	0.034						237.625	1.46	0.511500374
41.3566	0.036						237.75	1.504	0.511090749
41.375	0.03						237.875	1.362	0.509439708
41.3936	0.029						238	1.384	0.511057915
41.412	0.032						238.125	1.273	0.516827852
41.4306	0.033						238.25	1.339	0.524602829
41.449	0.031						238.375	1.419	0.531057445
41.4676	0.034						238.5	1.375	0.533442583
41.486	0.028						238.625	1.331	0.532446322
41.5045	0.039						238.75	1.485	0.530967518
41.523	0.04						238.875	1.481	0.529762888
41.5415	0.028						239	1.235	0.527161998
41.56	0.036						239.125	1.248	0.524234296
41.5785	0.029						239.25	1.318	0.523618358
41.597	0.031						239.375	1.282	0.520775343
41.6155	0.03						239.5	1.326	0.508342097
41.634	0.027						239.625	1.393	0.4879996
41.6525	0.03						239.75	1.176	0.464794092
41.6709	0.034						239.875	1.057	0.438564958
41.6895	0.037						240	1.067	0.411625777
41.7079	0.03						240.125	1.083	0.391944384
41.7265	0.03						240.25	1.095	0.382056125
41.7449	0.037						240.375	1.161	0.376987556
41.7635	0.032						240.5	1.211	0.372008963
41.7819	0.042						240.625	1.126	0.360600884
41.8005	0.03						240.75	1.092	0.333386375
41.8189	0.048						240.875	1.017	0.288662385
41.8374	0.034						241	1.129	0.238111694
41.8559	0.036						241.125	0.986	0.199317473
41.8744	0.025						241.25	0.886	0.179778805
41.8929	0.038						241.375	0.845	0.175188815
41.9114	0.036						241.5	0.854	0.182793957
41.9299	0.041						241.625	0.704	0.193692067
41.9484	0.039						241.75	0.506	0.186885913
41.9669	0.04						241.875	0.179	0.15682254
41.9854	0.035						242	-0.032	0.128461372
42.0038	0.036						242.125	-0.211	0.128643896
42.0224	0.04						242.25	-0.408	0.152324624
42.0408	0.035						242.375	-0.615	0.174407659
42.0594	0.031						242.5	-0.945	0.185040669
42.0778	0.049						242.625	-1.287	0.192848252
42.0964	0.035						242.75	-1.391	0.205367385
42.1148	0.033						242.875	-1.302	0.222046024
42.1334	0.034						243	-1.276	0.237374622
42.1518	0.035						243.125	-1.359	0.244756485
42.1703	0.035						243.25	-1.395	0.242610207
42.1888	0.037						243.375	-1.358	0.23655376
42.2073	0.043						243.5	-1.33	0.232751967
42.2258	0.032						243.625	-1.196	0.232414893
42.2443	0.044						243.75	-1.251	0.23369603
42.2628	0.035						243.875	-1.158	0.234752659
42.2813	0.046						244	-1.118	0.233912238
42.2998	0.042						244.125	-1.09	0.230167739
42.3183	0.034						244.25	-1.049	0.224074541
42.3367	0.032						244.375	-1.037	0.217105353
42.3553	0.032						244.5	-1.059	0.211744196
42.3737	0.038						244.625	-1.042	0.211175888
42.3923	0.034						244.75	-1.02	0.216443692
42.4107	0.037						244.875	-0.884	0.225015838
42.4293	0.031						245	-0.869	0.232929611
42.4477	0.034						245.125	-0.938	0.237920702
42.4663	0.034						245.25	-0.983	0.240622174
42.4847	0.034						245.375	-1.066	0.243332193
42.5032	0.035						245.5	-1.069	0.248705339
42.5217	0.035						245.625	-1.04	0.257296609
42.5402	0.033						245.75	-1.045	0.265601497
42.5587	0.036						245.875	-1.053	0.269349729
42.5772	0.039						246	-1.046	0.268438484
42.5957	0.032						246.125	-1.027	0.266866572
42.6142	0.037						246.25	-1.039	0.269220013
42.6326	0.031						246.375	-0.9	0.276977255
42.6512	0.047						246.5	-0.665	0.286465633
42.6696	0.037						246.625	-0.66	0.291438654
42.6882	0.039						246.75	-0.509	0.289868
42.7066	0.03						246.875	-0.363	0.286731963
42.7252	0.038						247	-0.135	0.287929887
42.7436	0.037						247.125	-9.58E-04	0.2921245
42.7622	0.035						247.25	0.234	0.292257733
42.7806	0.036						247.375	0.35	0.285377445
42.7991	0.036						247.5	0.371	0.276171247
42.8176	0.028						247.625	0.289	0.269128421
42.8361	0.034						247.75	0.245	0.264131949
42.8546	0.028						247.875	0.14	0.260767193
42.8731	0.046						248	-0.015	0.258985544
42.8916	0.043						248.125	-0.176	0.256359293
42.9101	0.047						248.25	-0.188	0.250938549
42.9286	0.046						248.375	-0.434	0.245235077
42.9471	0.043						248.5	-0.588	0.243009561
