Age Ti/Ca_kaBP	KL09_TiCa	Age Hem_kaBP	KL09_Hem	Age MGSQ_kaBP	MGSG		time_kyr	Sanbao sim	MGSQ sim
206.389	0.009								
206.418	0.013								
206.448	0.007								
206.477	0.007								
206.507	0.007								
206.536	0.008								
206.566	0.005								
206.594	0.007								
206.625	0.008								
206.653	0.008								
206.684	0.008								
206.712	0.006								
206.742	0.007								
206.771	0.008								
206.801	0.008								
206.83	0.008								
206.86	0.007								
206.89	0.006								
206.919	0.007								
206.949	0.008								
206.978	0.009								
207.008	0.008								
207.036	0.008								
207.067	0.011								
207.095	0.009								
207.126	0.01								
207.154	0.015								
207.184	0.011								
207.213	0.009								
207.243	0.01								
207.272	0.007								
207.302	0.008								
207.331	0.007								
207.361	0.008								
207.389	0.007								
207.42	0.01								
207.448	0.01								
207.479	0.007								
207.507	0.009								
207.537	0.009								
207.566	0.007								
207.596	0.01								
207.625	0.01								
207.655	0.008								
207.684	0.01								
207.714	0.007								
207.742	0.007								
207.773	0.007								
207.801	0.009								
207.831	0.009								
207.86	0.008								
207.89	0.008								
207.919	0.008								
207.949	0.008								
207.978	0.007								
208.008	0.009								
208.037	0.007								
208.067	0.007								
208.095	0.007								
208.126	0.009								
208.154	0.009								
208.184	0.009								
208.213	0.008								
208.243	0.006								
208.272	0.007								
208.302	0.008								
208.331	0.008								
208.361	0.009								
208.39	0.009								
208.42	0.009								
208.448	0.009								
208.479	0.006								
208.507	0.011								
208.537	0.008								
208.566	0.011								
208.596	0.008								
208.625	0.008								
208.655	0.009								
208.684	0.008								
208.714	0.008								
208.742	0.01								
208.773	0.008								
208.801	0.008								
208.832	0.008								
208.86	0.007								
208.89	0.009								
208.919	0.009								
208.949	0.008								
208.978	0.008								
209.008	0.008								
209.037	0.012								
209.067	0.011								
209.095	0.009								
209.126	0.009								
209.154	0.007								
209.185	0.007								
209.213	0.009								
209.243	0.006								
209.272	0.008								
209.302	0.009								
209.331	0.009								
209.361	0.011								
209.39	0.011								
209.42	0.009								
209.448	0.008								
209.479	0.008								
209.507	0.009								
209.537	0.01								
209.566	0.009								
209.596	0.01								
209.625	0.009								
209.655	0.01								
209.684	0.009								
209.714	0.008								
209.743	0.009								
209.773	0.01								
209.801	0.01								
209.832	0.007								
209.86	0.009								
209.89	0.01								
209.919	0.007								
209.949	0.008								
209.978	0.007								
210.008	0.01								
210.037	0.009								
210.067	0.008								
210.096	0.008								
210.126	0.009								
210.154	0.007								
210.185	0.01								
210.213	0.009								
210.243	0.008								
210.272	0.007								
210.302	0.009								
210.331	0.009								
210.361	0.011								
210.39	0.011								
210.42	0.01								
210.448	0.012								
210.479	0.01								
210.507	0.013								
210.538	0.011								
210.566	0.012								
210.596	0.011								
210.625	0.011								
210.655	0.01								
210.684	0.011								
210.714	0.008								
210.743	0.007								
210.773	0.009								
210.801	0.009								
210.832	0.01								
210.86	0.01								
210.891	0.01								
210.919	0.01								
210.949	0.008								
210.978	0.011								
211.008	0.009								
211.037	0.01								
211.067	0.009								
211.096	0.009								
211.126	0.01								
211.154	0.009								
211.185	0.009								
211.213	0.011								
211.243	0.01								
211.272	0.011								
211.302	0.013								
211.331	0.012								
211.361	0.009								
211.39	0.01								
211.42	0.008								
211.449	0.008								
211.479	0.011								
211.507	0.01								
211.538	0.01								
211.566	0.009								
211.596	0.013								
211.625	0.009								
211.655	0.008								
211.684	0.007								
211.714	0.008								
211.743	0.011								
211.773	0.009								
211.802	0.009								
211.832	0.009								
211.86	0.01								
211.891	0.008								
211.919	0.008								
211.949	0.007								
211.978	0.009								
212.008	0.009								
212.037	0.012								
212.067	0.007								
212.096	0.01								
212.126	0.009								
212.154	0.009								
212.185	0.01								
212.213	0.009								
212.244	0.007								
212.272	0.011								
212.302	0.009								
212.331	0.012								
212.361	0.01								
212.39	0.008								
212.42	0.01								
212.449	0.01								
212.479	0.012								
212.507	0.011								
212.538	0.011								
212.566	0.01								
212.597	0.014								
212.625	0.009								
212.655	0.01								
212.684	0.01								
212.714	0.01								
212.743	0.01								
212.773	0.011								
212.802	0.01								
212.832	0.011								
212.86	0.012								
212.891	0.012								
212.919	0.01								
212.949	0.011								
212.978	0.011								
213.008	0.009								
213.037	0.01								
213.067	0.009								
213.096	0.011								
213.126	0.01								
213.155	0.01								
213.185	0.011								
213.213	0.008								
213.244	0.009								
213.272	0.011								
213.302	0.007								
213.331	0.011								
213.361	0.01								
213.39	0.009								
213.42	0.01								
213.449	0.009								
213.479	0.011								
213.508	0.009								
213.538	0.012								
213.566	0.012								
213.597	0.01								
213.625	0.01								
213.655	0.01								
213.684	0.008								
213.714	0.008								
213.743	0.009								
213.773	0.008								
213.802	0.009								
213.832	0.009								
213.86	0.009								
213.891	0.008								
213.919	0.01								
213.95	0.01								
213.978	0.009								
214.008	0.008								
214.037	0.008								
214.067	0.009								
214.096	0.01								
214.126	0.011								
214.155	0.009								
214.185	0.009								
214.213	0.01								
214.244	0.012								
214.272	0.014								
214.303	0.013								
214.331	0.013								
214.361	0.011								
214.39	0.012								
214.42	0.01								
214.449	0.012								
214.479	0.012								
214.508	0.011								
214.538	0.011								
214.566	0.012								
214.597	0.01								
214.625	0.011								
214.656	0.01								
214.684	0.012								
214.714	0.013								
214.745	0.01								
214.773	0.012								
214.803	0.014								
214.832	0.013								
214.862	0.016								
214.891	0.014								
214.921	0.013								
214.95	0.015								
214.98	0.015								
215.008	0.015								
215.039	0.012								
215.067	0.016								
215.098	0.015								
215.126	0.014								
215.156	0.012								
215.185	0.014								
215.215	0.015								
215.244	0.014								
215.274	0.013								
215.303	0.011								
215.333	0.011								
215.361	0.013								
215.392	0.011								
215.42	0.012								
215.451	0.012								
215.479	0.014								
215.509	0.012								
215.538	0.009								
215.568	0.013								
215.597	0.011								
215.627	0.01								
215.656	0.012								
215.686	0.016								
215.714	0.011								
215.745	0.015								
215.773	0.014								
215.803	0.014								
215.832	0.014								
215.862	0.013								
215.891	0.012								
215.921	0.014								
215.95	0.017								
215.98	0.011								
216.009	0.014								
216.039	0.014								
216.067	0.015								
216.098	0.018								
216.126	0.016								
216.156	0.015								
216.185	0.016								
216.215	0.015								
216.244	0.011								
216.274	0.013								
216.303	0.012								
216.333	0.012								
216.362	0.016								
216.392	0.017								
216.42	0.016								
216.451	0.015								
216.479	0.015								
216.509	0.015								
216.538	0.014								
216.568	0.017								
216.597	0.014								
216.627	0.013								
216.656	0.016								
216.686	0.014								
216.714	0.014								
216.745	0.013								
216.773	0.011								
216.804	0.014								
216.832	0.015								
216.862	0.013								
216.891	0.013								
216.921	0.015								
216.95	0.012								
216.98	0.011								
217.009	0.014								
217.039	0.011								
217.067	0.011								
217.098	0.02								
217.126	0.014								
217.157	0.011								
217.185	0.013								
217.215	0.012								
217.244	0.017								
217.274	0.012								
217.303	0.012								
217.333	0.01								
217.362	0.015								
217.392	0.015								
217.42	0.016								
217.451	0.016								
217.479	0.012								
217.509	0.015								
217.538	0.014								
217.568	0.012								
217.597	0.012								
217.619	0.008								
217.636	0.013								
217.654	0.011								
217.67	0.014								
217.688	0.014								
217.705	0.011								
217.723	0.01								
217.74	0.011								
217.758	0.011								
217.775	0.01								
217.793	0.008								
217.81	0.009								
217.828	0.011								
217.845	0.011								
217.863	0.013								
217.88	0.01								
217.897	0.01								
217.914	0.012								
217.932	0.01								
217.949	0.011								
217.967	0.012								
217.984	0.01								
218.002	0.01								
218.019	0.013								
218.037	0.011								
218.054	0.012								
218.072	0.011								
218.089	0.009								
218.107	0.009								
218.123	0.009								
218.141	0.013								
218.158	0.01								
218.176	0.011								
218.193	0.012								
218.211	0.013								
218.228	0.011								
218.246	0.009								
218.263	0.011								
218.281	0.01								
218.298	0.01								
218.316	0.011								
218.333	0.01								
218.35	0.009								
218.367	0.007								
218.385	0.007								
218.402	0.009								
218.42	0.009								
218.437	0.01								
218.455	0.009								
218.472	0.008								
218.49	0.011								
218.507	0.011								
218.525	0.008								
218.542	0.009								
218.56	0.008								
218.576	0.009								
218.594	0.006								
218.611	0.007								
218.629	0.008								
218.646	0.008								
218.664	0.008								
218.681	0.01								
218.699	0.007								
218.716	0.01								
218.734	0.01								
218.751	0.008								
218.769	0.008								
218.785	0.006								
218.803	0.009								
218.82	0.009								
218.838	0.009								
218.855	0.008								
218.873	0.008								
218.89	0.01								
218.908	0.009								
218.925	0.008								
218.943	0.008								
218.96	0.008								
218.978	0.007								
218.995	0.008								
219.012	0.009								
219.029	0.01								
219.047	0.01								
219.064	0.009								
219.082	0.009								
219.099	0.009								
219.117	0.007								
219.134	0.009								
219.152	0.008								
219.169	0.009								
219.187	0.007								
219.204	0.007								
219.222	0.006								
219.238	0.007								
219.256	0.008								
219.273	0.008								
219.291	0.009								
219.308	0.011								
219.326	0.008								
219.343	0.009								
219.361	0.009								
219.378	0.008								
219.396	0.011								
219.413	0.01								
219.431	0.009								
219.448	0.009								
219.465	0.011								
219.482	0.01								
219.5	0.007								
219.517	0.009								
219.535	0.007								
219.552	0.007								
219.57	0.007								
219.587	0.008								
219.605	0.009								
219.622	0.007								
219.64	0.008								
219.657	0.007								
219.675	0.007								
219.691	0.011								
219.709	0.008								
219.726	0.009								
219.744	0.009								
219.761	0.009								
219.779	0.008								
219.796	0.008								
219.814	0.007								
219.831	0.008								
219.849	0.007								
219.866	0.008								
219.884	0.009								
219.9	0.006								
219.918	0.007								
219.935	0.007								
219.953	0.006								
219.97	0.007								
219.988	0.007								
220.005	0.009								
220.023	0.007								
220.04	0.007								
220.058	0.006								
220.075	0.006								
220.093	0.009								
220.11	0.006								
220.127	0.006								
220.144	0.006								
220.162	0.009								
220.179	0.008								
220.197	0.006								
220.214	0.007								
220.232	0.009								
220.249	0.009								
220.267	0.009								
220.284	0.008								
220.302	0.009								
220.319	0.009								
220.337	0.009								
220.353	0.008								
220.371	0.008								
220.388	0.01								
220.406	0.01								
220.423	0.009								
220.441	0.012								
220.458	0.01								
220.476	0.009								
220.493	0.009								
220.511	0.008								
220.528	0.009								
220.546	0.009								
220.563	0.009								
220.58	0.009								
220.598	0.01								
220.615	0.009								
220.633	0.01								
220.65	0.007								
220.668	0.007								
220.685	0.008								
220.703	0.009								
220.72	0.008								
220.738	0.009								
220.755	0.009								
220.773	0.008								
220.79	0.01								
220.807	0.009								
220.824	0.01								
220.842	0.009								
220.859	0.009								
220.877	0.009								
220.894	0.01								
220.912	0.007								
220.929	0.009								
220.947	0.009								
220.964	0.009								
220.982	0.006								
220.999	0.008								
221.016	0.011								
221.033	0.009								
221.051	0.008								
221.068	0.009								
221.086	0.01								
221.103	0.01								
221.121	0.008								
221.138	0.008								
221.156	0.01								
221.173	0.009								
221.191	0.01								
221.208	0.008								
221.226	0.013								
221.242	0.012								
221.26	0.012								
221.277	0.011								
221.295	0.013								
221.312	0.01								
221.33	0.012								
221.347	0.013								
221.365	0.011								
221.382	0.013								
221.4	0.009								
221.417	0.014								
221.435	0.012								
221.452	0.013								
221.469	0.012								
221.486	0.012								
221.504	0.012								
221.521	0.012								
221.539	0.012								
221.556	0.015								
221.574	0.013								
221.591	0.013								
221.609	0.016								
221.626	0.014								
221.644	0.01								
221.661	0.013								
221.679	0.013								
221.695	0.012								
221.713	0.013								
221.73	0.013								
221.748	0.014								
221.765	0.015								
221.783	0.016								
221.8	0.018								
221.818	0.02								
221.835	0.016								
221.853	0.017								
221.87	0.015								
221.888	0.014								
221.905	0.015								
221.922	0.017								
221.939	0.015								
221.957	0.015								
221.974	0.015								
221.992	0.012								
222.009	0.014								
222.027	0.015								
222.044	0.012								
222.062	0.015								
222.079	0.017								
222.097	0.016								
222.114	0.013								
222.131	0.015								
222.148	0.013								
222.166	0.013								
222.183	0.01								
222.201	0.013								
222.218	0.012								
222.236	0.012								
222.253	0.01								
222.271	0.015								
222.288	0.011								
222.306	0.011								
222.323	0.006								
222.341	0.009								
222.357	0.01								
222.375	0.013								
222.392	0.013								
222.41	0.011								
222.427	0.01								
222.445	0.013								
222.462	0.012								
222.48	0.014								
222.497	0.012								
222.515	0.012								
222.532	0.012								
222.55	0.015								
222.567	0.014								
222.584	0.011								
222.601	0.01								
222.619	0.013								
222.636	0.014								
222.654	0.019								
222.671	0.014								
222.689	0.011								
222.706	0.012								
222.724	0.011								
222.741	0.014								
222.759	0.02								
222.776	0.012								
222.794	0.017								
222.81	0.016								
222.828	0.012								
222.845	0.013								
222.863	0.011								
222.88	0.012								
222.898	0.013								
222.915	0.013								
222.933	0.017								
222.95	0.016								
222.968	0.017								
222.985	0.015								
223.003	0.012								
223.02	0.013								
223.037	0.014								
223.054	0.017								
223.072	0.014								
223.089	0.014								
223.107	0.017								
223.124	0.016								
223.142	0.017								
223.159	0.017								
223.177	0.014								
223.194	0.015								
223.212	0.012								
223.229	0.014								
223.246	0.015								
223.263	0.014								
223.281	0.014								
223.298	0.012								
223.316	0.013								
223.333	0.014								
223.351	0.013								
223.368	0.014								
223.386	0.018								
223.403	0.013								
223.421	0.015								
223.438	0.015								
223.456	0.016								
223.472	0.014								
223.49	0.018								
223.507	0.018								
223.525	0.015								
225.11	0.023								
225.128	0.024								
225.145	0.021								
225.163	0.021								
225.18	0.023								
225.198	0.02								
225.215	0.024								
225.233	0.027								
225.251	0.022								
225.267	0.022								
225.285	0.029								
225.302	0.028								
225.32	0.025								
225.337	0.025								
225.355	0.028								
225.372	0.028								
225.39	0.03								
225.407	0.022								
225.425	0.03								
225.442	0.025								
225.46	0.029								
225.476	0.027								
225.494	0.027								
225.511	0.022								
225.529	0.024								
225.546	0.024								
225.564	0.025								
225.581	0.022								
225.599	0.023								
225.616	0.024								
225.634	0.025								
225.651	0.025								
225.669	0.036								
225.686	0.025								
225.703	0.023								
225.72	0.025								
225.738	0.028								
225.755	0.033								
225.773	0.029								
225.79	0.032								
225.808	0.026								
225.825	0.028								
225.843	0.028								
225.86	0.021								
225.878	0.027								
225.895	0.03								
225.913	0.033								
225.929	0.029								
225.947	0.029								
225.964	0.028								
225.982	0.03								
225.999	0.028								
226.017	0.023								
226.034	0.03								
226.052	0.023								
226.069	0.031								
226.087	0.034								
226.104	0.03								
226.122	0.029								
226.139	0.03								
226.156	0.027								
226.173	0.03								
226.191	0.028								
226.208	0.032								
226.226	0.029								
226.243	0.028								
226.261	0.035								
226.278	0.031								
226.296	0.031								
226.313	0.026								
226.331	0.026								
226.348	0.03								
226.366	0.027								
226.382	0.028								
226.4	0.024								
226.417	0.023								
226.435	0.028								
226.452	0.034								
226.47	0.032								
226.487	0.033								
226.505	0.031								
226.522	0.028								
226.54	0.027								
226.557	0.032								
226.575	0.036								
226.591	0.031								
226.609	0.035								
226.626	0.033								
226.644	0.036								
226.661	0.025								
226.679	0.025								
226.696	0.03								
226.714	0.024								
226.731	0.027								
226.749	0.026								
226.766	0.024								
226.784	0.023								
226.801	0.025								
226.818	0.024								
226.835	0.032								
226.853	0.032								
226.87	0.029								
226.888	0.026								
226.905	0.032								
226.923	0.034								
226.94	0.041								
226.958	0.036								
226.975	0.035								
226.993	0.031								
227.01	0.033								
227.028	0.025								
227.044	0.029								
227.062	0.031								
227.079	0.028								
227.097	0.023								
227.114	0.022								
227.132	0.022								
227.149	0.025								
227.167	0.026								
227.184	0.023								
227.202	0.034								
227.219	0.035								
227.237	0.034								
227.254	0.033								
227.271	0.032								
227.288	0.038								
227.306	0.033								
227.323	0.04								
227.341	0.033								
227.358	0.03								
227.376	0.037								
227.393	0.029								
227.411	0.027								
227.428	0.034								
227.446	0.036								
227.463	0.033								
227.481	0.037								
227.497	0.035								
227.515	0.037								
227.532	0.033								
227.55	0.055								
227.567	0.034								
227.585	0.041								
227.602	0.034								
227.62	0.038								
227.637	0.039								
227.655	0.039								
227.672	0.05								
227.69	0.038								
227.706	0.036								
227.724	0.041								
227.741	0.048								
227.759	0.039								
227.776	0.04								
227.794	0.038								
227.811	0.033								
227.829	0.04								
227.846	0.035								
227.864	0.034								
227.881	0.034								
227.899	0.048								
227.916	0.04								
227.933	0.034								
227.95	0.037								
227.968	0.029								
227.985	0.036								
228.003	0.033								
228.02	0.029								
228.038	0.027								
228.055	0.029								
228.073	0.027								
228.09	0.023								
228.108	0.032								
228.125	0.03								
228.143	0.033								
228.159	0.032								
228.177	0.033								
228.194	0.039								
228.212	0.035								
228.229	0.031								
228.247	0.039								
228.264	0.033								
228.282	0.031								
228.299	0.035								
228.317	0.028								
228.334	0.027								
228.352	0.029								
228.369	0.031								
228.386	0.028								
228.403	0.026								
228.421	0.034								
228.438	0.026								
228.456	0.026								
228.473	0.032								
228.491	0.033								
228.508	0.03								
228.526	0.034								
228.543	0.037								
228.561	0.032								
228.578	0.033								
228.596	0.027								
228.612	0.029								
228.63	0.029								
228.647	0.031								
228.665	0.034								
228.682	0.029								
228.7	0.032								
228.717	0.034								
228.735	0.027								
228.752	0.032								
228.77	0.03								
228.787	0.03								
228.805	0.03								
228.822	0.025								
228.839	0.033								
228.856	0.029								
228.874	0.028								
228.891	0.029								
228.909	0.028								
228.926	0.028								
228.944	0.03								
228.961	0.028								
228.979	0.03								
228.996	0.028								
229.014	0.034								
229.031	0.028								
229.048	0.023								
229.065	0.023								
229.083	0.024								
229.098	0.023								
229.112	0.026								
229.125	0.024								
229.139	0.03								
229.153	0.024								
229.167	0.024								
229.18	0.024								
229.194	0.026								
229.208	0.021								
229.222	0.023								
229.235	0.02								
229.249	0.029								
229.262	0.022								
229.277	0.024								
229.29	0.025								
229.304	0.025								
229.317	0.03								
229.331	0.033								
229.345	0.024								
229.359	0.023								
229.372	0.026								
229.386	0.015								
229.4	0.017								
229.414	0.015								
229.427	0.017								
229.441	0.014								
229.454	0.026								
229.468	0.018								
229.482	0.021								
229.496	0.02								
229.509	0.024								
229.523	0.024								
229.537	0.024								
229.551	0.027								
229.564	0.026								
229.578	0.023								
229.591	0.019								
229.606	0.024								
229.619	0.024								
229.633	0.026								
229.646	0.017								
229.66	0.03								
229.674	0.022								
229.688	0.019								
229.701	0.02								
229.715	0.018								
229.729	0.017								
229.743	0.02								
229.757	0.021								
229.77	0.021								
229.784	0.023								
229.797	0.016								
229.812	0.019								
229.825	0.021								
229.839	0.019								
229.852	0.024								
229.866	0.02								
229.88	0.022								
229.894	0.026								
229.907	0.03								
229.921	0.024								
229.935	0.02								
229.949	0.018								
229.962	0.019								
229.976	0.02								
229.989	0.024								
230.003	0.025								
230.017	0.019								
230.031	0.019								
230.044	0.022								
230.058	0.026								
230.072	0.027								
230.086	0.025								
230.099	0.022								
230.113	0.023								
230.126	0.019								
230.141	0.018								
230.154	0.021								
230.168	0.024								
230.181	0.023								
230.195	0.019								
230.209	0.022								
230.223	0.021								
230.236	0.016								
230.25	0.015								
230.264	0.015								
230.278	0.016								
230.291	0.017								
230.305	0.013								
230.318	0.022								
230.332	0.017								
230.346	0.021								
230.36	0.017								
230.373	0.02								
230.387	0.017								
230.401	0.021								
230.415	0.018								
230.428	0.02								
230.442	0.019								
230.455	0.021								
230.47	0.017								
230.483	0.018								
230.497	0.021								
230.51	0.02								
230.524	0.027								
230.538	0.018								
230.552	0.023								
230.565	0.018								
230.579	0.02								
230.593	0.019								
230.607	0.014								
230.62	0.016								
230.634	0.018								
230.647	0.016								
230.661	0.017								
230.675	0.016								
230.689	0.019								
230.702	0.019								
230.716	0.024								
230.73	0.015								
230.744	0.015								
230.757	0.019								
230.771	0.019								
230.784	0.019								
230.799	0.017								
230.812	0.021								
230.826	0.018								
230.839	0.017								
230.853	0.021								
230.867	0.015								
230.881	0.015								
230.894	0.016								
230.908	0.014								
230.922	0.014								
230.936	0.018								
230.949	0.021								
230.963	0.017								
230.976	0.016								
230.99	0.016								
231.004	0.018								
231.018	0.021								
231.031	0.017								
231.045	0.021								
231.059	0.02								
231.073	0.016								
231.086	0.02								
231.1	0.02								
231.113	0.015								
231.128	0.016								
231.141	0.017								
231.155	0.017								
231.168	0.019								
231.182	0.016								
231.196	0.019								
231.21	0.014								
231.223	0.017								
231.237	0.014								
231.251	0.015								
231.265	0.016								
231.278	0.015								
231.292	0.016								
231.305	0.016								
231.319	0.012								
231.333	0.015								
231.347	0.013								
231.36	0.015								
231.374	0.015								
231.388	0.014								
231.402	0.015								
231.415	0.017								
231.429	0.012								
231.442	0.01								
231.457	0.009								
231.47	0.013								
231.484	0.014								
231.497	0.014								
231.511	0.014								
231.525	0.014								
231.539	0.015								
231.552	0.013								
231.566	0.012								
231.58	0.02								
231.594	0.014								
231.607	0.014								
231.621	0.014								
231.634	0.014								
231.648	0.015								
231.662	0.016								
231.676	0.022								
231.689	0.02								
231.703	0.017								
231.717	0.018								
231.731	0.017								
231.744	0.02								
231.758	0.017								
231.771	0.021								
231.786	0.018								
231.799	0.013								
231.813	0.013								
231.826	0.01								
231.84	0.014								
231.854	0.018								
231.868	0.021								
231.881	0.014								
231.895	0.017								
231.908	0.014								
231.923	0.011								
231.936	0.019								
231.95	0.014								
231.963	0.018								
231.977	0.014								
231.991	0.014								
232.005	0.014								
232.018	0.013								
232.032	0.013								
232.046	0.012								
232.06	0.014								
232.073	0.011								
232.087	0.01								
232.1	0.017								
232.115	0.011								
232.128	0.013								
232.142	0.014								
232.155	0.015								
232.169	0.017								
232.183	0.014								
232.197	0.015								
232.21	0.015								
232.224	0.015								
232.237	0.015								
232.252	0.013								
232.265	0.011								
232.279	0.009								
232.292	0.011								
232.306	0.012								
232.32	0.013								
232.334	0.011								
232.347	0.013								
232.361	0.014								
232.375	0.014								
232.389	0.009								
232.402	0.013								
232.416	0.013								
232.429	0.014								
232.444	0.009								
232.457	0.013								
232.471	0.013								
232.484	0.014								
232.498	0.01								
232.512	0.013								
232.526	0.016								
232.539	0.013								
232.553	0.015								
232.566	0.016								
232.581	0.012								
232.594	0.014								
232.608	0.014								
232.621	0.014								
232.635	0.017								
232.649	0.01								
232.663	0.016								
232.676	0.013								
232.69	0.013								
232.704	0.013								
232.718	0.012								
232.731	0.014								
232.745	0.014								
232.758	0.013								
232.773	0.012								
232.786	0.011								
232.8	0.012								
232.813	0.009								
232.827	0.012								
232.841	0.009								
232.855	0.01								
232.868	0.011								
232.882	0.01								
232.895	0.011								
232.91	0.011								
232.923	0.011								
232.937	0.01								
232.95	0.007								
232.964	0.009								
232.978	0.008								
232.992	0.008								
233.005	0.009								
233.019	0.01								
233.033	0.009								
233.047	0.009								
233.06	0.011								
233.074	0.009								
233.087	0.013								
233.101	0.012								
233.115	0.014								
233.129	0.011								
233.142	0.012								
233.156	0.012								
233.17	0.011								
233.184	0.011								
233.197	0.013								
233.211	0.011								
233.224	0.008								
233.239	0.01								
233.252	0.009								
233.266	0.009								
233.279	0.011								
233.293	0.011								
233.307	0.009								
233.321	0.01								
233.334	0.01								
233.348	0.008								
233.362	0.009								
233.376	0.007								
233.389	0.009								
233.403	0.007								
233.417	0.007								
233.43	0.008								
233.445	0.008								
233.458	0.008								
233.472	0.01								
233.485	0.007								
233.499	0.009								
233.513	0.009								
233.527	0.011								
233.54	0.01								
233.554	0.011								
233.568	0.009								
233.582	0.012								
233.595	0.008								
233.609	0.009								
233.622	0.011								
233.637	0.011								
233.65	0.011								
233.664	0.013								
233.677	0.01								
233.691	0.011								
233.705	0.012								
233.719	0.01								
233.732	0.01								
233.746	0.011								
233.759	0.01								
233.774	0.01								
233.787	0.011								
233.801	0.009								
233.814	0.011								
233.828	0.011								
233.842	0.008								
233.856	0.01								
233.869	0.009								
233.883	0.009								
233.897	0.008								
233.911	0.01								
233.924	0.01								
233.938	0.01								
233.951	0.01								
233.965	0.01								
233.979	0.01								
233.993	0.01								
234.006	0.01								
234.02	0.011								
234.034	0.009								
234.048	0.009								
234.061	0.009								
234.075	0.01								
234.088	0.011								
234.103	0.008								
234.116	0.007								
234.13	0.008								
234.143	0.011								
234.157	0.009								
234.171	0.009								
234.185	0.009								
234.198	0.009								
234.212	0.01								
234.226	0.009								
234.24	0.007								
234.253	0.009								
234.267	0.007								
234.28	0.01								
234.294	0.011								
234.308	0.009								
234.322	0.01								
234.335	0.009								
234.349	0.012								
234.363	0.013								
234.377	0.012								
234.39	0.016								
234.404	0.012								
234.417	0.008								
234.432	0.01								
234.445	0.012								
234.459	0.011								
234.472	0.012								
234.486	0.01								
234.5	0.009								
234.514	0.014								
234.527	0.01								
234.541	0.009								
234.555	0.011								
234.569	0.012								
234.582	0.009								
234.596	0.008								
234.609	0.009								
234.623	0.008								
234.637	0.008								
234.651	0.01								
234.664	0.008								
234.678	0.008								
234.692	0.008								
234.706	0.009								
234.719	0.008								
234.733	0.01								
234.746	0.011								
234.761	0.011								
234.774	0.01								
234.788	0.008								
234.801	0.01								
234.815	0.011								
234.829	0.012								
234.843	0.01								
234.856	0.009								
234.87	0.007								
234.884	0.007								
234.898	0.007								
234.911	0.007								
234.925	0.007								
234.938	0.009								
234.952	0.008								
234.966	0.008								
234.98	0.008								
234.993	0.009								
235.007	0.008								
235.021	0.008								
235.035	0.011								
235.048	0.009								
235.062	0.013								
235.075	0.007								
235.09	0.009								
235.103	0.011								
235.117	0.008								
235.13	0.009								
235.144	0.011								
235.158	0.013								
235.172	0.01								
235.185	0.007								
235.199	0.011								
235.213	0.009								
235.227	0.013								
235.24	0.012								
235.254	0.009								
235.267	0.01								
235.281	0.013								
235.295	0.012								
235.309	0.01								
235.322	0.008								
235.336	0.01								
235.35	0.009								
235.364	0.011								
235.377	0.009								
235.391	0.01								
235.404	0.009								
235.419	0.009								
235.432	0.011								
235.446	0.011								
235.459	0.009								
235.473	0.011								
235.487	0.011								
235.501	0.011								
235.514	0.01								
235.528	0.008								
235.542	0.008								
235.556	0.011								
235.569	0.01								
235.583	0.01								
235.596	0.012								
235.61	0.011								
235.624	0.01								
235.638	0.01								
235.651	0.011								
235.665	0.009								
235.679	0.012								
235.693	0.012								
235.706	0.009								
235.72	0.011								
235.733	0.01								
235.748	0.009								
235.761	0.01								
235.775	0.012								
235.788	0.008								
235.802	0.01								
235.816	0.011								
235.83	0.01								
235.843	0.012								
235.857	0.01								
235.871	0.011								
235.885	0.01								
235.898	0.012								
235.912	0.01								
235.925	0.01								
235.939	0.01								
235.953	0.009								
235.967	0.007								
235.98	0.012								
235.994	0.013								
236.008	0.012								
236.022	0.011								
236.035	0.01								
236.049	0.009								
236.062	0.008								
236.077	0.011								
236.09	0.013								
236.104	0.011								
236.117	0.01								
236.131	0.01								
236.145	0.01								
236.159	0.008								
236.172	0.012								
236.186	0.013								
236.2	0.011								
236.214	0.016								
236.227	0.009								
236.241	0.013								
236.254	0.013								
236.268	0.014								
236.282	0.013								
236.296	0.014								
236.309	0.013								
236.323	0.013								
236.337	0.014								
236.351	0.014								
236.364	0.011								
236.378	0.014								
236.391	0.011								
236.406	0.014								
236.419	0.012								
236.433	0.013								
236.446	0.015								
236.46	0.012								
236.474	0.013								
236.488	0.012								
236.501	0.016								
236.515	0.013								
236.529	0.011								
236.543	0.011								
236.556	0.012								
236.57	0.016								
236.583	0.012								
236.597	0.011								
236.611	0.012								
236.625	0.012								
236.638	0.011								
236.652	0.012								
236.666	0.008								
236.68	0.012								
236.693	0.016								
236.707	0.015								
236.72	0.014								
236.735	0.015								
236.748	0.013								
236.762	0.013								
236.775	0.014								
236.789	0.014								
236.803	0.016								
236.817	0.015								
236.83	0.014								
236.844	0.013								
236.858	0.015								
236.872	0.012								
236.885	0.014								
236.899	0.011								
236.912	0.016								
236.926	0.014								
236.94	0.011								
236.954	0.016								
236.967	0.019								
236.981	0.013								
236.995	0.017								
237.009	0.015								
237.022	0.015								
237.036	0.017								
237.049	0.012								
237.064	0.012								
237.077	0.016								
237.091	0.013								
237.105	0.019								
237.118	0.015								
237.132	0.015								
237.146	0.015								
237.16	0.015								
237.173	0.016								
237.187	0.013								
237.201	0.013								
237.215	0.015								
237.228	0.014								
237.242	0.019								
