Depth [m]	Interpolated Bchron Age	Zr/Rb 	Ca/Ti	Rb/K
21.66444	53227.326	3.94966323	0.573469641	0.993618105
21.67645	53244.5625	4.235960473	0.860363027	0.879810437
21.68648	53256.776	4.187267727	0.604468007	1.073602074
21.69647	53269.7345	4.017666639	0.474469066	1.030523145
21.70643	53283.502	4.250622831	0.615291845	0.964000333
21.71643	53296.5375	4.573906861	0.773022219	0.923509203
21.72644	53309.694	4.642872939	0.680604675	0.921099789
21.73643	53322.5375	3.947228444	0.802545012	1.11683416
21.74643	53337.288	4.368213679	0.549882735	1.043845791
21.75647	53349.7935	4.057518307	0.62912376	1.028522175
21.76643	53364.7525	4.059531248	1.05833723	0.891172185
21.77644	53380.016	3.592382133	0.858777599	1.01637799
21.78643	53393.0375	4.45010772	0.900852145	0.85156964
21.79643	53405.5375	4.778612412	1.006147447	0.742132385
21.80647	53416.7935	3.918241792	0.897936258	0.971491992
21.81646	53429.544	4.420016041	1.18321703	0.905131808
21.82644	53442.55	4.826656395	1.365056295	0.789316216
21.83843	53458.802	4.754712003	1.488134055	0.854154188
21.84844	53471.972	4.412949719	1.445151617	0.794098521
21.85847	53482.8935	5.138832308	1.384032562	0.795302547
21.86843	53494.1945	4.044076103	1.390275918	0.861523575
21.87844	53509.926	4.387493965	1.439386425	0.982789933
21.88843	53523.0375	4.21364178	1.068555145	0.905405127
21.89843	53536.3805	4.522013599	1.580543224	0.761906535
21.90844	53549.05	3.907483567	1.536851283	0.906805583
21.91848	53557.784	3.782598287	1.064896513	0.985909174
21.93043	53571.9515	5.18834466	1.712280835	0.653806347
21.94043	53582.6235	4.629940291	1.491063	0.788716248
21.95044	53597.028	4.427717049	1.374294876	0.76318555
21.96047	53609.2755	5.736917869	1.466210304	0.606833104
21.97047	53625.5875	5.581569379	1.495485387	0.617338332
21.98043	53638.016	4.776474563	1.588180507	0.695088164
21.99044	53650.094	4.392010915	1.331384049	0.77717869
22.00042	53663.546	4.969542457	1.854480762	0.672682503
22.01043	53676.6235	4.385806599	1.372093491	0.698280218
22.02244	53692.818	4.614546659	1.41276414	0.70130159
22.03243	53702.7945	5.177673574	1.316820322	0.614547485
22.04244	53715.16	4.653954097	1.632210439	0.621752195
22.05244	53731.136	5.113977233	2.536944083	0.479947877
22.06244	53749.648	5.832584049	1.954258324	0.488806927
22.07247	53765.3405	4.886569665	1.640825618	0.653836771
22.08244	53777.904	4.283273701	2.018757852	0.703219716
22.09243	53793.402	4.460443367	1.669244067	0.69397362
22.10244	53806.562	4.098944924	2.749627858	0.542947606
22.11244	53817.428	5.133273703	2.755238834	0.431088161
22.12447	53833.205	4.663233041	2.897646159	0.501585798
22.13444	53846.384	5.03478742	3.386998857	0.39565585
22.15044	53865.528	4.713841368	3.092354041	0.471308972
22.16044	53877.638	4.324448708	3.327939214	0.492963334
22.17044	53892.182	4.258010831	2.811811844	0.486114708
22.19443	53925.316	5.524360859	3.046657947	0.385810963
22.20444	53937.328	5.437984128	3.270197504	0.382766753
22.21443	53949.0945	4.859420992	3.466902562	0.432278126
22.22843	53965.1945	5.106426759	3.723100572	0.402712147
22.24644	53985.728	5.415224961	3.03407497	0.419807184
22.26244	54009.148	4.861850427	2.931358655	0.465722742
22.27244	54023.83	5.418015369	3.312467102	0.38977767
22.28243	54033.0235	4.946695276	3.387513311	0.414324368
22.29244	54047.66	5.032708141	3.782372809	0.478522951
22.89847	54898.8935	4.212716678	2.703556149	0.486123701
22.90848	54912.372	3.875631864	1.263757569	0.668718771
22.91845	54928.4425	4.027811172	1.804972425	0.605988477
22.92843	54945.331	3.330583071	1.806240658	0.67021356
22.94244	54966.38	4.695800975	1.940509883	0.460209492
22.95244	54984.794	4.116159578	1.810678092	0.629665752
22.96243	54999.374	4.41899692	2.484849567	0.615673214
22.97445	55020.565	4.383533236	2.173431159	0.584368426
22.98444	55039.546	4.208755742	2.3467999	0.565574609
22.99445	55059.7325	4.769251459	2.53656037	0.511728727
23.00444	55077.548	4.994852398	3.941684715	0.490783404
23.01445	55094.565	4.665387035	4.000062	0.497481377
23.02648	55116.312	5.104845794	2.346418608	0.514588203
23.03648	55133.692	4.101654431	3.437461808	0.553552714
23.04643	55149.4665	4.883818895	2.637265534	0.53475746
23.05644	55167.88	5.037846849	3.256526623	0.488903706
23.06644	55187.88	4.448291815	3.236111374	0.531825133
23.07644	55205.948	4.899795989	3.219629302	0.49048181
23.08644	55222.948	5.353265777	2.918040487	0.450676568
23.09644	55240.592	4.602129995	2.258280332	0.543305341
23.10643	55257.288	4.944751383	2.883034559	0.445881073
23.12245	55284.5425	4.478677108	2.333448136	0.599963195
23.13243	55302.103	4.00255552	3.090122177	0.598203366
23.14244	55320.928	5.502119897	2.785999168	0.419734613
23.15448	55340.08	4.742467554	2.632926437	0.547657136
23.16448	55358.324	4.648835261	2.259944164	0.564125282
23.17644	55373.228	4.559713393	1.916828395	0.594525545
23.18643	55387.4665	5.517370677	2.789263776	0.461644241
23.19644	55409.422	5.218850341	3.092500595	0.450840399
23.20643	55432.3245	5.871546508	2.97829662	0.383546935
23.21643	55454.4675	4.350533507	2.960423696	0.533341131
23.22643	55474.074	4.815390959	3.098050561	0.479117281
23.23644	55494.346	5.345384535	2.812785971	0.435250283
23.24643	55515.1815	4.404643104	2.132269332	0.553624215
23.25643	55538.575	4.297104107	2.90834717	0.569613679
23.26644	55562.956	5.197545543	2.965231724	0.4614098
23.27644	55587.922	4.573023609	2.756811669	0.500342921
23.28643	55609.217	4.889206515	2.624619013	0.479881059
23.29644	55637.574	5.395428996	3.039787819	0.440871554
23.31047	55679.769	5.24608338	2.968666602	0.41434111
23.32047	55706.6045	5.16782353	2.848412313	0.461995611
23.33244	55736.686	5.593955805	2.956000741	0.456595825
23.34243	55765.9675	5.578344006	3.022321942	0.406987823
23.35244	55790.564	5.829856779	3.073775765	0.362123234
23.36244	55822.418	5.637432514	3.24086517	0.389538367
23.37844	55870.866	4.281370977	3.297497189	0.528882868
23.38843	55899.8685	5.401013019	3.243935395	0.447828829
23.39844	55936.15	4.444124473	2.750782659	0.530592232
23.40844	55978.714	5.127979796	3.007735447	0.451263434
23.41843	56013.7405	4.674133002	3.146000584	0.472808645
23.42847	56055.8445	6.858962742	2.691362846	0.363669565
23.43847	56104.85	6.559089756	3.132384629	0.342898586
23.45244	56183.298	6.793149716	3.138415486	0.359817921
23.46443	56247.7575	4.42824189	3.253503075	0.513761521
23.47443	56294.9415	4.768207984	2.803654046	0.489583115
23.48443	56332.3405	4.783737443	2.524164468	0.541061518
23.49443	56362.961	6.737580113	2.720333594	0.370584699
23.51044	56410.106	4.418493669	2.728612465	0.51328563
23.52644	56464.32	3.999034659	2.965092023	0.542075295
23.54044	56501.88	4.879475509	2.684163115	0.523764548
23.55444	56531.212	4.184348247	2.556334481	0.60015884
23.57043	56566.575	4.385320545	2.679727111	0.534295255
23.58043	56591.5965	4.321721849	2.6974641	0.532287141
23.59244	56621.856	5.354100663	2.746659599	0.453206663
23.60443	56649.5245	4.879479211	2.631332814	0.488674966
23.70447	56880.1105	3.924400878	2.547501409	0.59985691
23.72843	56932.703	4.448196676	2.839658316	0.54921411
23.73843	56952.86	4.776460949	2.649225066	0.545871368
23.74844	56972.036	5.010015252	2.751591724	0.476770538
23.76043	56997.403	5.512534902	2.594263171	0.422900864
23.77043	57018.2095	5.077019766	2.626190523	0.420428171
23.78043	57034.817	5.067701474	2.648727508	0.473419897
23.80247	57076.5515	5.027556235	2.72175018	0.425975388
23.81248	57099.216	5.800943354	2.617138931	0.374312366
23.82247	57116.199	4.948989977	2.651160144	0.450190503
23.85543	57181.946	4.703638671	2.583241736	0.520390271
23.86544	57202.88	4.978263479	2.599412707	0.497832256
23.87544	57222.608	4.277779863	2.593358136	0.564009868
23.88544	57239.932	4.570657021	2.646881455	0.540601141
23.89544	57255.16	4.024594216	2.547681402	0.571376841
23.90548	57271.864	4.584301693	2.489566834	0.531424042
23.91548	57288.22	4.350209277	2.629868513	0.651822161
23.92547	57303.752	4.071266814	2.491064712	0.644665432
23.93545	57319.72	4.120321202	2.460461237	0.639774979
23.94544	57335.704	4.643501395	2.657584067	0.531249648
23.95545	57354.445	4.761440196	2.595658788	0.533007123
23.96544	57375.152	4.480066038	2.612376	0.633817901
23.97545	57391.585	4.396856555	2.394374417	0.658748963
23.98545	57407.31	3.920389256	2.484694986	0.810160764
23.99544	57427.196	4.552016325	2.455277262	0.626883219
24.00544	57447.064	4.279472107	2.399146376	0.656998066
24.01544	57464.204	4.269964658	2.5554508	0.633903502
24.02544	57482.924	4.740013617	2.449983363	0.593112066
24.03545	57500.9475	3.574896365	2.468654661	0.815743825
24.04549	57514.588	4.322475084	2.346406677	0.668671961
24.05549	57529.882	3.58074246	2.293738939	0.808781493
24.06548	57544.85	4.551999864	2.478336368	0.611385901
24.07544	57561.924	4.267762937	2.32307282	0.7228627
24.08544	57580.748	4.027339726	2.329062509	0.747778762
24.09544	57598.836	4.782271298	2.444201569	0.60387343
24.10545	57613.7675	4.967610894	2.46333427	0.527058008
24.11544	57629.064	4.805233565	2.506066455	0.581687112
24.12543	57648.0885	5.107494903	2.36072704	0.567186205
24.13544	57666.248	4.12540237	2.204944906	0.69308912
24.14546	57684.101	3.858877024	2.122081593	0.78090377
24.15545	57700.13	4.008036934	2.231250373	0.721282466
24.16543	57717.0885	4.557622523	2.383706642	0.687394171
24.17548	57733.946	4.020131529	2.410289776	0.743876859
24.18549	57747.637	3.928701839	2.286847749	0.743385437
24.19548	57762.268	4.44500092	2.312526672	0.675267524
24.20548	57779.638	3.905632821	2.317377754	0.828192435
24.21544	57796.16	4.368326796	2.37957826	0.687062067
24.22544	57811.16	4.445729643	2.293798662	0.646224066
24.23543	57826.145	3.379028055	2.645070651	0.932286778
24.24544	57841.432	4.208751321	3.02516433	0.710827061
24.25544	57859.924	4.159384864	2.978187509	0.717194956
24.26544	57877.116	4.269395537	2.644626891	0.745311746
24.27543	57890.8305	4.544920205	2.520071125	0.762622144
24.28543	57906.774	4.130101898	2.154388263	0.785070298
24.29543	57924.774	3.525106609	1.983586766	0.985653252
24.30544	57941.704	3.616367549	2.108507227	0.937931168
24.31544	57957.976	3.785076294	2.057073945	0.866148241
24.32546	57974.236	3.659356125	1.97067488	0.861243694
24.33547	57991.893	4.417410463	2.131297361	0.794910825
24.34547	58007.611	4.058176921	2.265682943	0.777941596
24.35544	58024.652	4.273575311	2.418696255	0.72549087
24.36544	58042.16	3.527730393	2.192892123	0.980071251
24.37544	58057.432	4.358682069	2.401656397	0.998266654
24.38543	58074.274	4.047783131	2.028927909	0.818280543
24.39543	58093.903	4.231127536	1.97021181	0.751739194
24.40544	58113.564	4.350269651	2.022779636	0.787311571
24.41544	58129.072	4.408783998	2.263808232	0.970619751
24.42543	58143.688	3.850970147	2.169649575	1.0252718
24.43543	58157.516	4.098738136	2.204841551	0.956322195
24.44544	58170.072	3.829740335	2.492659365	0.966049897
24.45544	58186.608	4.009352954	2.446601069	0.983579615
24.46549	58207.8525	3.906591535	2.177713834	1.007041826
24.4755	58229.55	4.260531977	2.335119877	0.815125508
24.48549	58249.1565	4.894886844	2.715512775	0.717363263
24.49544	58267.02	4.639688257	2.652603967	0.701207223
24.50544	58285.336	3.842711944	2.292369379	0.80947419
24.51544	58302.704	4.148174012	2.327807992	0.845249802
24.52543	58319.5025	3.668316985	2.433137533	0.852408869
24.53544	58335.116	3.827680091	2.616252311	0.867942665
24.54544	58352.108	4.420686502	2.257844272	0.793070911
24.55543	58369.145	4.61951847	2.387023092	0.77840197
24.56544	58384.976	4.040716822	2.473428225	0.798488328
24.57544	58401.748	3.956682907	2.490487499	0.720665291
24.58544	58417.932	4.097183616	2.556803819	0.747012862
24.59543	58432.602	4.515926693	2.3060193	0.639507973
24.60547	58446.658	4.29450597	2.358475077	0.712760101
24.61547	58460.3845	3.956679811	2.332249452	0.771666535
24.62547	58476.346	4.40451473	2.413563629	0.739799912
24.63544	58494.02	4.552726686	2.633959274	0.705791163
24.64544	58510.976	4.172524089	2.876338996	0.754754569
24.65544	58528.02	4.536334658	3.05883102	0.734024901
24.66544	58545.792	3.910056871	2.611306844	0.794923843
24.67543	58563.5025	4.256795526	2.780187759	0.72873352
24.68543	58580.731	3.638527851	2.666269333	0.86146916
24.69544	58595.572	4.001302427	2.533637773	0.779280178
24.70543	58608.8305	3.516127079	2.658571791	0.852905861
24.71544	58625.336	5.117737302	2.709923852	0.60034468
24.72544	58642.432	4.047298069	2.592867599	0.741519478
24.73544	58655.484	3.876608584	2.429375462	0.955500402
24.74548	58668.994	4.440007376	2.348901469	0.710856888
24.75549	58686.98	3.929295796	2.152111381	0.834869298
24.76547	58706.393	4.740177979	2.468327435	0.669666566
24.89647	58935.5285	4.665832861	2.886216988	0.614149444
24.90644	58951.948	3.915070038	2.657802507	0.784357588
24.91644	58971.524	3.932183877	2.142301384	1.00448146
24.92644	58991.236	3.832478062	2.512056781	1.014182829
24.93645	59011.545	5.223484672	2.697544924	0.697352231
24.94643	59030.2525	4.083771138	2.102723683	0.908525088
24.95643	59049.0385	4.027469498	2.232830963	0.858501043
24.96645	59065.3525	4.177240665	2.137761528	0.828897533
24.97645	59084.3675	4.225917926	2.535606783	0.743864057
24.98645	59103.9325	5.186990078	3.017136778	0.718701895
24.99644	59124.024	4.319457736	3.642922237	0.830534568
25.00644	59142.77	4.272523039	3.100329819	0.802512747
25.01643	59161.86	4.821304878	2.741595855	0.745668368
25.02649	59179.384	3.546430253	3.143172011	0.835494301
25.03649	59193.7615	4.5406466	3.180157652	0.738915467
25.04649	59209.2085	4.883857235	3.354451087	0.622054996
25.05649	59227.0065	3.667842478	3.161774441	0.839940347
25.06644	59246.38	4.343979992	2.915198372	0.803634925
25.07645	59268.0125	5.20700795	2.701801273	0.636790004
25.08644	59287.592	4.328634619	2.75306391	0.790317539
25.09644	59309.456	4.526263489	2.638125273	0.915204511
25.10644	59330.236	4.076142964	2.272500802	1.018972077
25.11644	59349.236	4.023406931	2.017469797	1.150811588
25.12644	59367.592	3.965013526	1.747821814	1.278268623
25.13844	59390.458	4.0282932	2.958814323	0.689730698
25.14843	59412.4675	3.677646691	2.390108825	1.041262389
25.16444	59443.934	4.303437391	2.45100241	1.094535266
25.17444	59464.992	3.988649741	2.352238071	1.071527481
25.19044	59501.968	4.034574182	2.444399987	0.909589129
25.20244	59527.514	3.967833166	2.061407291	1.438846522
25.21244	59546.38	3.968400144	2.395346979	1.04147725
25.22244	59565.526	3.430736703	1.431579899	1.57473392
25.24043	59602.9245	4.084186547	1.40702758	1.329397445
25.33243	59814.4255	4.052565493	1.566328734	1.326566714
25.34244	59844.052	3.473087486	1.610787181	1.563428268
25.35243	59875.6825	3.163002527	1.631424285	1.632122041
25.36244	59903.332	4.028695329	1.79094081	1.106177175
25.37244	59932.918	3.621891681	1.999072148	1.358211993
25.38244	59965.832	3.324048809	1.530131237	1.560756382
25.39244	59995.54	3.881858229	1.254706973	1.321580694
25.40243	60031.234	3.840366919	1.597224738	1.390031666
25.41247	60071.7325	3.226251833	1.272395255	1.576605179
25.42248	60120.024	3.423418454	1.540549648	1.606847036
25.43244	60173.25	3.611629304	1.911585675	1.258534046
25.44244	60234.896	4.465575467	1.766607319	1.110893931
25.45244	60291.09	3.408237819	1.610124528	1.582935255
25.46243	60340.2435	3.543085527	2.085947369	1.397459323
25.47244	60393.822	3.536548722	1.763901574	1.409438457
25.48243	60443.664	3.519693157	1.719440739	1.31091139
25.49243	60487.4115	3.863353966	2.177211417	1.360128923
25.50443	60535.308	3.819953933	1.739229133	1.587748705
25.51444	60584.038	4.119582112	2.447998292	0.988656057
25.52444	60621.762	3.56194508	2.032001714	1.116197941
25.53447	60657.8155	4.445548823	2.182507533	0.955667885
25.54447	60690.516	4.003321938	2.390029692	1.166220123
25.55448	60718.544	4.193860415	2.060037378	1.12884815
25.56444	60747.986	3.767069761	2.245615685	1.186243278
25.57444	60780.596	3.465723522	2.347767926	1.314158715
25.58444	60810.378	3.736410794	1.954455783	1.28057814
25.59444	60836.432	4.303136566	1.877441545	1.070536956
25.60444	60862.656	4.093913245	2.636911111	1.199739472
25.61444	60891.096	3.73707427	1.748408837	1.388851338
25.62443	60919.746	3.887493277	2.664609088	1.269986394
25.63444	60943.1	3.894922818	1.658595687	1.258113712
25.64444	60966.102	3.626063622	1.816262449	1.426048936
25.65444	60989.488	3.794947027	1.861210163	1.27020962
25.66443	61017.1255	3.811609133	1.863539733	1.388609531
25.67444	61044.322	3.245684647	1.860286505	1.553843565
25.68448	61069.252	3.727849027	1.797653913	1.397622471
25.69446	61093.873	3.95660395	1.729434481	1.366462208
25.70448	61119.648	4.136229501	1.566920586	1.377014187
25.71443	61143.303	3.684376022	1.336586135	1.632922156
25.72443	61166.961	3.397279291	0.998095025	1.884923412
25.73444	61192.212	4.307026332	1.183776436	1.398824463
25.74444	61211.216	4.38612061	1.050555261	1.672617518
25.75444	61229.878	3.864271985	1.355419091	1.461421985
25.76444	61253.268	3.753153111	1.803228012	1.289171796
25.77443	61275.246	5.514204985	2.853635337	0.795661965
25.78443	61295.474	5.026442448	6.535079588	0.614181226
25.85844	61445.724	4.834679731	4.079682259	0.51251364
25.86844	61465.036	4.622808456	2.37024159	0.60456463
25.87844	61484.88	4.826786271	1.172558931	0.659846913
25.88847	61504.093	4.1829566	1.311340474	0.743353693
25.89844	61526.834	3.896237628	1.933551365	0.652136677
25.90847	61550.4045	4.069743719	1.574490275	0.769604584
25.91844	61573.412	4.578842022	0.289309883	0.769771832
25.92848	61590.568	3.549079862	0.264326664	1.268130141
25.93844	61607.348	3.184906379	0.168454144	1.518853347
25.94844	61626.88	3.264043396	0.1481241	1.325346974
25.95844	61646.458	3.615481526	0.153364616	1.315456386
25.96843	61662.988	3.507561065	0.172718206	1.646014251
25.98244	61689.27	4.387060389	0.160936186	1.368233045
25.99249	61706.3595	3.398329241	0.171704158	1.737303053
26.00244	61723.124	3.725407543	0.180091368	1.360926404
26.01243	61743.0095	4.09122889	0.215545166	1.130330654
26.02244	61760.258	3.493346299	0.180743314	1.335407579
26.03443	61782.531	4.303254481	0.24286596	1.053809655
26.04444	61799.104	4.074109667	0.205092919	1.16214823
26.05445	61814.8975	3.767903002	0.255387018	1.07566082
26.06444	61833.046	3.643131194	0.306497121	0.881989635
26.07445	61851.4525	3.802146854	0.296214325	0.925561181
26.08446	61865.744	4.074052251	0.498431083	0.756680916
26.09449	61882.7045	4.091777093	0.417201868	0.92486249
26.10445	61902.9	3.804878038	0.368115744	0.948050051
26.11447	61923.1635	3.898969227	0.196400705	1.342630375
26.12444	61943.824	3.576628326	0.176729919	1.388744846
26.13448	61961.772	3.641366676	0.175460642	1.266424334
26.14444	61977.714	4.341355015	0.177911672	1.156684935
26.15444	61996.658	3.879339089	0.173865493	1.361389476
26.16444	62017.046	4.205791878	0.190302507	1.252248614
26.17444	62033.44	3.964561236	0.231675638	1.28790337
26.18844	62050.394	3.684332461	0.200981962	1.439087882
26.19847	62067.746	3.522245144	0.173307814	1.397423706
26.20844	62089.49	3.817984279	0.198669171	1.279856662
26.23243	62134.2105	3.792256823	0.265868045	1.384180541
26.24247	62155.705	4.033744219	0.237365025	1.618050103
26.25244	62171.514	3.365395848	0.186759375	1.751137418
26.26247	62189.946	3.728891024	0.185768641	1.65612332
26.27448	62213.58	3.83488987	0.211755746	1.866139601
26.28444	62233.548	4.347453711	0.211406414	1.255840901
26.29447	62249.705	3.91676342	0.226664773	1.600560756
26.31843	62286.0665	4.006713622	0.263744295	1.724610379
26.32844	62302.848	4.306232397	0.274417553	1.161999512
26.33843	62323.203	3.516800344	0.248052936	1.607360236
26.34844	62339.16	4.118966671	0.185923599	1.325201376
26.35847	62358.0165	4.404766248	0.188520284	1.290344196
26.36844	62377.036	4.29316626	0.224920514	1.165576419
26.38244	62397.672	3.945022077	0.334312771	1.096565202
26.39244	62411.038	3.314003165	0.208163226	1.617632899
26.40243	62426.7385	4.012219799	0.214410719	1.370436311
26.41244	62447.112	3.858803292	0.180360388	1.409425571
26.42448	62471.22	4.543125418	0.287930498	0.910891137
26.43444	62487.27	4.25375866	0.205310568	1.337683659
26.44444	62503.882	4.190905297	0.212714576	1.142114953
26.47244	62559.684	3.481798542	0.20483179	1.941665219
26.58544	62761.836	4.255642508	0.764913068	1.101742713
26.61543	62805.2015	4.24270962	1.641351738	1.320364284
26.64344	62858.88	4.688552027	2.869833827	1.000358825
26.64944	62870.88	5.175209549	6.09347769	0.609305248
26.65644	62884.236	4.54437687	7.444233769	0.760581827
26.66544	62897.528	4.953485359	6.347481203	0.631316633
26.67143	62905.6455	6.159111644	5.600342609	0.531439715
26.72644	62996.524	4.305830156	6.030044852	0.675185504
26.75144	63038.304	4.071432999	5.093602748	0.827551872
26.78744	63093.008	4.79762301	4.483905864	0.623819623
26.79844	63110.238	3.681617329	5.383742559	0.885470447
26.83444	63167.272	4.423934037	7.492349116	0.680925552
26.84344	63181.208	5.651705551	6.176746413	0.750612692
26.88744	63261.252	4.666288495	10.08651706	0.702682969
26.89443	63271.5945	4.450334316	2.195770702	1.730301051
26.92643	63317.6095	3.521794988	2.536565754	1.337530458
26.94044	63339.55	4.340133803	4.701959749	0.95849734
26.95643	63362.7525	4.477933257	3.567146162	0.912234276
26.98644	63403.16	4.426088496	2.95523858	0.882707129
26.99144	63411.092	4.529458997	2.22490019	0.761223566
26.99643	63420.074	4.504818952	2.045472073	0.879121344
27.00243	63429.416	3.90708402	2.121207561	0.941950572
27.00743	63435.416	5.407218492	2.653018518	0.748616621
27.01444	63442.052	4.920417611	2.345354126	0.798539972
27.02145	63448.8925	3.894531489	2.673210448	0.887101913
27.03244	63467.636	5.593669445	2.964971012	0.60582097
27.0414	63484.8	5.510245531	3.381897619	0.671163692
27.04641	63494.82	4.621330322	3.258151506	0.728505295
27.06342	63517.972	4.378072322	3.933711633	0.801664487
27.10043	63568.1665	5.989321088	2.922281535	0.713838938
27.10542	63575.901	5.163546222	2.145257935	0.782334084
27.11041	63583.6355	5.644409335	2.175101632	0.822036373
27.12042	63599.361	5.875535123	2.124297628	0.824269373
27.12665	63612.1325	5.158466609	2.513528386	0.762826452
27.13143	63621.86	3.663357234	2.585748822	0.797517136
27.13943	63637.86	5.422724613	2.441660671	0.680256329
27.14541	63647.9265	5.354935755	2.688999438	0.732203052
27.15342	63660.801	4.558735776	2.663084912	0.79496991
27.15942	63670.101	4.917066251	2.503625653	0.70802021
27.16842	63686.156	5.565105035	2.522257795	0.667854656
27.1746	63697.51	3.335307017	1.756471296	0.547858367
27.1756	63699.36	3.425030403	1.581378154	0.65185715
27.17642	63700.877	3.539586851	1.832444805	0.664345799
27.17841	63704.5585	3.389811984	2.046376653	0.686106173
27.17942	63706.427	4.120013617	1.786159308	0.61065671
27.1804	63708.18	3.429530386	1.30334649	0.813135224
27.18142	63709.914	3.365938627	1.664387768	0.888466979
27.18341	63713.297	3.771141485	1.750513631	1.025062557
27.19842	63744.708	4.963122282	2.616586963	0.722191592
27.20341	63752.933	4.199115178	2.437078167	0.841406601
27.2174	63772.97	3.901504778	2.2788341	0.875461512
27.2182	63774.21	3.229359957	1.56586215	1.198820959
27.2192	63775.76	3.749634653	0.880070418	1.006862683
27.22242	63780.751	4.425522923	1.947662951	0.764858546
27.22841	63790.0355	3.907579347	2.320294727	1.031639697
27.2764	63872.74	3.411950909	1.600246685	1.01642595
27.2798	63878.18	3.347047088	1.567931934	0.932661509
27.2812	63880.54	3.423171797	1.444715712	1.023147947
27.2822	63882.24	3.488560693	0.852791829	1.039712876
27.2844	63885.98	2.762231244	1.02022614	1.122489959
27.2874	63891.08	3.491991443	2.101995381	0.742752486
27.2884	63892.78	2.987924945	1.368269818	0.840462709
27.29	63895.5	3.260902862	1.373512342	0.833037678
27.291	63897.65	3.257140203	1.131849301	0.838781124
27.292	63899.8	3.358418258	1.341342373	0.734642059
27.293	63901.95	3.442505126	1.213965906	0.637546848
27.31644	63942.694	4.330141697	2.621229393	0.738475552
27.32843	63965.6245	4.074882167	3.027441959	0.766752879
27.3352	63978.36	3.717465538	2.293271737	0.820995938
27.3362	63980.16	3.306352016	1.556250967	0.717645038
27.3372	63981.96	3.167424723	1.473686495	0.72011192
27.34	63987	3.226808584	1.748567728	0.73997408
27.3418	63990.33	3.582601828	2.264560198	0.66381406
27.345	63996.25	3.937026731	2.214319282	0.707103254
27.3492	64004.02	3.484776899	1.870174283	0.673991301
27.3522	64008.91	3.860967773	2.517336228	0.706116852
27.3532	64010.46	3.783693241	2.214019851	0.573589765
27.3584	64018.52	3.724760865	1.973565974	0.621364519
27.3648	64028.92	3.691980771	2.23828189	0.950758429
27.3788	64049.38	4.345613038	3.155367489	0.714847682
27.3798	64050.73	4.135113372	3.043136717	0.785250073
27.3808	64052.44	4.110341852	2.996488824	0.72811914
27.3826	64055.68	4.09213905	2.955091942	0.680291223
27.3836	64057.48	3.713548892	2.897908511	0.825256284
27.3926	64073.68	3.79016259	2.597967957	0.7661801
27.395	64078	4.257069787	2.482535687	0.861528733
27.396	64079.8	3.870831006	2.340778471	0.969154557
27.397	64081.6	3.651728203	2.334440675	0.959070082
27.4008	64088.64	4.477345757	2.889392916	0.746399139
27.40544	64098.152	5.875445306	2.512579405	0.581560683
27.4068	64100.94	3.880399182	2.409840399	0.881931495
27.40943	64106.3315	5.016581305	2.392237945	0.643482024
27.412	64111.4	4.17247096	2.462368056	0.828319977
27.41344	64114.208	3.965384695	2.380675662	0.849905125
27.41843	64123.9385	4.642791958	2.160973055	0.704004456
27.42343	64130.9445	5.431836941	2.235752264	0.588602963
27.42844	64136.706	4.203347756	2.327435419	0.789490961
27.4308	64139.46	4.110641215	2.326376022	0.767336572
27.4316	64140.42	3.765997115	2.138735898	0.795511296
27.43242	64141.404	3.908540766	2.110716388	0.795915574
27.43344	64142.628	3.652505755	2.308173748	0.763894536
27.4344	64143.78	3.610774878	2.179912041	0.833712919
27.4356	64145.22	4.404773562	2.130555996	0.699458992
27.4384	64148.58	3.757664193	2.150822198	0.89911555
27.4394	64149.78	3.92391535	2.175473794	0.863271438
27.4404	64151.08	4.371473295	2.229345475	0.804697073
27.4414	64152.53	4.388686661	2.186945563	0.757324719
27.4422	64153.69	3.787976642	2.304866153	0.861596614
27.4432	64155.14	3.461298924	2.188359831	0.901795747
27.444	64156.3	4.785484932	2.226505525	0.678693824
27.4448	64157.46	4.284043619	2.339031849	0.797830294
27.4456	64158.62	4.121375416	2.282258279	0.736246375
27.4468	64160.36	4.482782876	2.386847885	0.733351029
27.4484	64162.68	4.416576609	2.408084351	0.695413207
27.4492	64163.84	4.804598118	2.279572518	0.685183869
27.45	64165	3.685340318	2.330271647	0.802994402
27.4508	64166.72	3.796601214	2.38282435	0.775531939
27.4522	64169.73	4.777400483	2.241139954	0.80284334
27.453	64171.45	3.897039764	2.408335169	0.813317195
27.4538	64173.17	5.660052292	2.187062063	0.6647005
27.4546	64174.89	5.426123222	2.15881597	0.657049499
27.45544	64176.696	4.227156233	2.157891834	0.722413193
27.4564	64178.76	4.219596085	2.24176812	0.819048163
27.4572	64180.48	3.597540069	2.391518638	0.82540821
27.458	64182.2	4.437780146	2.283612102	0.737750223
27.4588	64183.92	4.874026919	2.160864301	0.66677277
27.4596	64185.64	4.089400636	2.143920416	0.740479999
27.46044	64187.072	4.26921064	2.224992455	0.807901207
27.4614	64188.32	3.861692986	2.439282942	0.916095758
27.4622	64189.36	4.464660937	2.219947604	0.724098743
27.463	64190.4	3.613882793	2.264109235	0.922511468
27.4638	64191.44	4.594395817	2.352077253	0.753297947
27.4646	64192.48	4.216568767	2.257426057	0.802103844
27.46544	64193.572	3.948980201	2.378523285	0.962454519
