anu	ins_chb_s	ins_chb_a	ins_tibet_s
127690	441.302720000425	421.844063128136	534.947352847315
127700	441.398396881093	421.761992395142	534.9103449935
127710	441.494019062281	421.680085042452	534.873022502886
127720	441.589585810129	421.598341341228	534.835386185269
127730	441.685096391369	421.516761560346	534.797436852823
127740	441.780550072886	421.435345966337	534.759175319666
127750	441.875946122179	421.354094823352	534.720602402284
127760	441.971283807014	421.273008393295	534.681718919232
127770	442.066562395785	421.19208693586	534.642525691045
127780	442.161781156956	421.111330708277	534.603023540509
127790	442.25693935978	421.03073996561	534.563213292384
127800	442.352036273467	420.950314960657	534.523095773446
127810	442.447071168321	420.870055943918	534.482671812527
127820	442.542043314554	420.789963163716	534.441942240416
127830	442.636951983059	420.71003686606	534.400907889932
127840	442.731796445064	420.630277294805	534.359569595657
127850	442.826575972453	420.550684691508	534.317928194337
127860	442.921289837322	420.471259295648	534.275984524503
127870	443.015937312448	420.392001344363	534.233739426464
127880	443.110517671039	420.312911072688	534.191193742469
127890	443.205030186719	420.233988713467	534.148348316636
127900	443.299474133704	420.155234497379	534.105203994845
127910	443.393848786545	420.0766486529	534.061761624636
127920	443.488153420521	419.998231406519	534.018022055595
127930	443.582387311309	419.919982982401	533.973986138707
127940	443.676549735045	419.841903602618	533.929654726875
127950	443.770639968451	419.76399348723	533.885028674693
127960	443.864657288827	419.686252854035	533.840108838345
127970	443.95860097402	419.608681918934	533.794896075691
127980	444.052470302235	419.531280895551	533.749391246207
127990	444.146264552374	419.454049995472	533.703595211003
128000	444.239983003919	419.376989428356	533.657508832705
128010	444.334171646453	419.299659705175	533.60997395452
128020	444.428282621523	419.222502243669	533.562147193948
128030	444.522315197803	419.145517251226	533.514029432293
128040	444.616268644723	419.068704933329	533.465621552396
128050	444.710142232157	418.992065493305	533.416924438645
128060	444.803935230555	418.915599132431	533.36793897682
128070	444.897646911217	418.839306050024	533.318666054282
128080	444.991276545763	418.763186443242	533.269106559716
128090	445.084823406644	418.687240507362	533.21926138334
128100	445.178286766738	418.611468435511	533.169131416659
128110	445.271665899733	418.535870418861	533.118717552594
128120	445.364960079771	418.460446646644	533.068020685407
128130	445.458168581869	418.385197306082	533.017041710697
128140	445.551290681484	418.310122582387	532.965781525357
128150	445.644325654785	418.235222658805	532.914241027528
128160	445.737272778667	418.160497716667	532.862421116731
128170	445.830131330695	418.08594793539	532.810322693544
128180	445.922900588907	418.011573492423	532.757946659912
128190	446.015579832348	417.937374563191	532.705293918948
128200	446.108168340504	417.863351321387	532.652365374851
128210	446.20066539356	417.789503938687	532.599161933079
128220	446.29307027256	417.715832584785	532.545684500139
128230	446.385382259049	417.642337427797	532.491933983714
128240	446.477600635544	417.56901863359	532.4379112925
128250	446.569724684985	417.495876366396	532.383617336337
128260	446.661753691202	417.422910788571	532.329053026079
128270	446.753686938803	417.350122060539	532.274219273587
128280	446.845523713037	417.277510340907	532.219116991684
128290	446.937263299876	417.205075786529	532.163747094326
128300	447.028904986087	417.132818552373	532.108110496244
128310	447.120448059143	417.060738791632	532.05220811323
128320	447.211891807446	416.988836655636	531.996040861946
128330	447.303235520036	416.917112293995	531.939609660036
128340	447.39447848659	416.845565854505	531.882915425819
128350	447.485619997813	416.774197483269	531.825959078714
128360	447.576659345099	416.703007324435	531.76874153882
128370	447.667595820571	416.631995520621	531.711263727093
128380	447.758428717306	416.56116221257	531.653526565297
128390	447.849157328931	416.490507539351	531.595530975995
128400	447.93978095021	416.420031638265	531.537277882453
128410	448.030298876477	416.349734644913	531.478768208695
128420	448.120710403993	416.279616693227	531.420002879438
128430	448.211014829754	416.209677915398	531.360982820172
128440	448.30121145181	416.139918441912	531.301708957023
128450	448.391299568727	416.070338401655	531.242182216654
128460	448.481278480272	416.000937921785	531.182403526579
128470	448.571147486741	415.931717127785	531.122373814771
128480	448.660905889598	415.862676143612	531.062094009819
128490	448.750552990934	415.793815091386	531.001565041016
128500	448.84008809381	415.725134091801	530.940787838019
128510	448.929510502179	415.65663326375	530.879763331236
128520	449.018819520814	415.588312724634	530.818492451352
128530	449.108014455532	415.520172590181	530.756976129835
128540	449.197094612911	415.452212974605	530.695215298332
128550	449.286059300426	415.38443399039	530.633210889199
128560	449.37490782648	415.316835748626	530.570963835175
128570	449.463639500481	415.249418358683	530.508475069338
128580	449.55225363273	415.182181928494	530.445745525253
128590	449.640749534328	415.115126564329	530.382776136887
128600	449.729126517478	415.04825237097	530.319567838485
128610	449.817383895239	414.981559451759	530.256121564665
128620	449.905520981595	414.915047908292	530.19243825059
128630	449.9935370916	414.84871784086	530.128518831391
128640	450.081431541116	414.782569348177	530.064364242817
128650	450.169203647127	414.716602527438	529.999975420587
128660	450.256852727451	414.650817474345	529.935353300998
128670	450.344378100959	414.585214283249	529.870498820378
128680	450.431779087512	414.519793046839	529.805412915358
128690	450.519055007978	414.454553856429	529.740096522799
128700	450.606205184148	414.389496801905	529.674550579609
128710	450.693228938795	414.324621971734	529.608776023061
128720	450.780125595879	414.259929452885	529.542773790508
128730	450.866894480145	414.195419330848	529.47654481943
128740	450.953534917604	414.131091689864	529.410090047441
128750	451.04004623499	414.06694661267	529.343410412216
128760	451.126427760398	414.002984180511	529.27650685157
128770	451.212678822771	413.939204473459	529.209380303447
128780	451.298798752137	413.87560756998	529.142031705641
128790	451.384786879507	413.812193547278	529.074461996272
128800	451.470642537163	413.748962481263	529.006672113212
128810	451.556365058195	413.68591444628	528.938662994532
128820	451.641953776955	413.623049515504	528.870435578129
128830	451.727408028619	413.560367760739	528.801990801987
128840	451.812727149869	413.497869252412	528.733329604029
128850	451.897910478052	413.435554059586	528.664452922092
128860	451.982957351837	413.373422250164	528.595361693917
128870	452.067867110934	413.311473890636	528.52605685722
128880	452.152639096191	413.249709046155	528.456539349573
128890	452.237272649525	413.18812778063	528.386810108389
128900	452.321767113917	413.126730156739	528.316870070905
128910	452.406121833668	413.06551623579	528.246720174439
128920	452.490336153987	413.004486077925	528.17636135582
128930	452.574409421442	412.943639741932	528.105794551863
128940	452.658340983462	412.882977285441	528.035020699187
128950	452.742130188909	412.822498764797	527.964040734168
128960	452.825776387543	412.762204235059	527.8928555929
128970	452.9092789306	412.70209375013	527.821466211332
128980	452.9926371701	412.642167362776	527.749873525012
128990	453.075850459577	412.582425124329	527.67807846935
129000	453.15891815352	412.52286708508	527.606081979335
129010	453.240020437802	412.464989435388	527.53362160145
129020	453.320977847115	412.40729114688	527.460971905154
129030	453.401789779287	412.349772254692	527.388133785494
129040	453.482455633015	412.292432792801	527.315108137189
129050	453.562974808375	412.235272794088	527.241895854352
129060	453.643346706446	412.178292290472	527.168497830774
129070	453.723570729711	412.121491312751	527.094914959805
129080	453.803646281653	412.06486989077	527.021148134175
129090	453.883572767023	412.008428053304	526.947198246252
129100	453.963349591831	411.952165828074	526.873066187975
129110	454.042976163218	411.89608324183	526.798752850634
129120	454.122451889485	411.840180320399	526.724259125079
129130	454.201776180346	411.784457088384	526.649585901649
129140	454.280948446556	411.728913569574	526.574734070024
129150	454.35996810023	411.673549786794	526.499704519479
129160	454.438834554477	411.618365761817	526.424498138625
129170	454.517547224103	411.563361515377	526.349115815555
129180	454.596105524649	411.508537067421	526.27355843777
129190	454.674508873232	411.453892436787	526.197826892088
129200	454.752756688085	411.399427641439	526.121922064714
129210	454.830848388763	411.345142698375	526.045844841426
129220	454.908783395977	411.291037623688	525.969596107122
129230	454.986561131837	411.237112432475	525.893176746242
129240	455.064181019873	411.183367138975	525.816587642435
129250	455.141642484373	411.12980175649	525.739829678689
129260	455.21894495155	411.076416297439	525.662903737483
129270	455.296087848436	411.02321077325	525.585810700322
129280	455.373070603628	410.970185194548	525.508551448262
129290	455.449892646753	410.91733957104	525.43112686156
129300	455.52655340915	410.86467391151	525.353537819674
129310	455.603052323036	410.812188223948	525.275785201386
129320	455.679388822292	410.759882515419	525.197869884847
129330	455.755562341847	410.70775679217	525.119792747273
129340	455.831572318159	410.655811059488	525.041554665206
129350	455.907418188943	410.604045321973	524.963156514399
129360	455.983099393166	410.552459583247	524.884599169855
129370	456.058615371363	410.501053846108	524.805883505673
129380	456.1339655652	410.449828112605	524.727010395276
129390	456.209149417772	410.39878238386	524.647980711243
129400	456.284166373419	410.347916660367	524.568795325194
129410	456.359015878171	410.297230941493	524.489455108163
129420	456.433697379011	410.246725226127	524.409960930096
129430	456.508210324573	410.196399512193	524.330313660275
129440	456.582554164764	410.146253796794	524.250514167001
129450	456.656728350938	410.09628807629	524.170563317664
129460	456.730732335698	410.046502346317	524.090461978976
129470	456.804565573258	409.996896601708	524.010211016566
129480	456.87822751901	409.947470836497	523.929811295149
129490	456.951717629765	409.89822504401	523.849263678744
129500	457.025035363985	409.84915921671	523.768569030253
129510	457.098180181277	409.800273346433	523.687728211738
129520	457.171151542751	409.751567424205	523.606742084263
129530	457.243948911015	409.703041440382	523.525611508024
129540	457.316571749958	409.654695384524	523.444337342153
129550	457.389019524981	409.60652924546	523.362920445014
129560	457.461291702965	409.558543011322	523.281361673787
